ks,hs,Gs_exact,E_estimate
2.25,2.25,(-21.338045829697577+28.017926566100307j),(-18.45842548536337-22.477936469029174j)
2.3125,2.25,(-20.917867098188662-29.39853889996087j),(6.842480690417492-15.904135969237739j)
2.375,2.25,(-20.510609210881746+30.78416550735795j),(27.740964937223865-2.5105576133427165j)
2.4375,2.25,(-20.115989759048908-32.17469889783705j),(9.853084965639521-20.89408294445225j)
2.5,2.25,(-19.733786880724-33.56999860400041j),(-17.653412227206765-28.907487040992166j)
