ks,hs,Gs_exact,E_estimate
0.0,1.0,(-15.953170160246806-1.274692094745664e-17j),-15.95348673824786
0.031578947368421054,1.0,(-15.925136346644518-2.6762494016401493e-17j),(-15.925166944264504+3.4805703602805104e-05j)
0.06315789473684211,1.0,(-15.838586904375894+5.377619238409246e-16j),(-15.83857487051903+3.886445509733845e-05j)
0.09473684210526316,1.0,(-15.684569042867961-2.120454516943582e-15j),(-15.68459131582802+1.9315541670067743e-06j)
0.12631578947368421,1.0,(-15.438878747045958-3.544156996951746e-16j),(-15.439021920268477-0.00012124150072987162j)
0.15789473684210525,1.0,(-14.964104751195846-6.636293077566524e-14j),(-14.964224082970823-0.00012148993790480219j)
0.18947368421052632,1.0,(-14.570556959587645+0.4583316993919784j),(-14.572176606679623-0.45750026052193105j)
0.2210526315789474,1.0,(-14.29661571978561+0.8654389310660247j),(-14.297007754480457-0.864323202335983j)
0.25263157894736843,1.0,(-14.075266656944336+1.2632495783074233j),(-14.07454406357097-1.2636857868544868j)
0.28421052631578947,1.0,(-13.873915596155342-1.6647071323058835j),(-13.873014175179565-1.6652414410391703j)
0.3157894736842105,1.0,(-13.690033047878195-2.0719128723414064j),(-13.690827336994051-2.071605450715469j)
0.3473684210526316,1.0,(-13.519404124794429-2.483445028278622j),(-13.51915293931104-2.483595128248619j)
0.37894736842105264,1.0,(-13.358919364832744+2.899220712211722j),(-13.358420964815188-2.899300962605689j)
0.4105263157894737,1.0,(-13.206790069804512-3.319182178909953j),(-13.207172933690941-3.3185456859651166j)
0.4421052631578948,1.0,(-13.061778058557813-3.7430959794974017j),(-13.061960514968684-3.7426887948007614j)
0.4736842105263158,1.0,(-12.92291795469307+4.170704710835678j),(-12.92281741243925-4.170663986043027j)
0.5052631578947369,1.0,(-12.789448387735888-4.601780062572102j),(-12.789639454020636-4.601731604050812j)
0.5368421052631579,1.0,(-12.660767095069088+5.036119176777359j),(-12.660798376987032-5.035965445488115j)
0.5684210526315789,1.0,(-12.53638983762979-5.473537241043751j),(-12.536112644466632-5.473753430053616j)
0.6,1.0,(-12.415919583986945+5.913864931956864j),(-12.416111493055501-5.913939823206902j)
