k,h,E,F,M_x,M_z
0.0,0.0,0.0,0.3340050830765936,(-7.487385842132758e-18-2.465190328815662e-32j),(2.2798392513966515e-16-9.244463733058732e-33j)
0.030303030303030304,0.0,0.27272727272727204,1.0,(3.4957497930641935e-17-2.0078904609106717e-33j),(1.1924367169380926e-17+1.8022602045562997e-33j)
0.06060606060606061,0.0,0.5454545454545467,1.0,(3.3048819614263083e-18-6.162975822039155e-33j),(2.877191314519872e-17+3.0814879110195774e-33j)
0.09090909090909091,0.0,0.8181818181818201,1.0000000000000002,(-9.897031756763823e-17+1.286598496210949e-32j),(-3.7382331426597535e-17+7.099729126843053e-33j)
0.12121212121212122,0.0,1.0909090909090882,1.0,(-4.266347939702278e-17+0j),(7.084534347694813e-17+3.0814879110195774e-33j)
0.15151515151515152,0.0,1.3636363636363615,0.9999999999999998,(-7.070433328306033e-18-7.703719777548943e-34j),(-2.3639445434992987e-18+2.311115933264683e-33j)
0.18181818181818182,0.0,1.636363636363636,1.0,(2.3982046135962626e-16+0j),(2.740929418079716e-16-2.465190328815662e-32j)
0.21212121212121213,0.0,1.9090909090909118,1.0000000000000002,(-1.1480257550685392e-16-4.930380657631324e-32j),(-4.3438729893580764e-16+1.232595164407831e-32j)
0.24242424242424243,0.0,2.1818181818181843,1.0000000000000002,(-1.4222965026278723e-16-1.634908553724391e-32j),(-1.59184584248818e-16+2.74399081935184e-33j)
0.2727272727272727,0.0,2.45454545454546,1.0000000000000004,(-3.662293657565027e-17+6.202157142367758e-33j),(4.7379550303605877e-17+8.071714180634485e-33j)
0.30303030303030304,0.0,2.727272727272733,1.0000000000000002,(6.1070553343210906e-18-5.50805910878569e-33j),(-2.7223219706316423e-17-7.131973544400764e-34j)
0.33333333333333337,0.0,3.000000000000007,0.9999999999999998,(-5.635971561316349e-19-1.4565701986647468e-33j),(-3.881666691660969e-18+1.170181103858038e-33j)
0.36363636363636365,0.0,3.2727272727272707,0.9999999999999996,(6.355469480146674e-17+7.082007839011365e-33j),(-1.3771607464825865e-16+9.86467515714614e-33j)
0.3939393939393939,0.0,3.5454545454545503,0.9999999999999998,(-2.4765232474061534e-17+3.851859888774472e-34j),(-5.0050531784406305e-18+3.0814879110195774e-33j)
0.42424242424242425,0.0,3.818181818181815,1.0000000000000004,(-9.714870341614844e-17+0j),(2.4753723003560287e-17+6.162975822039155e-33j)
0.4545454545454546,0.0,4.090909090909089,1.0,(6.334809112781461e-17+1.2740848758843165e-32j),(8.086232911848787e-17-1.7815840609912107e-32j)
0.48484848484848486,0.0,4.36363636363636,1.0,(-1.1428912503961065e-17-6.162975822039155e-33j),(6.592218385430708e-17+2.311115933264683e-33j)
0.5151515151515151,0.0,4.636363636363631,0.9999999999999998,(2.0169421128246918e-16+1.4020094460186725e-32j),(-3.692098289934462e-17-1.8056408205268944e-32j)
0.5454545454545454,0.0,4.9090909090909065,1.0,(-4.319180198578348e-17-7.908751501049527e-34j),(2.857619906676847e-17-4.031247294526519e-34j)
0.5757575757575758,0.0,5.181818181818189,1.0,(-9.081091730664805e-17-6.162975822039155e-33j),(9.964479525155145e-17+0j)
0.6060606060606061,0.0,5.45454545454546,1.0,(1.40033440108791e-17+1.7116685030770635e-33j),(-1.387569170671971e-17-3.720401875115992e-33j)
0.6363636363636364,0.0,5.7272727272727355,1.0,(4.059994895436517e-16-6.675665205881084e-33j),(9.860672363638218e-17+4.204329351256756e-32j)
0.6666666666666667,0.0,5.999999999999997,1.0,(-5.640167602794285e-17+8.200182643528886e-33j),(-1.1247658829969093e-16+1.2176730887262827e-33j)
0.696969696969697,0.0,6.272727272727291,1.0000000000000007,(-9.494453350107643e-17-4.676258122112694e-33j),(-9.517292562016064e-17+1.6657641527840783e-32j)
0.7272727272727273,0.0,6.545454545454529,1.0000000000000002,(-1.695443615628074e-17-6.162975822039155e-33j),(-1.0089620019702731e-16+6.162975822039155e-33j)
0.7575757575757576,0.0,6.818181818181823,1.0,(4.319079300108923e-17-1.2496250223053191e-32j),(-1.318515375944276e-16+3.963457642065618e-33j)
0.7878787878787878,0.0,7.090909090909081,1.0,(1.2345744989279287e-16-1.4866696504717228e-33j),(-1.6041352832457907e-17-3.3333827448064256e-32j)
0.8181818181818182,0.0,7.363636363636352,1.0000000000000004,(4.5959669333040145e-18-1.465951220588891e-32j),(-5.039082291898349e-17+1.0722377043778111e-32j)
0.8484848484848485,0.0,7.63636363636364,0.9999999999999998,(4.7893598890865843e-17+0j),(1.470507521737932e-16-6.162975822039155e-33j)
0.8787878787878788,0.0,7.909090909090914,0.9999999999999996,(2.277317811930446e-16+0j),(-1.1960291659319861e-17-2.465190328815662e-32j)
0.9090909090909092,0.0,8.181818181818226,1.0,(7.019842387116476e-17+1.8626834140012627e-32j),(-1.7151593528496527e-16+3.2249042240106466e-33j)
0.9393939393939394,0.0,8.454545454545464,1.0000000000000004,(3.1029766969422273e-16-1.8488927466117464e-32j),(-9.05021084497722e-17+0j)
0.9696969696969697,0.0,8.727272727272716,0.9999999999999998,(-4.897994079115237e-17-6.68284630875469e-34j),(-1.7501054914013262e-16-1.5444852940594467e-32j)
1.0,0.0,8.99999999999999,0.9999999999999998,(-4.016264289654977e-17-2.050520816017599e-33j),(7.040626949897175e-17-1.1730795889246603e-32j)
1.0303030303030303,0.0,9.272727272727291,1.0,(4.748081217393901e-17-1.232595164407831e-32j),(-2.2202232175599474e-16-6.162975822039155e-33j)
1.0606060606060606,0.0,9.54545454545454,1.0000000000000002,(-2.1261075645004527e-16+1.7834379638372223e-33j),(1.0731369353700616e-16+1.9000170325036495e-32j)
1.0909090909090908,0.0,9.818181818181802,1.0,(6.292613204602869e-17+0j),(1.2240510863801283e-16-6.162975822039155e-33j)
1.1212121212121213,0.0,10.090909090909097,1.0,(-1.4430323928716912e-16+0j),(-2.379606575258626e-16+3.697785493223493e-32j)
1.1515151515151516,0.0,10.363636363636367,1.0000000000000002,(1.2186139111897819e-17+2.1050172584637123e-33j),(-3.5195630159804954e-17+6.690049699787086e-33j)
1.1818181818181819,0.0,10.636363636363619,0.9999999999999996,(2.924929990482074e-16-1.285659206905196e-33j),(1.6600026670471226e-16+1.7721327713706437e-32j)
