k,h,E,F,M_x,M_z,M_x_nh,M_z_nh
0.0,0.0,0.0,1.0,0j,0j,0j,0j
0.030303030303030304,0.0,0.2727272727272727,1.0,0j,0j,0j,0j
0.06060606060606061,0.0,0.5454545454545454,1.0,0j,0j,0j,0j
0.09090909090909091,0.0,0.8181818181818183,1.0,0j,0j,0j,0j
0.12121212121212122,0.0,1.0909090909090908,1.0,0j,0j,0j,0j
0.15151515151515152,0.0,1.3636363636363638,1.0,0j,0j,0j,0j
0.18181818181818182,0.0,1.6363636363636367,1.0,0j,0j,0j,0j
0.21212121212121213,0.0,1.9090909090909092,1.0,0j,0j,0j,0j
0.24242424242424243,0.0,2.1818181818181817,1.0,0j,0j,0j,0j
0.2727272727272727,0.0,2.454545454545454,1.0,0j,0j,0j,0j
0.30303030303030304,0.0,2.7272727272727275,1.0,0j,0j,0j,0j
0.33333333333333337,0.0,3.000000000000001,1.0,0j,0j,0j,0j
0.36363636363636365,0.0,3.2727272727272734,1.0,0j,0j,0j,0j
0.3939393939393939,0.0,3.545454545454546,1.0,0j,0j,0j,0j
0.42424242424242425,0.0,3.8181818181818183,1.0,0j,0j,0j,0j
0.4545454545454546,0.0,4.090909090909092,1.0,0j,0j,0j,0j
0.48484848484848486,0.0,4.363636363636363,1.0,0j,0j,0j,0j
0.5151515151515151,0.0,4.636363636363637,1.0,0j,0j,0j,0j
0.5454545454545454,0.0,4.909090909090908,1.0,0j,0j,0j,0j
0.5757575757575758,0.0,5.1818181818181825,1.0,0j,0j,0j,0j
0.6060606060606061,0.0,5.454545454545455,1.0,0j,0j,0j,0j
0.6363636363636364,0.0,5.7272727272727275,1.0,0j,0j,0j,0j
0.6666666666666667,0.0,6.000000000000002,1.0,0j,0j,0j,0j
0.696969696969697,0.0,6.272727272727274,1.0,0j,0j,0j,0j
0.7272727272727273,0.0,6.545454545454547,1.0,0j,0j,0j,0j
0.7575757575757576,0.0,6.818181818181819,1.0,0j,0j,0j,0j
0.7878787878787878,0.0,7.090909090909092,1.0,0j,0j,0j,0j
0.8181818181818182,0.0,7.363636363636364,1.0,0j,0j,0j,0j
0.8484848484848485,0.0,7.636363636363637,1.0,0j,0j,0j,0j
0.8787878787878788,0.0,7.909090909090909,1.0,0j,0j,0j,0j
0.9090909090909092,0.0,8.181818181818183,1.0,0j,0j,0j,0j
0.9393939393939394,0.0,8.454545454545455,1.0,0j,0j,0j,0j
0.9696969696969697,0.0,8.727272727272727,1.0,0j,0j,0j,0j
1.0,0.0,9.0,1.0,0j,0j,0j,0j
1.0303030303030303,0.0,9.272727272727273,1.0,0j,0j,0j,0j
1.0606060606060606,0.0,9.545454545454545,1.0,0j,0j,0j,0j
1.0909090909090908,0.0,9.818181818181817,1.0,0j,0j,0j,0j
1.1212121212121213,0.0,10.090909090909092,1.0,0j,0j,0j,0j
1.1515151515151516,0.0,10.363636363636365,1.0,0j,0j,0j,0j
1.1818181818181819,0.0,10.636363636363637,1.0,0j,0j,0j,0j
1.2121212121212122,0.0,10.90909090909091,1.0,0j,0j,0j,0j
1.2424242424242424,0.0,11.181818181818182,1.0,0j,0j,0j,0j
1.2727272727272727,0.0,11.454545454545455,1.0,0j,0j,0j,0j
1.303030303030303,0.0,11.727272727272727,1.0,0j,0j,0j,0j
1.3333333333333335,0.0,12.000000000000004,1.0,0j,0j,0j,0j
1.3636363636363638,0.0,12.272727272727272,1.0,0j,0j,0j,0j
1.393939393939394,0.0,12.545454545454549,1.0,0j,0j,0j,0j
1.4242424242424243,0.0,12.818181818181817,1.0,0j,0j,0j,0j
1.4545454545454546,0.0,13.090909090909093,1.0,0j,0j,0j,0j
1.4848484848484849,0.0,13.363636363636362,1.0,0j,0j,0j,0j
1.5151515151515151,0.0,13.636363636363638,1.0,0j,0j,0j,0j
1.5454545454545454,0.0,13.909090909090907,1.0,0j,0j,0j,0j
1.5757575757575757,0.0,14.181818181818183,1.0,0j,0j,0j,0j
1.6060606060606062,0.0,14.454545454545453,1.0,0j,0j,0j,0j
1.6363636363636365,0.0,14.727272727272728,1.0,0j,0j,0j,0j
1.6666666666666667,0.0,14.999999999999998,1.0,0j,0j,0j,0j
1.696969696969697,0.0,15.272727272727273,1.0,0j,0j,0j,0j
1.7272727272727273,0.0,15.545454545454543,1.0,0j,0j,0j,0j
1.7575757575757576,0.0,15.818181818181818,1.0,0j,0j,0j,0j
1.7878787878787878,0.0,16.09090909090909,1.0,0j,0j,0j,0j
1.8181818181818183,0.0,16.363636363636367,1.0,0j,0j,0j,0j
1.8484848484848486,0.0,16.636363636363633,1.0,0j,0j,0j,0j
1.878787878787879,0.0,16.90909090909091,1.0,0j,0j,0j,0j
1.9090909090909092,0.0,17.181818181818187,1.0,0j,0j,0j,0j
1.9393939393939394,0.0,17.454545454545453,1.0,0j,0j,0j,0j
1.9696969696969697,0.0,17.727272727272723,1.0,0j,0j,0j,0j
2.0,0.0,18.0,1.0,0j,0j,0j,0j
2.0303030303030303,0.0,18.272727272727277,1.0,0j,0j,0j,0j
2.0606060606060606,0.0,18.545454545454547,1.0,0j,0j,0j,0j
2.090909090909091,0.0,18.818181818181813,1.0,0j,0j,0j,0j
2.121212121212121,0.0,19.09090909090909,1.0,0j,0j,0j,0j
2.1515151515151514,0.0,19.363636363636367,1.0,0j,0j,0j,0j
2.1818181818181817,0.0,19.636363636363633,1.0,0j,0j,0j,0j
2.2121212121212124,0.0,19.90909090909091,1.0,0j,0j,0j,0j
2.2424242424242427,0.0,20.181818181818183,1.0,0j,0j,0j,0j
2.272727272727273,0.0,20.454545454545457,1.0,0j,0j,0j,0j
2.303030303030303,0.0,20.72727272727273,1.0,0j,0j,0j,0j
2.3333333333333335,0.0,21.0,1.0,0j,0j,0j,0j
2.3636363636363638,0.0,21.272727272727273,1.0,0j,0j,0j,0j
2.393939393939394,0.0,21.545454545454547,1.0,0j,0j,0j,0j
2.4242424242424243,0.0,21.81818181818182,1.0,0j,0j,0j,0j
2.4545454545454546,0.0,22.09090909090909,1.0,0j,0j,0j,0j
2.484848484848485,0.0,22.363636363636363,1.0,0j,0j,0j,0j
2.515151515151515,0.0,22.636363636363637,1.0,0j,0j,0j,0j
2.5454545454545454,0.0,22.90909090909091,1.0,0j,0j,0j,0j
2.5757575757575757,0.0,23.18181818181818,1.0,0j,0j,0j,0j
2.606060606060606,0.0,23.454545454545453,1.0,0j,0j,0j,0j
2.6363636363636362,0.0,23.727272727272727,1.0,0j,0j,0j,0j
2.666666666666667,0.0,24.000000000000007,1.0,0j,0j,0j,0j
2.6969696969696972,0.0,24.272727272727273,1.0,0j,0j,0j,0j
2.7272727272727275,0.0,24.545454545454543,1.0,0j,0j,0j,0j
2.757575757575758,0.0,24.81818181818182,1.0,0j,0j,0j,0j
2.787878787878788,0.0,25.090909090909097,1.0,0j,0j,0j,0j
2.8181818181818183,0.0,25.363636363636367,1.0,0j,0j,0j,0j
2.8484848484848486,0.0,25.636363636363633,1.0,0j,0j,0j,0j
2.878787878787879,0.0,25.90909090909091,1.0,0j,0j,0j,0j
2.909090909090909,0.0,26.181818181818187,1.0,0j,0j,0j,0j
2.9393939393939394,0.0,26.454545454545453,1.0,0j,0j,0j,0j
2.9696969696969697,0.0,26.727272727272723,1.0,0j,0j,0j,0j
3.0,0.0,27.0,1.0,0j,0j,0j,0j
0.0,0.030303030303030304,0.0,0.9999998313439185,(0.030316962776745233+0j),2.602085213965213e-18j,(0.030316962776745105+0j),1.454479021086126e-14j
