k,h,E,F,M_x,M_z
0.0,0.0,0.0,0.9999216271409735,(-3.241151254283803e-17-1.6071211827648462e-40j),(-3.580996029014395e-37+1.829633447167874e-33j)
0.030303030303030304,0.0,0.27272727272727293,1.0,(0.9999999999999987-3.8672673283295713e-31j),(-1.5025423653820772e-16+4.163336342344339e-17j)
0.06060606060606061,0.0,0.5454545454545437,0.9999999999999998,(-0.9999999999999982+1.5407439555097883e-33j),(6.304902529402021e-16-2.7755575615628907e-17j)
0.09090909090909091,0.0,0.8181818181818189,1.0,(-0.999999999999998-1.1555579666323415e-33j),(7.435621241238457e-17+3.8163916471489756e-17j)
0.12121212121212122,0.0,1.0909090909090937,0.9999999999999998,(0.9999999999999976+1.7256332301709629e-31j),(-3.591569462645672e-16+1.7347234759768068e-17j)
0.15151515151515152,0.0,1.3636363636363709,0.9999999999999996,(-0.9999999999999973+1.5407439555097883e-33j),(-2.998610825227117e-16-3.122502256758252e-17j)
0.18181818181818182,0.0,1.6363636363636345,1.0,(-0.9999999999999979+3.8518598887744717e-32j),(4.6509900306060455e-18-3.122502256758253e-17j)
0.21212121212121213,0.0,1.9090909090909032,1.0,(-0.9999999999999974-1.3866695599588095e-32j),(7.375141334247042e-17-3.4694469519536136e-17j)
0.24242424242424243,0.0,2.1818181818181777,1.0000000000000002,(0.9999999999999984+4.0059342843254517e-32j),(-5.095985853314795e-16+9.714451465470122e-17j)
0.2727272727272727,0.0,2.4545454545454577,1.0,(-0.9999999999999986+4.834084160411964e-32j),(6.446646987477724e-17-5.204170427930424e-17j)
0.30303030303030304,0.0,2.727272727272724,1.0000000000000007,(-0.999999999999998-2.3111159332646836e-32j),(-3.57172183119633e-16-4.5102810375396997e-17j)
0.33333333333333337,0.0,2.999999999999994,1.0000000000000002,(-0.999999999999999-1.4251881588465548e-32j),(-2.391937730026072e-16+1.387778780781446e-17j)
0.36363636363636365,0.0,3.2727272727272743,0.9999999999999998,(0.9999999999999982+2.6577833232543855e-32j),(-1.7119220997269947e-16-6.245004513516506e-17j)
0.3939393939393939,0.0,3.545454545454544,0.9999999999999998,(0.9999999999999972+1.6177811532852778e-32j),(-2.557192687157501e-16-3.4694469519536134e-18j)
0.42424242424242425,0.0,3.818181818181817,1.0,(-0.9999999999999991+1.2325951644078315e-32j),(6.87256182544525e-17+6.938893903907231e-17j)
0.4545454545454546,0.0,4.0909090909091,1.0,(0.999999999999998+1.38666955995881e-32j),(3.80767865143035e-17+8.673617379884038e-17j)
0.48484848484848486,0.0,4.36363636363637,1.0,(-0.9999999999999988-1.540743955509789e-32j),(2.5330007243609234e-16+1.387778780781446e-17j)
0.5151515151515151,0.0,4.636363636363638,0.9999999999999998,(-0.9999999999999974-2.3111159332646823e-33j),(8.600072408241851e-16-1.1796119636642286e-16j)
0.5454545454545454,0.0,4.909090909090917,1.0000000000000002,(0.9999999999999978-2.619264724366641e-32j),(-1.8448927121404796e-16+0j)
0.5757575757575758,0.0,5.1818181818182145,1.0,(-0.9999999999999981-1.3866695599588098e-32j),(-4.843844269237977e-16+5.204170427930421e-17j)
0.6060606060606061,0.0,5.454545454545457,0.9999999999999998,(0.999999999999997+1.30963236218332e-32j),(3.3813378986248233e-17+3.816391647148975e-17j)
0.6363636363636364,0.0,5.7272727272727435,1.0000000000000002,(0.9999999999999982-4.622231866529364e-32j),(-5.618114853179285e-16-3.1225022567582515e-17j)
0.6666666666666667,0.0,5.999999999999999,1.0,(-0.9999999999999989+2.8888949165808543e-32j),(1.0385507409001787e-16-2.4286128663675305e-17j)
0.696969696969697,0.0,6.272727272727288,1.0,(0.999999999999998+4.6222318665293674e-33j),(8.088974602680628e-17+8.673617379884038e-17j)
0.7272727272727273,0.0,6.545454545454555,0.9999999999999998,(-0.9999999999999972+9.24446373305873e-33j),(-6.044242648565863e-16+1.3877787807814454e-17j)
0.7575757575757576,0.0,6.81818181818181,1.0000000000000002,(-0.9999999999999974-3.0814879110195774e-33j),(-3.7981807505437024e-16+3.469446951953614e-17j)
0.7878787878787878,0.0,7.090909090909095,0.9999999999999998,(0.9999999999999973+5.546678239835239e-32j),(-7.404785006969575e-16+2.0816681711721685e-17j)
0.8181818181818182,0.0,7.363636363636367,1.0000000000000002,(0.9999999999999977+6.93334779979405e-33j),(6.734224686073379e-16+5.551115123125784e-17j)
0.8484848484848485,0.0,7.636363636363649,1.0,(-0.9999999999999979+2.773339119917619e-32j),(4.3320649999361055e-16+1.3877787807814454e-17j)
