k,h,E,F,M_x,M_z
-1.6060606060606062j,1.4545454545454546,0.0,2.2235516762273353e-05,(0.5112999417158393-7.214824192257208e-18j),(-6.424543699443719e-16-1.0098716399234281e-17j)
-1.6363636363636365j,1.4545454545454546,0.0,1.839519622486107e-05,(0.5061104875454242+8.693246569690375e-20j),(8.96801390339448e-16-9.450746492983368e-17j)
-1.6666666666666667j,1.4545454545454546,0.0,1.524388204407081e-05,(0.5010249872299053-1.9377419499128153e-17j),(-3.312814696750097e-16+4.572402384260492e-17j)
-1.696969696969697j,1.4545454545454546,0.0,1.265350823783414e-05,(0.49604031268300375+1.46361389283921e-19j),(-7.906090787829957e-16+9.214870006292977e-17j)
-1.7272727272727273j,1.4545454545454546,0.0,1.0520606894327093e-05,(0.4911534592751791+4.221709661331349e-18j),(-9.047627230851676e-16+5.963664774153159e-17j)
-1.7575757575757576j,1.4545454545454546,0.0,8.761437501314915e-06,(0.48636154023557976+1.9959941438087557e-17j),(7.936322803026432e-16+1.1069504768510829e-16j)
-1.7878787878787878j,1.4545454545454546,0.0,7.308108255885516e-06,(0.48166178128171927+8.969381081178776e-18j),(-5.647180313285275e-16-4.9686915152616963e-17j)
-1.8181818181818183j,1.4545454545454546,0.0,6.105482019472793e-06,(0.47705151547847924+3.097431764315084e-19j),(9.21801927966348e-16+6.960755842887426e-17j)
-1.8484848484848486j,1.4545454545454546,0.0,5.108703957041845e-06,(0.4725281783252531+5.3500734816068055e-18j),(4.990867553590538e-16-1.1456504661233063e-16j)
-1.878787878787879j,1.4545454545454546,0.0,4.281222570931745e-06,(0.46808930306771246+4.978807965172493e-18j),(-9.94800376902668e-16-1.1692087891716788e-17j)
-1.9090909090909092j,1.4545454545454546,0.0,3.593202971230688e-06,(0.4637325162291711-2.820585770871137e-19j),(-5.539358996723731e-16-6.564028704242238e-17j)
-1.9393939393939394j,1.4545454545454546,0.0,3.0202524879673856e-06,(0.4594555333552396+7.604758244538653e-19j),(-2.8040337472272226e-16+7.251747187676587e-17j)
-1.9696969696969697j,1.4545454545454546,0.0,2.542395420918789e-06,(0.45525615496467564+1.1689149927126759e-18j),(-1.5364862208819123e-16-5.696005821469736e-17j)
-2j,1.4545454545454546,0.0,2.1432468444763046e-06,(0.4511322626986987+4.502611421485046e-18j),(-1.5126246849572387e-16-7.389285217142285e-18j)
-2.0303030303030303j,1.4545454545454546,0.0,1.8093457172962145e-06,(0.4470818156607964+5.568200711869006e-18j),(7.764912556466757e-17+6.082152187876907e-17j)
-2.0606060606060606j,1.4545454545454546,0.0,1.5296156953266676e-06,(0.4431028469387698-7.19846868604732e-18j),(-2.0846164866350943e-16+2.7851155947668504e-17j)
-2.090909090909091j,1.4545454545454546,0.0,1.2949284839632513e-06,(0.4391934603007915+7.32517759522078e-18j),(7.656296648060063e-16-6.115824924420806e-17j)
-2.121212121212121j,1.4545454545454546,0.0,1.097749658256068e-06,(0.43535182705729036+1.3462710990122526e-17j),(2.0816259737487536e-16+2.9488245538186875e-17j)
-2.1515151515151514j,1.4545454545454546,0.0,9.31850916388001e-07,(0.4315761830805957-8.135819539219377e-19j),(-8.900540883515249e-16+4.0411654390691625e-17j)
-2.1818181818181817j,1.4545454545454546,0.0,7.920759354790471e-07,(0.4278648259745481+1.6240540609386712e-17j),(-2.560954210536811e-17+4.521732030923985e-17j)
-2.2121212121212124j,1.4545454545454546,0.0,6.741495459563811e-07,(0.42421611238638307+1.5647410557285107e-17j),(5.151606794333464e-16+1.3162337757009674e-17j)
-2.2424242424242427j,1.4545454545454546,0.0,5.745219690537406e-07,(0.4206284554536125-3.1610129907898627e-18j),(1.6466380568777144e-16-1.5686304085624165e-16j)
-2.272727272727273j,1.4545454545454546,0.0,4.902414797583726e-07,(0.4171003223788542+3.699666315538073e-18j),(-7.147660148118207e-16+4.3435212166689155e-17j)
-2.303030303030303j,1.4545454545454546,0.0,4.1885014984100724e-07,(0.4136302321257739-1.6854698186387686e-18j),(-4.926968984657697e-16+5.308148741511994e-17j)
-2.3333333333333335j,1.4545454545454546,0.0,3.5829835959015057e-07,(0.41021675322980883+6.535269526196303e-18j),(-3.8030491066899605e-16-1.9250085247873952e-17j)
-2.3636363636363638j,1.4545454545454546,0.0,3.0687459545814354e-07,(0.4068585017174336-4.087401039973582e-18j),(1.4181325958351145e-16-6.081938430189457e-17j)
-2.393939393939394j,1.4545454545454546,0.0,2.631477158484288e-07,(0.40355413912818383+1.0056554787731571e-17j),(6.768089670115695e-16-3.0833170257611178e-18j)
-2.4242424242424243j,1.4545454545454546,0.0,2.2591940184145934e-07,(0.4003023706338834-7.178229258284355e-19j),(3.1138814660161094e-16+7.667183995017336e-18j)
-2.4545454545454546j,1.4545454545454546,0.0,1.9418494002384372e-07,(0.3971019432498048-1.5549232620435953e-17j),(3.6084339602333713e-16+1.69020986962168e-17j)
-2.484848484848485j,1.4545454545454546,0.0,1.6710083158727852e-07,(0.3939516441327974-6.190176897762853e-18j),(5.098269843023515e-16+7.302674822294814e-17j)
-2.515151515151515j,1.4545454545454546,0.0,1.439580020644065e-07,(0.3908502989617209-2.3475898511026705e-18j),(-5.696825094877829e-16-4.0415649634276164e-17j)
-2.5454545454545454j,1.4545454545454546,0.0,1.2415961268162252e-07,(0.3877967703956507-7.892639885311195e-19j),(-9.304169596141551e-16+1.0957001156396952e-17j)
-2.5757575757575757j,1.4545454545454546,0.0,1.0720265783257416e-07,(0.38478995660575316-7.33015710941725e-18j),(3.3440898059244877e-16-4.700541349126327e-17j)
-2.606060606060606j,1.4545454545454546,0.0,9.266268204133808e-08,(0.38182878987679497-1.4809761768900655e-17j),(1.89889004648156e-16+1.0688526959381839e-17j)
-2.6363636363636362j,1.4545454545454546,0.0,8.018107069598118e-08,(0.37891223527458584-1.428546692391392e-17j),(3.341873522628906e-16-5.631014567170825e-17j)
-2.666666666666667j,1.4545454545454546,0.0,6.94544671939291e-08,(0.3760392893758106-1.0543797123271661e-19j),(1.046506763805866e-15-4.08528506818426e-17j)
-2.6969696969696972j,1.4545454545454546,0.0,6.02259492596373e-08,(0.37320897905693357-9.051311233109679e-18j),(4.589399555130857e-16-5.2528725369072046e-17j)
-2.7272727272727275j,1.4545454545454546,0.0,5.227766255378977e-08,(0.3704203603390196+1.5598742275633292e-17j),(-2.7729086960718835e-17-5.822332272377872e-17j)
-2.757575757575758j,1.4545454545454546,0.0,4.542466308628731e-08,(0.3676725172855702+1.8992220010972595e-17j),(-5.850561240660676e-16+2.070328487136984e-17j)
-2.787878787878788j,1.4545454545454546,0.0,3.950976361423641e-08,(0.36496456095048085+1.1774282923853594e-18j),(7.182888006829653e-16-2.771743487051879e-17j)
-2.8181818181818183j,1.4545454545454546,0.0,3.439921498408678e-08,(0.36229562837360585-1.295158552131326e-19j),(4.1596237344067613e-16+5.097157505053742e-17j)
-2.8484848484848486j,1.4545454545454546,0.0,2.997908271716367e-08,(0.3596648816213911-3.0883983656183626e-19j),(3.5008050287684425e-16-4.2660817515431734e-17j)
-2.878787878787879j,1.4545454545454546,0.0,2.6152203238163582e-08,(0.3570715068702335+2.089622196579315e-18j),(3.042201515097425e-16-5.59130185250786e-17j)
-2.909090909090909j,1.4545454545454546,0.0,2.2835623967771494e-08,(0.3545147135304113+1.688035454795778e-17j),(8.272649733446944e-16-5.4011203672350295e-17j)
-2.9393939393939394j,1.4545454545454546,0.0,1.995844781767822e-08,(0.3519937334084606+6.971250154395033e-19j),(-6.93982881081166e-16+3.650656825316702e-17j)
-2.9696969696969697j,1.4545454545454546,0.0,1.746001608874072e-08,(0.34950781990604374+1.5106575843968547e-20j),(5.861079323351158e-16+4.4282002882098226e-17j)
-3j,1.4545454545454546,0.0,1.528837487923486e-08,(0.3470562472535263+5.3597347751634014e-18j),(-4.281055216907417e-16+8.33316810740288e-18j)
-0j,1.4848484848484849,0.0,0.9999999999999949,(0.9710102579506934-5.963111948670274e-19j),(1.7186891422852832e-16+1.3877787807814457e-17j)
-0.030303030303030304j,1.4848484848484849,0.0,0.9876323927161194,(0.9701163595803591-2.222614453595284e-18j),(-1.386084714886937e-17+3.122502256758253e-17j)
-0.06060606060606061j,1.4848484848484849,0.0,0.9516712179604948,(0.9674623986987884-4.0657581468206416e-19j),(-4.272095637469585e-16-1.3400738851920835e-16j)
-0.09090909090909091j,1.4848484848484849,0.0,0.8953308626612125,(0.9631288413875371+1.0842021724855044e-19j),(-1.5635640577207227e-16+1.9081958235744878e-17j)
-0.12121212121212122j,1.4848484848484849,0.0,0.8233298887731441,(0.9572412202587758+3.7947076036992655e-18j),(-1.1715143286884777e-16-1.2880321809127793e-16j)
-0.15151515151515152j,1.4848484848484849,0.0,0.7411263122603541,(0.9499589964240368+1.2468324983583301e-18j),(2.272809626049574e-16-5.355958732078392e-17j)
-0.18181818181818182j,1.4848484848484849,0.0,0.6541510891632787,(0.9414628678223619+8.131516293641283e-19j),(3.086905697149891e-16-2.3093506273941244e-16j)
-0.21212121212121213j,1.4848484848484849,0.0,0.5671978326470472,(0.9319423853693114-8.890457814381136e-18j),(-2.0337599876754653e-16-1.0083080204115191e-16j)
-0.24242424242424243j,1.4848484848484849,0.0,0.484050281809323,(0.9215852841446359-2.5614276324970042e-18j),(-7.847408737637982e-16-1.093959992037874e-16j)
-0.2727272727272727j,1.4848484848484849,0.0,0.4073504200331209,(0.9105693098008175+5.353248226647178e-19j),(-4.825953276322431e-16-5.3939058081153846e-17j)
-0.30303030303030304j,1.4848484848484849,0.0,0.338656160715287,(0.899056729818666+2.032879073410321e-18j),(1.3391590896090488e-16-1.9212062496443139e-16j)
-0.33333333333333337j,1.4848484848484849,0.0,0.2786160087995148,(0.8871912906613282+7.284483346386983e-19j),(3.937432655311615e-16-7.670730370334944e-18j)
-0.36363636363636365j,1.4848484848484849,0.0,0.2271924169852455,(0.8750971481142538-4.30970363562988e-18j),(1.0248014459604549e-15+1.1609094761888539e-16j)
-0.3939393939393939j,1.4848484848484849,0.0,0.1838835091401266,(0.8628792286679862-1.0198276684941776e-18j),(-9.045532606364454e-16-9.700898938314051e-17j)
-0.42424242424242425j,1.4848484848484849,0.0,0.14791372270761624,(0.8506245186023356+6.715277205832093e-18j),(1.0697602607348186e-16-1.27637700755856e-16j)
-0.4545454545454546j,1.4848484848484849,0.0,0.11838134850257101,(0.8384038701903623+1.1546753136970622e-17j),(-5.084908188957016e-16-1.27637700755856e-16j)
-0.48484848484848486j,1.4848484848484849,0.0,0.09436265181358772,(0.8262740215087218-6.5357062210141814e-18j),(1.1180258921352632e-15-1.9766360857126353e-17j)
-0.5151515151515151j,1.4848484848484849,0.0,0.07497857292804881,(0.8142796245805352+3.8904223267390015e-18j),(-9.592283903487632e-16+9.320750551586321e-17j)
-0.5454545454545454j,1.4848484848484849,0.0,0.05943235686649894,(0.8024551558659919+1.283254915090265e-17j),(-1.1224372397245636e-16+5.734074239732712e-17j)
-0.5757575757575758j,1.4848484848484849,0.0,0.04702640371766202,(0.7908266415737021-9.817111858677341e-18j),(-1.2666361286651356e-16+1.4440217684791312e-17j)
-0.6060606060606061j,1.4848484848484849,0.0,0.037165391284756134,(0.7794131702394794+1.2390397952435905e-17j),(5.519469972216362e-16-4.675621868843738e-19j)
-0.6363636363636364j,1.4848484848484849,0.0,0.02935110489874566,(0.7682281904053265-4.054746718506336e-18j),(2.6393207823265097e-16-2.727615496748298e-17j)
-0.6666666666666667j,1.4848484848484849,0.0,0.02317285896435222,(0.7572806059961871-1.1392169624096712e-17j),(-1.1166668277713936e-15-3.6917083973131426e-17j)
-0.696969696969697j,1.4848484848484849,0.0,0.018296106084269088,(0.7465756895028822-7.280248181650711e-19j),(4.8764067938256335e-16+1.0923506294380908e-16j)
-0.7272727272727273j,1.4848484848484849,0.0,0.014450850407183535,(0.7361158359237971+2.095983027980766e-18j),(-1.0883094352467405e-15-1.9058241313221758e-16j)
-0.7575757575757576j,1.4848484848484849,0.0,0.011420786347162629,(0.7259011804473452-1.1346006328471353e-18j),(-9.680959782735685e-16-1.3283933008494467e-16j)
-0.7878787878787878j,1.4848484848484849,0.0,0.009033617827266556,(0.7159301013306681-6.8954834653604455e-18j),(3.920007070004226e-16-1.1753048011274407e-16j)
-0.8181818181818182j,1.4848484848484849,0.0,0.007152718650263876,(0.7061996271583905-1.3014661234562325e-18j),(-5.797517007482059e-18-9.462861504311911e-17j)
-0.8484848484848485j,1.4848484848484849,0.0,0.005670120712826222,(0.6967057651488083+6.4803314420874315e-18j),(4.878635549268096e-16-6.791129006258716e-17j)
-0.8787878787878788j,1.4848484848484849,0.0,0.00450072360774996,(0.6874437647003604+5.3801150529429005e-19j),(7.250759126638747e-16+3.6803369799962536e-17j)
-0.9090909090909092j,1.4848484848484849,0.0,0.0035775773774113953,(0.678408328091337-1.8903128404755814e-18j),(5.32612729046728e-16+4.117617739016286e-17j)
-0.9393939393939394j,1.4848484848484849,0.0,0.0028480793606159484,(0.669593778226231-1.1664755414434987e-17j),(-6.654395124561414e-16-3.731381302980166e-17j)
-0.9696969696969697j,1.4848484848484849,0.0,0.002270932597866328,(0.6609941915812156-1.3135522248223673e-17j),(-4.0618400900439985e-16+9.471998872230417e-18j)
-1j,1.4848484848484849,0.0,0.001813728428763403,(0.6526035030269721-5.382656151784663e-18j),(1.882054533937648e-16+4.889471218245847e-17j)
-1.0303030303030303j,1.4848484848484849,0.0,0.0014510344238714303,(0.6444155879758335-1.1843373487187238e-17j),(1.1257607852513526e-16+6.064665905090145e-17j)
-1.0606060606060606j,1.4848484848484849,0.0,0.0011628875866886445,(0.6364243262811525+2.1688774922813892e-18j),(-4.895459675008486e-16+9.43382945004477e-18j)
-1.0909090909090908j,1.4848484848484849,0.0,0.0009336102235530028,(0.6286236514797098-9.005740321991427e-18j),(-3.767652180223881e-17-1.0854653103680974e-16j)
-1.1212121212121213j,1.4848484848484849,0.0,0.000750881279690058,(0.6210075882839544+4.751815129427222e-18j),(-6.079362059073905e-16+5.2032095749308797e-17j)
-1.1515151515151516j,1.4848484848484849,0.0,0.00060500906661172,(0.6135702806737273-2.2718171416634083e-17j),(-2.8107691844013956e-16-2.355640977961572e-17j)
-1.1818181818181819j,1.4848484848484849,0.0,0.0004883622331499736,(0.6063060124847823-5.070666785786813e-18j),(-2.18254585781044e-16+2.1239986427112022e-17j)
-1.2121212121212122j,1.4848484848484849,0.0,0.0003949247733012193,(0.5992092220253037+4.2736120911429664e-19j),(-2.86887968122443e-16-1.1567244055104786e-16j)
-1.2424242424242424j,1.4848484848484849,0.0,0.0003199480868008443,(0.5922745119545701+6.485893404526238e-18j),(-2.437628804172113e-17+6.019406552438183e-17j)
-1.2727272727272727j,1.4848484848484849,0.0,0.00025967888684449053,(0.5854966554186833+4.850335649104738e-18j),(9.164949097978488e-16-6.285586656112847e-17j)
-1.303030303030303j,1.4848484848484849,0.0,0.0002111463382479363,(0.5788705992441662-1.5056222395682002e-17j),(4.1013238691357676e-16-8.70566963600373e-17j)
-1.3333333333333335j,1.4848484848484849,0.0,0.00017199543278137672,(0.5723914648339207-5.936107810392868e-18j),(-4.1813803113340585e-16+3.647866501358852e-19j)
-1.3636363636363638j,1.4848484848484849,0.0,0.00014035645704967004,(0.5660545472836933-3.0437477554850897e-18j),(-7.555412415967454e-16+1.001708442612326e-16j)
-1.393939393939394j,1.4848484848484849,0.0,0.00011474264034736656,(0.5598553131349207+8.920557262510716e-18j),(5.728343201576699e-18-7.559383918951426e-17j)
-1.4242424242424243j,1.4848484848484849,0.0,9.396981449223781e-05,(0.5537893970975855+1.9512944150303382e-17j),(-1.3162019275154747e-15-1.3654402720310836e-17j)
-1.4545454545454546j,1.4848484848484849,0.0,7.709327871668222e-05,(0.5478525980099261+3.4611589124085626e-19j),(1.103718248806896e-15+2.335114325624946e-19j)
-1.4848484848484849j,1.4848484848484849,0.0,6.335812322789134e-05,(0.5420408742480977+3.654911805431119e-18j),(-5.746096236669325e-16+1.779624849675074e-16j)
-1.5151515151515151j,1.4848484848484849,0.0,5.216009072633487e-05,(0.5363503387554722+2.1494244790208265e-18j),(-1.2576138112300783e-16+3.868157933371524e-17j)
-1.5454545454545454j,1.4848484848484849,0.0,4.3014697724730346e-05,(0.5307772538260122-7.748786855248204e-18j),(-8.665106348989452e-16-3.479427299634373e-17j)
-1.5757575757575757j,1.4848484848484849,0.0,3.553283749142839e-05,(0.5253180257479518-1.1294217170704867e-17j),(-5.521123516600613e-16+4.2036822421577335e-17j)
-1.6060606060606062j,1.4848484848484849,0.0,2.9401475542783705e-05,(0.5199691993909816-1.0900870352161787e-17j),(-5.49588780878876e-16-6.603246758800055e-17j)
-1.6363636363636365j,1.4848484848484849,0.0,2.4368351530367703e-05,(0.5147274528017984-2.031513811809302e-18j),(8.194268990100511e-16-1.2056311366272374e-16j)
-1.6666666666666667j,1.4848484848484849,0.0,2.0229837329325622e-05,(0.509589591858017+1.1338491392606309e-18j),(-2.1038723002961183e-16-1.3371142329603687e-16j)
-1.696969696969697j,1.4848484848484849,0.0,1.6821285067123516e-05,(0.5045525450183063-9.495158585213406e-18j),(-8.479331560242205e-16+4.523025657391487e-19j)
-1.7272727272727273j,1.4848484848484849,0.0,1.4009342331460257e-05,(0.49961335819719965+4.688190671456328e-18j),(-3.266792137634157e-16-1.9103292671308693e-17j)
-1.7575757575757576j,1.4848484848484849,0.0,1.1685823858738287e-05,(0.494769189785259-1.4635256947063965e-18j),(-2.3683157237990663e-16-2.1141550900242446e-17j)
-1.7878787878787878j,1.4848484848484849,0.0,9.762816610536303e-06,(0.4900173058290431+1.7356706236275745e-18j),(-4.58239956532521e-16-3.260716589092774e-17j)
-1.8181818181818183j,1.4848484848484849,0.0,8.168763710933205e-06,(0.4853550753805439+1.928096899893355e-18j),(5.794029009143712e-16-5.01789499949116e-17j)
-1.8484848484848486j,1.4848484848484849,0.0,6.845326446153522e-06,(0.4807799660218327+5.593797001668544e-19j),(2.558853658912759e-16+4.665085821227466e-17j)
-1.878787878787879j,1.4848484848484849,0.0,5.744865683999291e-06,(0.4762895395675189+1.396853691393825e-17j),(5.525873159243559e-16+8.107207492370608e-17j)
-1.9090909090909092j,1.4848484848484849,0.0,4.828417190543903e-06,(0.47188144794543013-1.106480973012807e-17j),(-1.9719517532442004e-16-1.0090703965929575e-17j)
-1.9393939393939394j,1.4848484848484849,0.0,4.064061377911844e-06,(0.46755342925382765+8.486605802058633e-19j),(4.788153614727341e-16+4.26093405416061e-17j)
-1.9696969696969697j,1.4848484848484849,0.0,3.425608544984812e-06,(0.46330330399226527+5.313175539420229e-18j),(-1.0676982654983825e-15+9.376991791864962e-17j)
-2j,1.4848484848484849,0.0,2.8915368685967145e-06,(0.459128971461994+4.852577101769604e-18j),(-3.527508662698096e-16+2.4548551764706536e-17j)
-2.0303030303030303j,1.4848484848484849,0.0,2.4441331990608964e-06,(0.45502840633113073-5.60967592259863e-18j),(3.5024084486215424e-16-2.5205399965908103e-17j)
-2.0606060606060606j,1.4848484848484849,0.0,2.0687968391793695e-06,(0.45099965535919256-1.5050886499119667e-17j),(-7.212018478983724e-16+2.8779619863144974e-17j)
-2.090909090909091j,1.4848484848484849,0.0,1.7534745095575768e-06,(0.4470408342752462+1.2625197912672907e-18j),(-9.913556349081675e-16+1.6068802411046567e-17j)
-2.121212121212121j,1.4848484848484849,0.0,1.4882010708804385e-06,(0.4431501248036846+1.7745769344920354e-17j),(3.640438846490117e-16-4.8542138440476624e-17j)
-2.1515151515151514j,1.4848484848484849,0.0,1.264725635060919e-06,(0.43932577183156724-8.105194353187035e-18j),(1.2573691010257175e-16+5.5136084458017315e-18j)
-2.1818181818181817j,1.4848484848484849,0.0,1.076206726031241e-06,(0.4355660807113662+1.427761800983759e-17j),(-9.586820965877258e-16+1.272160282746094e-17j)
-2.2121212121212124j,1.4848484848484849,0.0,9.169633628270896e-07,(0.43186941469302675-5.582018825394016e-18j),(6.873478772293304e-16+9.254597041883804e-17j)
-2.2424242424242427j,1.4848484848484849,0.0,7.822715020403195e-07,(0.4282341924794273-3.8451934382442716e-18j),(-6.157129071324008e-16-1.767219776866487e-17j)
-2.272727272727273j,1.4848484848484849,0.0,6.681973273077261e-07,(0.4246588858993008+1.7663142887455543e-18j),(-6.85905202987183e-16-9.555962352125616e-17j)
-2.303030303030303j,1.4848484848484849,0.0,5.714605156629288e-07,(0.42114201769197696-3.31693510080694e-18j),(6.259739363275893e-16+4.198178070563176e-17j)
-2.3333333333333335j,1.4848484848484849,0.0,4.893219276463957e-07,(0.41768215939849307+3.091004751901306e-18j),(-6.58237373362921e-17+2.857195312013503e-17j)
-2.3636363636363638j,1.4848484848484849,0.0,4.194912259543923e-07,(0.4142779293536711+5.9584440586137125e-18j),(-1.2166059430644239e-15+4.39650390752514e-17j)
-2.393939393939394j,1.4848484848484849,0.0,3.6005077840899316e-07,(0.41092799077420195+1.676610721790806e-17j),(5.321836247580367e-16-3.264358789406937e-18j)
-2.4242424242424243j,1.4848484848484849,0.0,3.0939288658516353e-07,(0.40763104993776517+8.992547080411303e-18j),(3.2924471311008308e-16+1.875823347745098e-17j)
-2.4545454545454546j,1.4848484848484849,0.0,2.661679345383072e-07,(0.40438585444860137-1.1432466823813103e-17j),(-6.621422821279615e-17-7.384678609536886e-18j)
-2.484848484848485j,1.4848484848484849,0.0,2.2924149896095283e-07,(0.40119119158508354+1.0060629569094093e-17j),(3.6096478476772797e-16-6.356080297509547e-17j)
-2.515151515151515j,1.4848484848484849,0.0,1.9765882369268354e-07,(0.3980458867250509-1.358566817154455e-18j),(4.983023193975507e-16+4.250859241161428e-18j)
-2.5454545454545454j,1.4848484848484849,0.0,1.7061535449904924e-07,(0.39494880184489817+4.934125204097949e-18j),(-4.649098395890271e-16-1.8959948476623434e-17j)
-2.5757575757575757j,1.4848484848484849,0.0,1.47432267792369e-07,(0.3918988340886516-1.2242728019160682e-17j),(3.0907574381217334e-16-3.936554154281284e-17j)
-2.606060606060606j,1.4848484848484849,0.0,1.2753612016075833e-07,(0.3888949144033199-1.1930197729548803e-17j),(4.771139592794454e-16-2.201780504630447e-17j)
-2.6363636363636362j,1.4848484848484849,0.0,1.1044190278535201e-07,(0.3859360062372291-1.4334403596997838e-17j),(-5.952119272992819e-16+4.4047977628607565e-17j)
-2.666666666666667j,1.4848484848484849,0.0,9.57389129323265e-08,(0.38302110429794356-1.322595975605695e-18j),(1.953412265731341e-16-1.2642226047583358e-17j)
-2.6969696969696972j,1.4848484848484849,0.0,8.30789592380322e-08,(0.38014923336683265+1.1858246972102249e-17j),(5.361156152705254e-16-1.4457830886810844e-17j)
-2.7272727272727275j,1.4848484848484849,0.0,7.216650292194751e-08,(0.3773194471672673-5.383813792263622e-18j),(-2.7267786928465532e-16-3.821806422006625e-17j)
-2.757575757575758j,1.4848484848484849,0.0,6.275040694717033e-08,(0.37453082728380066+1.7126981011325297e-17j),(-4.860580598308676e-16-2.188339617695725e-17j)
-2.787878787878788j,1.4848484848484849,0.0,5.461702240763415e-08,(0.37178248212961795+9.162094488879618e-18j),(4.3879434943074553e-16-4.221242028019857e-17j)
-2.8181818181818183j,1.4848484848484849,0.0,4.758438839303847e-08,(0.36907354595988184-8.743081633116075e-18j),(3.019665936244911e-16-6.591519038079122e-17j)
-2.8484848484848486j,1.4848484848484849,0.0,4.149736017037123e-08,(0.3664031779286071+6.3784410822984285e-18j),(-6.81278492967119e-16+5.072160482202891e-17j)
-2.878787878787879j,1.4848484848484849,0.0,3.6223512260304955e-08,(0.3637705611868764+5.398167959417192e-18j),(-7.303607103536938e-16+5.278912363051457e-17j)
-2.909090909090909j,1.4848484848484849,0.0,3.164968912401029e-08,(0.361174902020319-7.474815440448675e-19j),(1.364327227136926e-16+3.8619062760582446e-17j)
-2.9393939393939394j,1.4848484848484849,0.0,2.7679097734262085e-08,(0.35861542902387233-2.661766741870754e-20j),(-5.574777168643278e-16+3.778325715032261e-17j)
-2.9696969696969697j,1.4848484848484849,0.0,2.4228854099516734e-08,(0.35609139231198766-3.0755416751225227e-18j),(-2.0232562139547234e-17+6.351529039757796e-18j)
-3j,1.4848484848484849,0.0,2.122791052489564e-08,(0.3536020627625333-3.111949564595924e-18j),(-5.058013550472167e-16+4.696644347072993e-17j)
-0j,1.5151515151515151,0.0,1.000000000000002,(0.9721846432586337+6.993104012531504e-18j),(5.888403642722445e-16-4.163336342344337e-17j)
-0.030303030303030304j,1.5151515151515151,0.0,0.9884557076995937,(0.9713539015128855+2.7647155398380363e-18j),(5.676814812498321e-18+3.5561831257524545e-17j)
-0.06060606060606061j,1.5151515151515151,0.0,0.9548153223878918,(0.968885356844413+7.047314121155779e-18j),(2.1786957952801486e-17-1.0668549377257364e-16j)
-0.09090909090909091j,1.5151515151515151,0.0,0.9018859889990162,(0.9648479019037979-2.3852447794681098e-18j),(1.224805406564982e-16+7.32920668600201e-17j)
-0.12121212121212122j,1.5151515151515151,0.0,0.8338260284322311,(0.9593495884876673-5.692061405548898e-18j),(1.8629642641911082e-16+7.676151381197371e-17j)
-0.15151515151515152j,1.5151515151515151,0.0,0.7555115920446207,(0.9525287345765807-9.486769009248164e-20j),(-1.2116128684114963e-15+3.5756987648571936e-16j)
-0.18181818181818182j,1.5151515151515151,0.0,0.6718852584785815,(0.9445436205114439+1.0842021724855044e-19j),(6.9054361024906835e-18+1.3010426069826053e-17j)
-0.21212121212121213j,1.5151515151515151,0.0,0.5874159277820886,(0.9355622047418718+1.3823577699190182e-18j),(-1.513995160251809e-16-1.0440866921035408e-16j)
-0.24242424242424243j,1.5151515151515151,0.0,0.5057443179037701,(0.9257529969497402+4.20128341838133e-18j),(1.309238497780238e-15+6.353424730765056e-17j)
-0.2727272727272727j,1.5151515151515151,0.0,0.42952752336038813,(0.9152777844585137-6.274820073259857e-18j),(-9.337657329213517e-16-8.960930955592694e-17j)
-0.30303030303030304j,1.5151515151515151,0.0,0.3604503670912517,(0.9042864634325021+3.2526065174565133e-19j),(6.182294958662125e-16+8.863352760068999e-17j)
-0.33333333333333337j,1.5151515151515151,0.0,0.29934899272930127,(0.8929138784084961-3.957337929572091e-18j),(9.163541236575923e-17-2.1955093992831465e-17j)
-0.36363636363636365j,1.5151515151515151,0.0,0.24639063620192064,(0.8812783599345172-4.824699667560495e-18j),(-4.1386029802845115e-16-1.6425662913155392e-17j)
-0.3939393939393939j,1.5151515151515151,0.0,0.20126473216927943,(0.8694815607754715+6.708500942254059e-19j),(1.0255197298997265e-16-1.4249127051890742e-16j)
-0.42424242424242425j,1.5151515151515151,0.0,0.1633562288414983,(0.857609192408754+9.100521985300203e-18j),(-1.0465261469916332e-15+9.363441012127938e-17j)
-0.4545454545454546j,1.5151515151515151,0.0,0.13188655277621764,(0.8457323172038511+1.0977546996415732e-18j),(-1.3794185655920457e-15+5.971243464963916e-17j)
-0.48484848484848486j,1.5151515151515151,0.0,0.1060184453099745,(0.8339089265936328-8.436448154652831e-19j),(-6.080332838240797e-16+7.505389539030904e-17j)
-0.5151515151515151j,1.5151515151515151,0.0,0.084927470106407,(0.8221856111710895+4.7027269231558755e-18j),(-6.94516194771691e-17-2.3229031545501932e-16j)
-0.5454545454545454j,1.5151515151515151,0.0,0.06784612238393006,(0.8105991941117751+1.2195580374567416e-17j),(6.034550707441702e-16-5.429820005078967e-17j)
-0.5757575757575758j,1.5151515151515151,0.0,0.05408726581801333,(0.7991782506544626+8.424589693391271e-18j),(-5.631566312455996e-16+3.6930636500287495e-17j)
-0.6060606060606061j,1.5151515151515151,0.0,0.043053093890244795,(0.7879444736855582-8.472023538437512e-18j),(-2.1690819713288123e-16+2.901934877293233e-17j)
-0.6363636363636364j,1.5151515151515151,0.0,0.034234697619827954,(0.7769138708353253-2.4940885131902873e-17j),(-2.024366392290415e-16-9.690056916589196e-17j)
