k,h,E
0.7575757575757578,-3.0,0.0
0.8181818181818183,-3.0,0.0
0.8787878787878789,-3.0,0.0
0.9393939393939394,-3.0,0.0
1.0,-3.0,1.459389581934306e-14
1.0606060606060606,-3.0,0.0
1.121212121212121,-3.0,0.0
1.1818181818181817,-3.0,0.0
1.2424242424242422,-3.0,0.0
1.3030303030303028,-3.0,1.6386636200512942e-14
1.3636363636363633,-3.0,0.0
1.4242424242424248,-3.0,2.5754863786651662e-14
1.4848484848484853,-3.0,1.8439165133627266e-14
1.5454545454545459,-3.0,1.049854091934853e-14
1.6060606060606064,-3.0,2.1403197196577944e-14
1.666666666666667,-3.0,0.0
1.7272727272727275,-3.0,0.0
1.787878787878788,-3.0,4.224392580563104e-14
1.8484848484848486,-3.0,1.0505239064249739e-14
1.9090909090909092,-3.0,1.687992543107817e-13
1.9696969696969697,-3.0,0.9617739667871499
2.0303030303030303,-3.0,1.750169268401848
2.090909090909091,-3.0,2.524568548548256
2.1515151515151514,-3.0,3.2487646643827333
2.212121212121212,-3.0,3.9628297747350723
2.2727272727272725,-3.0,4.675346339768048
2.333333333333334,-3.0,5.3834459339613465
2.3939393939393945,-3.0,6.086686317465851
2.454545454545455,-3.0,6.786946150478704
2.5151515151515156,-3.0,7.486035413205998
2.575757575757576,-3.0,8.184976415277697
2.6363636363636367,-3.0,8.884258326916829
2.6969696969696972,-3.0,9.584191856557755
2.757575757575758,-3.0,10.285075237546772
2.8181818181818183,-3.0,10.987213169873229
2.878787878787879,-3.0,11.690887274846121
2.9393939393939394,-3.0,12.396330689633338
3.0,-3.0,13.103716988262526
-3.0,-2.9393939393939394,13.629427991327312
-2.9393939393939394,-2.9393939393939394,12.923310967663532
-2.878787878787879,-2.9393939393939394,12.219277683882208
-2.8181818181818183,-2.9393939393939394,11.517218284302311
-2.757575757575758,-2.9393939393939394,10.81696046086486
-2.696969696969697,-2.9393939393939394,10.118272552848135
-2.6363636363636362,-2.9393939393939394,9.420875275121858
-2.5757575757575757,-2.9393939393939394,8.724467833431666
-2.515151515151515,-2.9393939393939394,8.028756417049621
-2.4545454545454546,-2.9393939393939394,7.333428266424441
-2.393939393939394,-2.9393939393939394,6.63796995047228
-2.333333333333333,-2.9393939393939394,5.9413013291641015
-2.2727272727272725,-2.9393939393939394,5.241563435609628
-2.212121212121212,-2.9393939393939394,4.536998684416959
-2.1515151515151514,-2.9393939393939394,3.8284506708652453
-2.090909090909091,-2.9393939393939394,3.118514943935514
-2.0303030303030303,-2.9393939393939394,2.39545871677259
-1.9696969696969697,-2.9393939393939394,1.6168889265528463
-1.9090909090909092,-2.9393939393939394,0.8459175733408046
-1.8484848484848484,-2.9393939393939394,2.7777110225923116e-13
-1.7878787878787878,-2.9393939393939394,2.502503915749207e-14
-1.7272727272727273,-2.9393939393939394,0.0
-1.6666666666666665,-2.9393939393939394,1.0526301922178733e-14
-1.606060606060606,-2.9393939393939394,1.0338948162043115e-14
-1.5454545454545454,-2.9393939393939394,0.0
-1.4848484848484849,-2.9393939393939394,0.0
-1.4242424242424243,-2.9393939393939394,0.0
-1.3636363636363635,-2.9393939393939394,0.0
-1.303030303030303,-2.9393939393939394,0.0
-1.2424242424242424,-2.9393939393939394,1.0322618294394884e-14
-1.1818181818181817,-2.9393939393939394,0.0
-1.121212121212121,-2.9393939393939394,0.0
-1.0606060606060606,-2.9393939393939394,0.0
-1.0,-2.9393939393939394,1.0410408058389459e-14
-0.9393939393939394,-2.9393939393939394,0.0
-0.8787878787878789,-2.9393939393939394,0.0
-0.8181818181818183,-2.9393939393939394,1.05074763922532e-14
-0.7575757575757573,-2.9393939393939394,0.0
-0.6969696969696968,-2.9393939393939394,0.0
-0.6363636363636362,-2.9393939393939394,0.0
-0.5757575757575757,-2.9393939393939394,0.0
-0.5151515151515151,-2.9393939393939394,1.214928901565577e-14
-0.4545454545454546,-2.9393939393939394,0.0
-0.39393939393939403,-2.9393939393939394,0.0
-0.33333333333333304,-2.9393939393939394,0.0
-0.2727272727272725,-2.9393939393939394,0.0
-0.21212121212121193,-2.9393939393939394,0.0
-0.15151515151515138,-2.9393939393939394,0.0
-0.09090909090909083,-2.9393939393939394,0.0
-0.030303030303030276,-2.9393939393939394,0.0
0.030303030303030276,-2.9393939393939394,0.0
0.09090909090909083,-2.9393939393939394,0.0
0.15151515151515138,-2.9393939393939394,0.0
0.21212121212121238,-2.9393939393939394,0.0
0.27272727272727293,-2.9393939393939394,0.0
0.3333333333333335,-2.9393939393939394,0.0
0.39393939393939403,-2.9393939393939394,0.0
0.4545454545454546,-2.9393939393939394,0.0
0.5151515151515151,-2.9393939393939394,0.0
0.5757575757575757,-2.9393939393939394,0.0
0.6363636363636367,-2.9393939393939394,0.0
0.6969696969696972,-2.9393939393939394,0.0
0.7575757575757578,-2.9393939393939394,0.0
0.8181818181818183,-2.9393939393939394,0.0
0.8787878787878789,-2.9393939393939394,1.1477281430749882e-14
0.9393939393939394,-2.9393939393939394,1.0979427224245793e-14
1.0,-2.9393939393939394,0.0
1.0606060606060606,-2.9393939393939394,0.0
1.121212121212121,-2.9393939393939394,0.0
1.1818181818181817,-2.9393939393939394,0.0
1.2424242424242422,-2.9393939393939394,0.0
1.3030303030303028,-2.9393939393939394,0.0
1.3636363636363633,-2.9393939393939394,0.0
1.4242424242424248,-2.9393939393939394,1.1098204252871278e-14
1.4848484848484853,-2.9393939393939394,0.0
1.5454545454545459,-2.9393939393939394,0.0
1.6060606060606064,-2.9393939393939394,2.1120770179637045e-14
1.666666666666667,-2.9393939393939394,3.033592090249704e-14
1.7272727272727275,-2.9393939393939394,5.07926390049172e-14
1.787878787878788,-2.9393939393939394,0.0
1.8484848484848486,-2.9393939393939394,0.0
1.9090909090909092,-2.9393939393939394,0.8459175733408024
1.9696969696969697,-2.9393939393939394,1.6168889265526745
2.0303030303030303,-2.9393939393939394,2.395458716772625
2.090909090909091,-2.9393939393939394,3.11851494393858
2.1515151515151514,-2.9393939393939394,3.828450670865112
2.212121212121212,-2.9393939393939394,4.536998684416887
2.2727272727272725,-2.9393939393939394,5.241563435609587
2.333333333333334,-2.9393939393939394,5.941301329163993
2.3939393939393945,-2.9393939393939394,6.637969950472283
2.454545454545455,-2.9393939393939394,7.33342826642472
2.5151515151515156,-2.9393939393939394,8.028756417049921
2.575757575757576,-2.9393939393939394,8.724467833431682
2.6363636363636367,-2.9393939393939394,9.420875275121654
2.6969696969696972,-2.9393939393939394,10.11827255284807
2.757575757575758,-2.9393939393939394,10.816960460864983
2.8181818181818183,-2.9393939393939394,11.51721828430219
2.878787878787879,-2.9393939393939394,12.219277683882225
2.9393939393939394,-2.9393939393939394,12.923310967663431
3.0,-2.9393939393939394,13.629427991327173
-3.0,-2.878787878787879,14.149296129920437
-2.9393939393939394,-2.878787878787879,13.444378269144446
-2.878787878787879,-2.878787878787879,12.74161957993525
-2.8181818181818183,-2.878787878787879,12.040975324899925
-2.757575757575758,-2.878787878787879,11.34233713841454
-2.696969696969697,-2.878787878787879,10.645534121426683
-2.6363636363636362,-2.878787878787879,9.950336277105999
-2.5757575757575757,-2.878787878787879,9.256466916503092
-2.515151515151515,-2.878787878787879,8.563629457136198
-2.4545454545454546,-2.878787878787879,7.871534584130243
-2.393939393939394,-2.878787878787879,7.179866539006923
-2.333333333333333,-2.878787878787879,6.488084795475736
-2.2727272727272725,-2.878787878787879,5.7950485265051075
-2.212121212121212,-2.878787878787879,5.098857147559991
-2.1515151515151514,-2.878787878787879,4.397907791986068
-2.090909090909091,-2.878787878787879,3.6934583162990284
-2.0303030303030303,-2.878787878787879,2.987589229344982
-1.9696969696969697,-2.878787878787879,2.2649383013979776
-1.9090909090909092,-2.878787878787879,1.4830447498282897
-1.8484848484848484,-2.878787878787879,0.7282691810503348
-1.7878787878787878,-2.878787878787879,2.114277014135599e-14
-1.7272727272727273,-2.878787878787879,1.4412437349763856e-14
-1.6666666666666665,-2.878787878787879,0.0
-1.606060606060606,-2.878787878787879,0.0
-1.5454545454545454,-2.878787878787879,0.0
-1.4848484848484849,-2.878787878787879,1.887796990453706e-14
-1.4242424242424243,-2.878787878787879,0.0
-1.3636363636363635,-2.878787878787879,0.0
-1.303030303030303,-2.878787878787879,2.1443903174092485e-14
-1.2424242424242424,-2.878787878787879,1.1017297537838618e-14
-1.1818181818181817,-2.878787878787879,0.0
-1.121212121212121,-2.878787878787879,0.0
-1.0606060606060606,-2.878787878787879,0.0
-1.0,-2.878787878787879,0.0
-0.9393939393939394,-2.878787878787879,0.0
-0.8787878787878789,-2.878787878787879,0.0
-0.8181818181818183,-2.878787878787879,0.0
-0.7575757575757573,-2.878787878787879,0.0
-0.6969696969696968,-2.878787878787879,0.0
-0.6363636363636362,-2.878787878787879,0.0
-0.5757575757575757,-2.878787878787879,0.0
-0.5151515151515151,-2.878787878787879,0.0
-0.4545454545454546,-2.878787878787879,0.0
-0.39393939393939403,-2.878787878787879,0.0
-0.33333333333333304,-2.878787878787879,0.0
-0.2727272727272725,-2.878787878787879,0.0
-0.21212121212121193,-2.878787878787879,0.0
-0.15151515151515138,-2.878787878787879,0.0
-0.09090909090909083,-2.878787878787879,0.0
-0.030303030303030276,-2.878787878787879,0.0
0.030303030303030276,-2.878787878787879,0.0
0.09090909090909083,-2.878787878787879,0.0
0.15151515151515138,-2.878787878787879,0.0
0.21212121212121238,-2.878787878787879,0.0
0.27272727272727293,-2.878787878787879,0.0
0.3333333333333335,-2.878787878787879,0.0
0.39393939393939403,-2.878787878787879,0.0
0.4545454545454546,-2.878787878787879,0.0
0.5151515151515151,-2.878787878787879,0.0
0.5757575757575757,-2.878787878787879,0.0
0.6363636363636367,-2.878787878787879,0.0
0.6969696969696972,-2.878787878787879,0.0
0.7575757575757578,-2.878787878787879,0.0
0.8181818181818183,-2.878787878787879,0.0
0.8787878787878789,-2.878787878787879,0.0
0.9393939393939394,-2.878787878787879,0.0
1.0,-2.878787878787879,0.0
1.0606060606060606,-2.878787878787879,0.0
1.121212121212121,-2.878787878787879,0.0
1.1818181818181817,-2.878787878787879,0.0
1.2424242424242422,-2.878787878787879,0.0
1.3030303030303028,-2.878787878787879,0.0
1.3636363636363633,-2.878787878787879,0.0
1.4242424242424248,-2.878787878787879,0.0
1.4848484848484853,-2.878787878787879,0.0
1.5454545454545459,-2.878787878787879,0.0
1.6060606060606064,-2.878787878787879,0.0
1.666666666666667,-2.878787878787879,0.0
1.7272727272727275,-2.878787878787879,0.0
1.787878787878788,-2.878787878787879,1.4233612719914626e-14
1.8484848484848486,-2.878787878787879,0.7282691810505878
1.9090909090909092,-2.878787878787879,1.483044749828336
1.9696969696969697,-2.878787878787879,2.264938301398031
2.0303030303030303,-2.878787878787879,2.9875892293445787
2.090909090909091,-2.878787878787879,3.693458316298917
2.1515151515151514,-2.878787878787879,4.397907791986123
2.212121212121212,-2.878787878787879,5.098857147559984
2.2727272727272725,-2.878787878787879,5.795048526505159
2.333333333333334,-2.878787878787879,6.48808479547588
2.3939393939393945,-2.878787878787879,7.179866539006973
2.454545454545455,-2.878787878787879,7.871534584130223
2.5151515151515156,-2.878787878787879,8.563629457136077
2.575757575757576,-2.878787878787879,9.256466916502923
2.6363636363636367,-2.878787878787879,9.950336277106082
2.6969696969696972,-2.878787878787879,10.645534121426541
2.757575757575758,-2.878787878787879,11.34233713841392
2.8181818181818183,-2.878787878787879,12.040975324900003
2.878787878787879,-2.878787878787879,12.741619579935124
2.9393939393939394,-2.878787878787879,13.44437826914459
3.0,-2.878787878787879,14.14929612992061
-3.0,-2.8181818181818183,14.663243868061109
-2.9393939393939394,-2.8181818181818183,13.959523466258311
-2.878787878787879,-2.8181818181818183,13.257969807579514
-2.8181818181818183,-2.8181818181818183,12.558605302253493
-2.757575757575758,-2.8181818181818183,11.861387050684241
-2.696969696969697,-2.8181818181818183,11.166208307998268
-2.6363636363636362,-2.8181818181818183,10.472899740676278
-2.5757575757575757,-2.8181818181818183,9.781233220962072
-2.515151515151515,-2.8181818181818183,9.090934938197146
-2.4545454545454546,-2.8181818181818183,8.401712843866765
-2.393939393939394,-2.8181818181818183,7.713282161232532
-2.333333333333333,-2.8181818181818183,7.025323034159244
-2.2727272727272725,-2.8181818181818183,6.33726477584624
-2.212121212121212,-2.8181818181818183,5.647903312891384
-2.1515151515151514,-2.8181818181818183,4.95530623311915
-2.090909090909091,-2.8181818181818183,4.25806300307678
-2.0303030303030303,-2.8181818181818183,3.5578442305660194
-1.9696969696969697,-2.8181818181818183,2.8559163529973848
-1.9090909090909092,-2.8181818181818183,2.1328201682805683
-1.8484848484848484,-2.8181818181818183,1.3497135981046444
-1.7878787878787878,-2.8181818181818183,0.6046468531979183
-1.7272727272727273,-2.8181818181818183,0.0
-1.6666666666666665,-2.8181818181818183,1.928739298070642e-14
-1.606060606060606,-2.8181818181818183,0.0
-1.5454545454545454,-2.8181818181818183,0.0
-1.4848484848484849,-2.8181818181818183,0.0
-1.4242424242424243,-2.8181818181818183,1.234699585416335e-14
-1.3636363636363635,-2.8181818181818183,0.0
-1.303030303030303,-2.8181818181818183,0.0
-1.2424242424242424,-2.8181818181818183,0.0
-1.1818181818181817,-2.8181818181818183,0.0
-1.121212121212121,-2.8181818181818183,0.0
-1.0606060606060606,-2.8181818181818183,0.0
-1.0,-2.8181818181818183,0.0
-0.9393939393939394,-2.8181818181818183,0.0
-0.8787878787878789,-2.8181818181818183,0.0
-0.8181818181818183,-2.8181818181818183,0.0
-0.7575757575757573,-2.8181818181818183,0.0
-0.6969696969696968,-2.8181818181818183,0.0
-0.6363636363636362,-2.8181818181818183,0.0
-0.5757575757575757,-2.8181818181818183,0.0
-0.5151515151515151,-2.8181818181818183,0.0
-0.4545454545454546,-2.8181818181818183,0.0
-0.39393939393939403,-2.8181818181818183,0.0
-0.33333333333333304,-2.8181818181818183,0.0
-0.2727272727272725,-2.8181818181818183,0.0
-0.21212121212121193,-2.8181818181818183,0.0
-0.15151515151515138,-2.8181818181818183,0.0
-0.09090909090909083,-2.8181818181818183,0.0
-0.030303030303030276,-2.8181818181818183,0.0
0.030303030303030276,-2.8181818181818183,0.0
0.09090909090909083,-2.8181818181818183,0.0
0.15151515151515138,-2.8181818181818183,0.0
0.21212121212121238,-2.8181818181818183,0.0
0.27272727272727293,-2.8181818181818183,0.0
0.3333333333333335,-2.8181818181818183,0.0
0.39393939393939403,-2.8181818181818183,0.0
0.4545454545454546,-2.8181818181818183,0.0
0.5151515151515151,-2.8181818181818183,0.0
0.5757575757575757,-2.8181818181818183,0.0
0.6363636363636367,-2.8181818181818183,0.0
0.6969696969696972,-2.8181818181818183,0.0
0.7575757575757578,-2.8181818181818183,0.0
0.8181818181818183,-2.8181818181818183,0.0
0.8787878787878789,-2.8181818181818183,0.0
0.9393939393939394,-2.8181818181818183,0.0
1.0,-2.8181818181818183,0.0
1.0606060606060606,-2.8181818181818183,0.0
1.121212121212121,-2.8181818181818183,0.0
1.1818181818181817,-2.8181818181818183,1.1497984341052468e-14
1.2424242424242422,-2.8181818181818183,1.5594663080030992e-14
1.3030303030303028,-2.8181818181818183,0.0
1.3636363636363633,-2.8181818181818183,1.3949221158116104e-14
1.4242424242424248,-2.8181818181818183,0.0
1.4848484848484853,-2.8181818181818183,1.3500157556656979e-14
1.5454545454545459,-2.8181818181818183,0.0
1.6060606060606064,-2.8181818181818183,0.0
1.666666666666667,-2.8181818181818183,0.0
1.7272727272727275,-2.8181818181818183,5.96504564054616e-14
1.787878787878788,-2.8181818181818183,0.604646853198
1.8484848484848486,-2.8181818181818183,1.3497135981047754
1.9090909090909092,-2.8181818181818183,2.132820168280425
1.9696969696969697,-2.8181818181818183,2.855916352997273
2.0303030303030303,-2.8181818181818183,3.5578442305659244
2.090909090909091,-2.8181818181818183,4.258063003076725
2.1515151515151514,-2.8181818181818183,4.955306233119062
2.212121212121212,-2.8181818181818183,5.647903312891578
2.2727272727272725,-2.8181818181818183,6.337264775846094
2.333333333333334,-2.8181818181818183,7.025323034159046
2.3939393939393945,-2.8181818181818183,7.713282161232426
2.454545454545455,-2.8181818181818183,8.401712843866736
2.5151515151515156,-2.8181818181818183,9.090934938197261
2.575757575757576,-2.8181818181818183,9.781233220962116
2.6363636363636367,-2.8181818181818183,10.472899740676237
2.6969696969696972,-2.8181818181818183,11.166208307998218
2.757575757575758,-2.8181818181818183,11.861387050684256
2.8181818181818183,-2.8181818181818183,12.558605302253548
2.878787878787879,-2.8181818181818183,13.257969807579315
2.9393939393939394,-2.8181818181818183,13.959523466258265
3.0,-2.8181818181818183,14.663243868061082
-3.0,-2.757575757575758,15.171118279961231
-2.9393939393939394,-2.757575757575758,14.468665189152068
-2.878787878787879,-2.757575757575758,13.768315930878236
-2.8181818181818183,-2.757575757575758,13.0701621922395
-2.757575757575758,-2.757575757575758,12.374228653488444
-2.696969696969697,-2.757575757575758,11.680474379528585
-2.6363636363636362,-2.757575757575758,10.98879438879126
-2.5757575757575757,-2.757575757575758,10.299021084792574
-2.515151515151515,-2.757575757575758,9.610928433655058
-2.4545454545454546,-2.757575757575758,8.924245809235183
-2.393939393939394,-2.757575757575758,8.238686035400383
-2.333333333333333,-2.757575757575758,7.5539688774236735
-2.2727272727272725,-2.757575757575758,6.869769112929596
-2.212121212121212,-2.757575757575758,6.185482598336992
-2.1515151515151514,-2.757575757575758,5.499839902190142
-2.090909090909091,-2.757575757575758,4.810889470280867
-2.0303030303030303,-2.757575757575758,4.11745444271558
-1.9696969696969697,-2.757575757575758,3.4215963250224544
-1.9090909090909092,-2.757575757575758,2.7234060338594137
-1.8484848484848484,-2.757575757575758,1.9989150906247577
-1.7878787878787878,-2.757575757575758,1.2182325092855883
-1.7272727272727273,-2.757575757575758,0.4669469591270836
-1.6666666666666665,-2.757575757575758,3.3023827426588026e-14
-1.606060606060606,-2.757575757575758,2.7085098672057294e-14
-1.5454545454545454,-2.757575757575758,0.0
-1.4848484848484849,-2.757575757575758,1.7750028955624092e-14
-1.4242424242424243,-2.757575757575758,2.961158640782818e-14
-1.3636363636363635,-2.757575757575758,1.6044495469137633e-14
-1.303030303030303,-2.757575757575758,0.0
-1.2424242424242424,-2.757575757575758,0.0
-1.1818181818181817,-2.757575757575758,0.0
-1.121212121212121,-2.757575757575758,0.0
-1.0606060606060606,-2.757575757575758,1.1539571484946215e-14
-1.0,-2.757575757575758,0.0
-0.9393939393939394,-2.757575757575758,0.0
-0.8787878787878789,-2.757575757575758,0.0
-0.8181818181818183,-2.757575757575758,0.0
-0.7575757575757573,-2.757575757575758,0.0
-0.6969696969696968,-2.757575757575758,0.0
-0.6363636363636362,-2.757575757575758,0.0
-0.5757575757575757,-2.757575757575758,0.0
-0.5151515151515151,-2.757575757575758,0.0
-0.4545454545454546,-2.757575757575758,0.0
-0.39393939393939403,-2.757575757575758,0.0
-0.33333333333333304,-2.757575757575758,0.0
-0.2727272727272725,-2.757575757575758,0.0
-0.21212121212121193,-2.757575757575758,0.0
-0.15151515151515138,-2.757575757575758,0.0
-0.09090909090909083,-2.757575757575758,0.0
-0.030303030303030276,-2.757575757575758,0.0
0.030303030303030276,-2.757575757575758,0.0
0.09090909090909083,-2.757575757575758,0.0
0.15151515151515138,-2.757575757575758,0.0
0.21212121212121238,-2.757575757575758,0.0
0.27272727272727293,-2.757575757575758,0.0
0.3333333333333335,-2.757575757575758,0.0
0.39393939393939403,-2.757575757575758,0.0
0.4545454545454546,-2.757575757575758,0.0
0.5151515151515151,-2.757575757575758,0.0
0.5757575757575757,-2.757575757575758,0.0
0.6363636363636367,-2.757575757575758,0.0
0.6969696969696972,-2.757575757575758,0.0
0.7575757575757578,-2.757575757575758,0.0
0.8181818181818183,-2.757575757575758,0.0
0.8787878787878789,-2.757575757575758,0.0
0.9393939393939394,-2.757575757575758,0.0
1.0,-2.757575757575758,0.0
1.0606060606060606,-2.757575757575758,0.0
1.121212121212121,-2.757575757575758,0.0
1.1818181818181817,-2.757575757575758,0.0
1.2424242424242422,-2.757575757575758,0.0
1.3030303030303028,-2.757575757575758,0.0
1.3636363636363633,-2.757575757575758,0.0
1.4242424242424248,-2.757575757575758,0.0
1.4848484848484853,-2.757575757575758,3.259151297646738e-14
1.5454545454545459,-2.757575757575758,1.0896167511787461e-14
1.6060606060606064,-2.757575757575758,2.0242691001601298e-14
1.666666666666667,-2.757575757575758,2.3436813884314146e-14
1.7272727272727275,-2.757575757575758,0.4669469591273536
1.787878787878788,-2.757575757575758,1.2182325092855528
1.8484848484848486,-2.757575757575758,1.9989150906248772
1.9090909090909092,-2.757575757575758,2.7234060338592805
1.9696969696969697,-2.757575757575758,3.421596325022559
2.0303030303030303,-2.757575757575758,4.117454442715596
2.090909090909091,-2.757575757575758,4.810889470280915
2.1515151515151514,-2.757575757575758,5.499839902190306
2.212121212121212,-2.757575757575758,6.185482598337055
2.2727272727272725,-2.757575757575758,6.869769112929598
2.333333333333334,-2.757575757575758,7.553968877423743
2.3939393939393945,-2.757575757575758,8.238686035400365
2.454545454545455,-2.757575757575758,8.924245809235119
2.5151515151515156,-2.757575757575758,9.610928433654971
2.575757575757576,-2.757575757575758,10.299021084792521
2.6363636363636367,-2.757575757575758,10.988794388791222
2.6969696969696972,-2.757575757575758,11.680474379529038
2.757575757575758,-2.757575757575758,12.374228653488835
2.8181818181818183,-2.757575757575758,13.07016219223939
2.878787878787879,-2.757575757575758,13.768315930878376
2.9393939393939394,-2.757575757575758,14.468665189151952
3.0,-2.757575757575758,15.171118279961243
-3.0,-2.696969696969697,15.672688320366017
-2.9393939393939394,-2.696969696969697,14.971645876791658
-2.878787878787879,-2.696969696969697,14.272572546462719
-2.8181818181818183,-2.696969696969697,13.575630059466693
-2.757575757575758,-2.696969696969697,12.880912866401488
-2.696969696969697,-2.696969696969697,12.188448045200094
-2.6363636363636362,-2.696969696969697,11.498196762805625
-2.5757575757575757,-2.696969696969697,10.810055956669407
-2.515151515151515,-2.696969696969697,10.12385995549453
-2.4545454545454546,-2.696969696969697,9.439385065838184
-2.393939393939394,-2.696969696969697,8.756364178595646
-2.333333333333333,-2.696969696969697,8.074515344490758
-2.2727272727272725,-2.696969696969697,7.393562827459222
-2.212121212121212,-2.696969696969697,6.713174579857167
-2.1515151515151514,-2.696969696969697,6.032709481362242
-2.090909090909091,-2.696969696969697,5.350831270494706
-2.0303030303030303,-2.696969696969697,4.665585370370234
-1.9696969696969697,-2.696969696969697,3.976073036690046
-1.9090909090909092,-2.696969696969697,3.2846971334369095
-1.8484848484848484,-2.696969696969697,2.589945117604195
-1.7878787878787878,-2.696969696969697,1.8630604744498243
-1.7272727272727273,-2.696969696969697,1.089759356429603
-1.6666666666666665,-2.696969696969697,0.291763434271342
-1.606060606060606,-2.696969696969697,6.230468964185063e-14
-1.5454545454545454,-2.696969696969697,2.8575514852377224e-14
-1.4848484848484849,-2.696969696969697,1.3985721299511825e-14
-1.4242424242424243,-2.696969696969697,0.0
-1.3636363636363635,-2.696969696969697,0.0
-1.303030303030303,-2.696969696969697,0.0
-1.2424242424242424,-2.696969696969697,0.0
-1.1818181818181817,-2.696969696969697,0.0
-1.121212121212121,-2.696969696969697,0.0
-1.0606060606060606,-2.696969696969697,0.0
-1.0,-2.696969696969697,0.0
-0.9393939393939394,-2.696969696969697,0.0
-0.8787878787878789,-2.696969696969697,1.0614540115024798e-14
-0.8181818181818183,-2.696969696969697,0.0
-0.7575757575757573,-2.696969696969697,0.0
-0.6969696969696968,-2.696969696969697,0.0
-0.6363636363636362,-2.696969696969697,0.0
-0.5757575757575757,-2.696969696969697,0.0
-0.5151515151515151,-2.696969696969697,0.0
-0.4545454545454546,-2.696969696969697,0.0
-0.39393939393939403,-2.696969696969697,0.0
-0.33333333333333304,-2.696969696969697,0.0
-0.2727272727272725,-2.696969696969697,0.0
-0.21212121212121193,-2.696969696969697,0.0
-0.15151515151515138,-2.696969696969697,0.0
-0.09090909090909083,-2.696969696969697,0.0
-0.030303030303030276,-2.696969696969697,0.0
0.030303030303030276,-2.696969696969697,0.0
0.09090909090909083,-2.696969696969697,0.0
0.15151515151515138,-2.696969696969697,0.0
0.21212121212121238,-2.696969696969697,0.0
0.27272727272727293,-2.696969696969697,0.0
0.3333333333333335,-2.696969696969697,0.0
0.39393939393939403,-2.696969696969697,0.0
0.4545454545454546,-2.696969696969697,0.0
0.5151515151515151,-2.696969696969697,0.0
0.5757575757575757,-2.696969696969697,0.0
0.6363636363636367,-2.696969696969697,0.0
0.6969696969696972,-2.696969696969697,0.0
0.7575757575757578,-2.696969696969697,0.0
0.8181818181818183,-2.696969696969697,0.0
0.8787878787878789,-2.696969696969697,0.0
0.9393939393939394,-2.696969696969697,0.0
1.0,-2.696969696969697,0.0
1.0606060606060606,-2.696969696969697,0.0
1.121212121212121,-2.696969696969697,1.4397664879219278e-14
1.1818181818181817,-2.696969696969697,0.0
1.2424242424242422,-2.696969696969697,0.0
1.3030303030303028,-2.696969696969697,0.0
1.3636363636363633,-2.696969696969697,0.0
1.4242424242424248,-2.696969696969697,0.0
1.4848484848484853,-2.696969696969697,5.6242797636265826e-14
1.5454545454545459,-2.696969696969697,1.686605273500656e-14
1.6060606060606064,-2.696969696969697,5.0272751316432014e-14
