N,h,k,energy,variance
8,2.75,0.25,-176.8772769410178 + 8.308217922872729e-7im,0.0605588730868476
4,2.75,0.25,-44.23472435036218 - 5.240252676230739e-14im,-7.007656677160412e-10
5,2.75,0.25,-69.0963616620786 + 1.4073988502394386e-11im,5.596782102657016e-6
6,2.75,0.25,-99.49360604848066 + 8.488947211837683e-9im,0.000390339846489951
