ks,hs,Gs_exact,E_estimate
0.4545454545454546,1.75,(-14.92368022219989-8.876331161439043e-15j),(-14.93849469434116-0.013125124102943548j)
0.48484848484848486,1.75,(-14.734922245790216-2.792137919138277e-15j),(-14.768209451304545-0.026878296098380747j)
0.5151515151515151,1.75,(-14.519904595379284+1.0830921481744778e-14j),(-14.513542433454687-0.01085468877636987j)
0.5454545454545454,1.75,(-14.27007968700961-3.215298693345209e-15j),(-14.234084934850577+0.0032289694050687853j)
0.5757575757575758,1.75,(-13.967202353780348+3.4027931319320628e-15j),(-13.937976474296919-0.020480656262751525j)
0.6060606060606061,1.75,(-13.544416790651624-1.6311457460877095e-14j),(-13.380910848058456-0.04483689751549392j)
0.6363636363636364,1.75,(-13.07809254105649+0.3973839156932899j),(-12.917223384116916-0.20251202653517406j)
0.6666666666666667,1.75,(-12.862830364461907+0.6709793667532917j),(-13.17259447538085-0.47891675807579953j)
0.696969696969697,1.75,(-12.633394777713749-0.9201112942799075j),(-11.355379569593484+0.8556912076777091j)
0.7272727272727273,1.75,(-12.40710602302162+1.184860979969418j),(-11.229880170368794+0.9089409677653523j)
0.7575757575757576,1.75,(-12.203434241195096-1.4640196822231122j),(-11.151711038303318+1.2038316009299805j)
0.7878787878787878,1.75,(-12.023183821696998-1.7433137020406253j),(-10.93617229432315+1.1370221347178393j)
0.8181818181818182,1.75,(-11.85766158132215-2.0172779287468483j),(-11.303233821847089+1.2976658083484045j)
0.8484848484848485,1.75,(-11.700580059328006+2.286899237203621j),(-10.933133679733+1.1941732057752588j)
0.8787878787878788,1.75,(-11.548999841745012-2.554440759670273j),(-10.854840196647189+1.8094918801346784j)
0.9090909090909092,1.75,(-11.401882349995514-2.8216941615010214j),(-11.285632843980439+2.199873088620893j)
0.9393939393939394,1.75,(-11.259026516769362-3.08968880650721j),(-11.028895734921527+2.8148139144299056j)
0.9696969696969697,1.75,(-11.120468968303058+3.3588298713155407j),(-11.029182187109518+3.3412916555692727j)
1.0,1.75,(-10.986198244412593+3.6291406716150103j),(-11.025310563814854+3.6599715429299313j)
1.0303030303030303,1.75,(-10.856070885120763-3.900480780171237j),(-10.895299402431306+3.967740961063781j)
1.0606060606060606,1.75,(-10.729834685889207+4.172688172012958j),(-10.778143275766555+4.161261258667821j)
1.0909090909090908,1.75,(-10.607186166067951-4.445644543287287j),(-10.587406500729335+4.428458130426716j)
1.1212121212121213,1.75,(-10.487821193038302+4.7192885184098055j),(-10.468854687165342+4.749073324020023j)
1.1515151515151516,1.75,(-10.371465265885076+4.993603807750786j),(-10.349945611040416+4.930140485401732j)
1.1818181818181819,1.75,(-10.257885163245414-5.268600784558522j),(-10.262271508683954+5.275889001628932j)
1.2121212121212122,1.75,(-10.146888544548904+5.544300583708873j),(-10.165254030783155+5.550131951066697j)
1.2424242424242424,1.75,(-10.038317715913362-5.82072456999715j),(-10.047113208158988+5.864763966316351j)
1.2727272727272727,1.75,(-9.93204177680159-6.09788889105568j),(-9.914221470623954+6.0926511854814684j)
1.303030303030303,1.75,(-9.827949433757144+6.375802710847984j),(-9.824770720835119+6.383548948456637j)
1.3333333333333335,1.75,(-9.725943400189305+6.654468626368293j),(-9.72948987194936+6.661805697014343j)
1.3636363636363638,1.75,(-9.625936496420561+6.933884087515813j),(-9.617156204288579+6.947702118181938j)
1.393939393939394,1.75,(-9.527849177453906+7.214043046616997j),(-9.535507924945378+7.22018571194941j)
1.4242424242424243,1.75,(-9.431608093849546-7.494937416476116j),(-9.437608786322789+7.502472616619114j)
1.4545454545454546,1.75,(-9.337145312569696-7.776558167788162j),(-9.334719691864347+7.778987647941338j)
1.4848484848484849,1.75,(-9.244397906969743+8.058896050025673j),(-9.215140002123247+8.058065738937238j)
1.5151515151515151,1.75,(-9.153307718859185-8.341941996118033j),(-9.153179680235505+8.329955493711866j)
1.5454545454545454,1.75,(-9.063821176056972+8.625687296218004j),(-9.058045577965949+8.61845668179753j)
1.5757575757575757,1.75,(-8.97588910753988+8.910123621879539j),(-8.985332011639375+8.923195296336116j)
1.6060606060606062,1.75,(-8.889466535573604-9.195242965173946j),(-8.89800252926686+9.204703841624363j)
1.6363636363636365,1.75,(-8.804512444542151-9.481037537628605j),(-8.799711381987883+9.490024237530232j)
1.6666666666666667,1.75,(-8.720989534867673+9.76749965657211j),(-8.719022280851789+9.769547678748053j)
1.696969696969697,1.75,(-8.638863972132533+10.054621633502983j),(-8.632328734046283+10.054889141881002j)
1.7272727272727273,1.75,(-8.558105139759189+10.342395670551085j),(-8.55004115574473+10.335552813318042j)
1.7575757575757576,1.75,(-8.478685400642348+10.630813766233894j),(-8.477915331479455+10.630699605860734j)
1.7878787878787878,1.75,(-8.400579870242181-10.919867629472357j),(-8.400254327613446+10.910573365048123j)
1.8181818181818183,1.75,(-8.323766201421357+11.209548600239483j),(-8.32206333302622+11.20771708060142j)
1.8484848484848486,1.75,(-8.24822437990474+11.499847575536123j),(-8.251378937125063+11.49697892407821j)
1.878787878787879,1.75,(-8.173936528564363-11.790754940048487j),(-8.180111702552342+11.78899285046632j)
1.9090909090909092,1.75,(-8.100886718617556+12.082260501544518j),(-8.10313529778006+12.088082319857106j)
1.9393939393939394,1.75,(-8.029060786060198-12.374353431616338j),(-8.02334504783795+12.37562740368666j)
1.9696969696969697,1.75,(-7.958446152108344-12.667022212742502j),(-7.954482304585926+12.658810255313528j)
2.0,1.75,(-7.889031646907936+12.960254592790472j),(-7.901456152180427+12.950291832094125j)
2.0303030303030303,1.75,(-7.8208073362554975+13.254037548058188j),(-7.82082005915353+13.250503853945537j)
2.0606060606060606,1.75,(-7.7537643514974945+13.548357255833352j),(-7.754765558825363+13.554521989752294j)
2.090909090909091,1.75,(-7.68789472308704-13.843199077213658j),(-7.687065791093631+13.841227627785438j)
2.121212121212121,1.75,(-7.623191218521181+14.138547550690554j),(-7.621344771847487+14.141490666607819j)
2.1515151515151514,1.75,(-7.559647185520869-14.43438639671674j),(-7.562046628756244+14.431548044373757j)
2.1818181818181817,1.75,(-7.497256401394782-14.7306985332255j),(-7.495829414273307+14.729726504955272j)
2.2121212121212124,1.75,(-7.436012929537562-15.027466101820066j),(-7.437878466308279+15.026118996697285j)
2.2424242424242427,1.75,(-7.375910983980461-15.32467050414045j),(-7.378231718705236+15.321305170076094j)
2.272727272727273,1.75,(-7.316944802839444-15.622292447723789j),(-7.321661134978091+15.625003598974581j)
2.303030303030303,1.75,(-7.259108531409176-15.92031200052402j),(-7.256075847414238+15.916764780560383j)
2.3333333333333335,1.75,(-7.202396115530718+16.218708653126676j),(-7.212263244575826+16.219123300305863j)
2.3636363636363638,1.75,(-7.146801205731747+16.51746138760257j),(-7.149271013914484+16.5131902292232j)
2.393939393939394,1.75,(-7.092317072494303-16.816548751872556j),(-7.09270354622754+16.819335199673173j)
2.4242424242424243,1.75,(-7.038936532863659-17.115948938418413j),(-7.046639119381792+17.119933064195262j)
2.4545454545454546,1.75,(-6.986651888463048-17.415639866154585j),(-6.986345320133378+17.41633854037744j)
2.484848484848485,1.75,(-6.935454874838758+17.7155992642853j),(-6.936454036025198+17.71930002108206j)
2.515151515151515,1.75,(-6.885336621921912-18.015804757001213j),(-6.883266927928843+18.01627179063671j)
2.5454545454545454,1.75,(-6.836287625264205-18.316233947913904j),(-6.832045351255752+18.31648462218313j)
2.5757575757575757,1.75,(-6.788297727589193-18.616864503200617j),(-6.786723716323217+18.61606614050165j)
2.606060606060606,1.75,(-6.741356110094451-18.917674232502925j),(-6.73637610398051+18.918442221247826j)
2.6363636363636362,1.75,(-6.695451292852001-19.218641166726268j),(-6.6953113669130095+19.21554556615592j)
2.666666666666667,1.75,(-6.6505711435803505+19.519743631982486j),(-6.65034918875114+19.51933221015098j)
2.6969696969696972,1.75,(-6.606702894003689+19.82096031903017j),(-6.605515068148482+19.820757283294196j)
2.7272727272727275,1.75,(-6.563833162976817-20.122270347681926j),(-6.5604324394438125+20.122370046369525j)
2.757575757575758,1.75,(-6.52194798552807-20.423653325757268j),(-6.521465460464182+20.42067706499198j)
2.787878787878788,1.75,(-6.48103284696748-20.725089402275625j),(-6.480291976493028+20.724449712192946j)
2.8181818181818183,1.75,(-6.441072721214857+21.026559314688935j),(-6.4413580629046985+21.027917794386838j)
2.8484848484848486,1.75,(-6.402052112522949-21.32804443005716j),(-6.402214727450163+21.330097898174536j)
2.878787878787879,1.75,(-6.3639550998047305+21.6295267801625j),(-6.364838238480518+21.631059370614096j)
2.909090909090909,1.75,(-6.326765382816351-21.930989090641756j),(-6.323426523667987+21.928244710490354j)
2.9393939393939394,1.75,(-6.290466329497767+22.232414804292976j),(-6.290911065340882+22.23119214353495j)
2.9696969696969697,1.75,(-6.255041023832055+22.53378809877751j),(-6.254371738825832+22.533678765379246j)
3.0,1.75,(-6.220472313642706-22.835093898985917j),(-6.215488461229878+22.83831701366596j)
0.0,2.75,(-24.954971723254793-1.607382303246017e-17j),(-24.945313604527332+0.0013831945342725283j)
0.030303030303030304,2.75,(-24.95274563233066+2.6488875278621863e-16j),(-24.943448931123893-0.0005474485812181234j)
0.06060606060606061,2.75,(-24.94606497103607+7.381962824588484e-16j),(-24.938672448869795-0.007445346351152257j)
0.09090909090909091,2.75,(-24.93492255864454-6.561540373193361e-16j),(-24.95222183540347-0.002372789421545435j)
0.12121212121212122,2.75,(-24.919306376504565-4.8765367842873e-16j),(-24.91917538112111-0.01185310701210422j)
0.15151515151515152,2.75,(-24.89919949102857-1.8305932238997353e-15j),(-24.8997266829953-0.00017808040007309754j)
0.18181818181818182,2.75,(-24.87457994415118+4.760794530143418e-16j),(-24.873885543238423-0.00043057494135997524j)
0.21212121212121213,2.75,(-24.845420609467745+1.3196995091482582e-15j),(-24.84745818573396-0.0006192594639420171j)
0.24242424242424243,2.75,(-24.811689011662317-8.12456146639906e-16j),(-24.813402508691922-0.002848511550813641j)
0.2727272727272727,2.75,(-24.77334710615357+4.324405003005758e-15j),(-24.77824958984609-0.0018392944586340877j)
0.30303030303030304,2.75,(-24.73035101511138-2.7588332172827506e-15j),(-24.729168726000545-0.00736771825954467j)
0.33333333333333337,2.75,(-24.682650715088304-5.466797836467559e-15j),(-24.67866901772894-0.0003049836453093447j)
0.36363636363636365,2.75,(-24.630189670438273-5.411033819928416e-16j),(-24.633479577712826+0.00019922857867171558j)
0.3939393939393939,2.75,(-24.572904405410686-1.9309744716176672e-15j),(-24.565102663423406+0.007177677406554493j)
0.42424242424242425,2.75,(-24.51072400625259-1.2645646576249419e-15j),(-24.511573189488477+0.0024897549255190323j)
0.4545454545454546,2.75,(-24.443569542753004-1.7291303259069353e-15j),(-24.45940830235715+0.004669266057459201j)
0.48484848484848486,2.75,(-24.371353396310266+2.8929012051990453e-15j),(-24.371824930493478-0.0017625950990163666j)
0.5151515151515151,2.75,(-24.293978478683535-7.924593685398941e-15j),(-24.295182458136804+0.003364045185996789j)
0.5454545454545454,2.75,(-24.21133732190562-5.579500718544991e-16j),(-24.21812108131707-0.0034760809796552388j)
0.5757575757575758,2.75,(-24.1233110151691-7.108685946756531e-15j),(-24.118531968324515-0.006878797698122102j)
0.6060606060606061,2.75,(-24.029767958512675+2.2082192658910704e-15j),(-24.03356853708594+0.0005489465673369043j)
0.6363636363636364,2.75,(-23.930562395404376-6.934575296546602e-15j),(-23.932893822307978+0.004314021864374411j)
0.6666666666666667,2.75,(-23.82553267619772+1.490779228304046e-14j),(-23.827397474673056-0.0002593525930721625j)
0.696969696969697,2.75,(-23.71449919108122-5.810651076092396e-15j),(-23.75688804027944-0.014876004417305239j)
0.7272727272727273,2.75,(-23.597261893265312+5.64960972225791e-15j),(-23.584751685067047-0.003941761403289854j)
0.7575757575757576,2.75,(-23.47359730895031+3.373885829251137e-15j),(-23.48651784440641-0.005628023086262458j)
0.7878787878787878,2.75,(-23.34325489738214+6.132235808828405e-15j),(-23.33823614895484-0.012239219985964658j)
0.8181818181818182,2.75,(-23.205952577957234+3.2126065377683786e-15j),(-23.215683990170774-0.009179481513864522j)
0.8484848484848485,2.75,(-23.061371175649654-1.2303096050610278e-15j),(-23.06691949505014-0.00015981907243664675j)
0.8787878787878788,2.75,(-22.90914744117553-8.62042510413378e-15j),(-22.897141177497396-0.006566222561094131j)
0.9090909090909092,2.75,(-22.748865162537-5.287780463266909e-15j),(-22.741962107611883+0.0019575792092982615j)
0.9393939393939394,2.75,(-22.58004367385234+4.088590622122507e-15j),(-22.596228507430588+0.001753611847958877j)
0.9696969696969697,2.75,(-22.402122741418875+1.3128763323170678e-14j),(-22.390210950892094-0.009743615820234313j)
1.0,2.75,(-22.214442287823232+1.3343665450124401e-14j),(-22.22117902851327-0.0033090022658007184j)
1.0303030303030303,2.75,(-22.016214560095214-5.0046642686675725e-15j),(-21.999225852841324+0.011963853360439642j)
1.0606060606060606,2.75,(-21.80648488483939+1.5434577322942476e-14j),(-21.80400337864838+0.01400752168056476j)
1.0909090909090908,2.75,(-21.58407453316975+2.938187586692842e-15j),(-21.633836913001943-0.0019233088364164082j)
1.1212121212121213,2.75,(-21.34749426627845-4.981716053768859e-15j),(-21.346539684938136-0.011310420317896532j)
1.1515151515151516,2.75,(-21.094807141802956-1.6537008658661802e-14j),(-21.079821490755673+0.012333958211346155j)
1.1818181818181819,2.75,(-20.823397305302137-4.579346090291437e-14j),(-18.317585067755427+0.1940145223311477j)
1.2121212121212122,2.75,(-20.529548465459087-1.876780645913008e-14j),(-18.727938077486186+0.17949488895230392j)
1.2424242424242424,2.75,(-20.20758806392066+1.606614564427778e-14j),(-17.737957216766326+0.06888721017298918j)
1.2727272727272727,2.75,(-19.847852619680733-2.0918751276597332e-14j),(-15.608075699919938+1.54437948067051j)
1.303030303030303,2.75,(-19.430411751154615+1.1042701090713353e-13j),(-15.65664960415339+0.05022038807941124j)
1.3333333333333335,2.75,(-18.89081273519118-1.1005529746267815e-13j),(-15.632654902939024+0.0038382662795621494j)
1.3636363636363638,2.75,(-18.20516913274868-0.4449915131769734j),(-15.752272549218738+0.3986216056071243j)
1.393939393939394,2.75,(-17.917882455240196-0.801595251215911j),(-16.65913402756904-0.5256933947953092j)
1.4242424242424243,2.75,(-17.61347234015547+1.0978846279287628j),(-16.02972897211975+1.5543989265450788j)
1.4545454545454546,2.75,(-17.30384986178675-1.3995500338667348j),(-12.161751624099871-0.024580579453581514j)
1.4848484848484849,2.75,(-17.011816597573727-1.721246835747296j),(-15.756724289297065+1.855088297973239j)
1.5151515151515151,2.75,(-16.750507274347456+2.050327545309244j),(-16.542732357631778-1.4105269021641242j)
1.5454545454545454,2.75,(-16.514249550539496-2.3735090552698637j),(-16.438285239361225-2.4048461012118083j)
1.5757575757575757,2.75,(-16.293360182812407+2.6877532712426113j),(-16.124194680581418-2.47661649004036j)
1.6060606060606062,2.75,(-16.08158221215673-2.994920289324579j),(-15.865485819753824-2.7987301914619223j)
1.6363636363636365,2.75,(-15.875823370696835+3.297722981740149j),(-15.72440620572287-3.255163206356582j)
1.6666666666666667,2.75,(-15.674857189881314+3.598414440806451j),(-15.503451580258778-3.501983402825822j)
1.696969696969697,2.75,(-15.478414456920154+3.8985098733817938j),(-15.288810525150096-3.8266236807687273j)
1.7272727272727273,2.75,(-15.286620116755344+4.198835698031303j),(-15.12573014204167-4.056887477814404j)
1.7575757575757576,2.75,(-15.099656153875692+4.499695568566054j),(-14.976292678536861-4.324226831433052j)
1.7878787878787878,2.75,(-14.917590356189242+4.801070087691945j),(-14.840478951284508-4.754253709122842j)
1.8181818181818183,2.75,(-14.740327857731575+5.102795529103726j),(-14.695643395209212-5.0133439080413424j)
