ks,hs,Gs_exact,E_estimate
0.25,1.5,(-13.442636109839427-4.836252182719927e-15j),(-13.461252820620217-0.03513740404561836j)
0.26282051282051283,1.5,(-13.393345940225517+2.9690499328277173e-16j),(-13.473966140316634-0.044284240362569456j)
0.27564102564102566,1.5,(-13.340701228950092-4.940200263618209e-15j),(-13.473171177967307-0.04487087230489048j)
0.28846153846153844,1.5,(-13.284502879814392-2.9632763293363457e-15j),(-13.466610435670727-0.04400870707811648j)
0.30128205128205127,1.5,(-13.224515075156296-4.310762228678342e-16j),(-13.4565722084249-0.04355130950427263j)
0.3141025641025641,1.5,(-13.160455125192314-2.3138165516740836e-15j),(-13.443341782412643-0.04355003663932093j)
0.3269230769230769,1.5,(-13.091979164145856+2.88951156540407e-16j),(-13.427414188550067-0.04374114037333862j)
0.33974358974358976,1.5,(-13.018661358542934-3.481849573606326e-15j),(-13.409276960157026-0.04418597336792039j)
0.35256410256410253,1.5,(-12.93996253565583-2.3854713327284453e-15j),(-13.38930634695627-0.044773971719363655j)
0.36538461538461536,1.5,(-12.855180635136687+9.661581759787297e-16j),(-13.367775635852285-0.04540558179619589j)
0.3782051282051282,1.5,(-12.763367840890309-1.396831477222599e-14j),(-13.344873770088947-0.04603312825123762j)
0.391025641025641,1.5,(-12.663181353486825+4.2054349081117747e-16j),(-13.320776983278172-0.04666554801649998j)
0.40384615384615385,1.5,(-12.55258656135591+1.4295210665207694e-15j),(-13.29563312472516-0.0473437175617101j)
0.41666666666666663,1.5,(-12.428176416371882+1.6145603998864086e-15j),(-13.269528054725276-0.04810124446248344j)
0.4294871794871795,1.5,(-12.283217911311441+4.549560496402722e-15j),(-13.242478420352636-0.048923787692532944j)
0.4423076923076923,1.5,(-12.098967061959462+1.638836635842189e-14j),(-13.214448289394879-0.049736910120720325j)
0.4551282051282051,1.5,(-11.788548987821484-0.13738438567326006j),(-13.185242450228047-0.050499435412668194j)
0.46794871794871795,1.5,(-11.714917747072768-0.3211457217698559j),(-13.154226369901895-0.0514101567221037j)
0.4807692307692307,1.5,(-11.637778419641853-0.4436078491394593j),(-13.121335657325826-0.05216583687096728j)
0.4935897435897436,1.5,(-11.557232252879427-0.549682062430243j),(-13.085997227558407-0.052924485786006385j)
0.5064102564102564,1.5,(-11.473634439187506-0.6498228903993564j),(-13.049729734013715-0.054315370785998004j)
0.5192307692307692,1.5,(-11.38774254921908+0.7489786705734556j),(-13.013329187079108-0.05590415680680802j)
0.532051282051282,1.5,(-11.30083974564319+0.8500479147473108j),(-12.976832624245947-0.05755537637072475j)
0.5448717948717949,1.5,(-11.214679655566082-0.9545496051489137j),(-12.939589639795898-0.05870309619298911j)
0.5576923076923077,1.5,(-11.131102221823854+1.0627060191116389j),(-12.901235164677084-0.05918122741434334j)
0.5705128205128205,1.5,(-11.051447749760065-1.173693457396375j),(-12.862595792174021-0.05956372964507659j)
0.5833333333333333,1.5,(-10.976203792074038-1.2862335726301115j),(-12.823514582792146-0.059973583520750065j)
0.5961538461538461,1.5,(-10.905119049764188-1.3991811408644956j),(-12.78385508526665-0.059934342123331576j)
0.608974358974359,1.5,(-10.837563035555753-1.511794149445457j),(-12.744508133111355-0.06045962722787269j)
0.6217948717948718,1.5,(-10.772832647683657-1.6237205832225854j),(-12.705216791273996-0.06110623116852651j)
0.6346153846153846,1.5,(-10.710309867434752-1.7348776179953838j),(-12.665660564443796-0.06195036373155154j)
0.6474358974358974,1.5,(-10.649510074590548-1.8453346893506613j),(-12.626415227144719-0.06275042526103217j)
0.6602564102564102,1.5,(-10.590077806094458+1.9552322892298317j),(-12.587678201518615-0.06384164170588232j)
0.6730769230769231,1.5,(-10.531764649423794+2.0647331936217395j),(-12.549333556672936-0.06496458258262106j)
0.6858974358974359,1.5,(-10.474404652902441-2.1739956022664426j),(-12.511280348636499-0.06623952262604378j)
0.6987179487179487,1.5,(-10.417892568534215-2.2831595582555955j),(-12.473561358752384-0.06759231485461696j)
0.7115384615384615,1.5,(-10.362166091836295-2.392341105572212j),(-12.436214700663347-0.06889856890275024j)
0.7243589743589743,1.5,(-10.307191867547449-2.5016309250644078j),(-12.399134166237992-0.07010474025104792j)
0.7371794871794872,1.5,(-10.252954708906293+2.6110955656069557j),(-12.362136346871168-0.07120725429186955j)
0.75,1.5,(-10.19944949940005+2.7207801458583027j),(-12.324947887371659-0.0722646964319857j)
