ks,hs,Gs_exact,E_estimate
1.0,2.75,(-37.02406088373753+4.900552173254015e-14j),(-37.023049723786166+0.00045497467967632843j)
1.0394736842105263,2.75,(-36.58999596444-4.386409709676943e-15j),(-36.58858900372881+0.00041740524394489985j)
1.0789473684210527,2.75,(-36.12242570006807+4.137840972728654e-15j),(-36.124933722544704+0.0005805511639932724j)
1.118421052631579,2.75,(-35.61649889216169+2.9783585837966126e-14j),(-35.61925174538004+0.0017119706587164112j)
1.1578947368421053,2.75,(-35.06546846978832-1.057715508956275e-14j),(-35.06907123581074+0.005854938657451538j)
1.1973684210526316,2.75,(-34.45934382405088+1.1000255312542368e-13j),(-34.46755921778389-0.007144601555508388j)
1.236842105263158,2.75,(-33.78186936629266-1.5060989054943799e-15j),(-33.77932892653213-0.0004082490216511436j)
1.276315789473684,2.75,(-33.00201808490597-1.0275020092626814e-14j),(-33.015745588587926+0.00037438298531442476j)
1.3157894736842106,2.75,(-32.03571729753867-7.505560901207802e-15j),(-32.08951797775489-0.07141156688235528j)
1.3552631578947367,2.75,(-30.661622294447803-0.5008208743983502j),(-31.404972094469475-0.44279652679004394j)
1.3947368421052633,2.75,(-29.794902744317532-1.2753310497249508j),(-30.702726782629867-1.0764998603158304j)
1.4342105263157894,2.75,(-29.131685236221657+2.0172332695128383j),(-30.13396976592472-1.050451370898025j)
1.4736842105263157,2.75,(-28.527026917873986+2.710847835732924j),(-29.78357070246658-1.1462296500048827j)
1.513157894736842,2.75,(-27.970425110515233+3.398038953235318j),(-28.502610215026213-2.5459498833363736j)
1.5526315789473684,2.75,(-27.456270307971906-4.0748489926533535j),(-28.558580851095805-2.5686039398158202j)
1.5921052631578947,2.75,(-26.97176944729915+4.742200080377445j),(-28.3956046222468-1.9670071349841614j)
1.631578947368421,2.75,(-26.510343669363298+5.404455170261819j),(-28.445665185268123-2.490829180080847j)
1.6710526315789473,2.75,(-26.069159741958284+6.063957965317454j),(-26.971930408937094-2.2227219415889237j)
1.7105263157894737,2.75,(-25.64601425689075-6.721458449572854j),(-26.496450101952494-2.7600665446773647j)
1.75,2.75,(-25.2387492195122+7.377384305848537j),(-25.215019879702567-3.3942589628461075j)
