ks,Gs_exact,E_estimate
0.0,(-1.0440306508910546-8.190109733043377e-19j),(-1.0238931017851272+8.177528333397516e-09j)
0.1111111111111111,(-1.0332239856369034+1.6872896309305663e-17j),(-1.0217702219973455-0.028277413778578515j)
0.2222222222222222,(-0.9991175164571212-8.586881206085195e-17j),(-1.0183091592498574-0.05259827556631103j)
0.3333333333333333,(-0.9348105007371367+5.990894629340215e-17j),(-1.007556020280067-0.05987417366740036j)
0.4444444444444444,(-0.8133994269835448-2.109037199497287e-16j),(-0.9935123199996969-0.04897543308939075j)
0.5555555555555556,(-0.6316498976231345-0.19130294361747086j),(-0.9792815937121999-0.039673786509342106j)
0.6666666666666666,(-0.6143754209732686+0.3437886931659131j),(-0.9631641316277828-0.04282904844644956j)
0.7777777777777777,(-0.5945020024329373+0.4674772324247374j),(-0.9151373179111331-0.1090593491396652j)
0.8888888888888888,(-0.5724731999876492+0.5829375874910038j),(-0.3407892206357078-0.4354028263652583j)
1.0,(-0.5489149991707586+0.6961135176402231j),(-0.31785145780653123-0.6047801320545368j)
