E,var
(-14.73419487490577-13.386481677505671j),99.59794022497465
(-14.698921500309375-13.387128561478182j),99.40357606215076
(-14.669937010139801-13.55714847404104j),99.38105467063525
(-14.782622447956193-13.297167632048366j),98.87427573598434
(-14.693777559130643-13.328362553221893j),98.64885540949948
(-14.730908954073495-13.41319971852062j),98.54787394606366
(-14.69912505812375-13.421335757831713j),98.26941491718357
(-14.453333155590517-13.636762534256674j),97.86510564065905
(-14.766607236629074-13.21241376639024j),97.6818605813216
(-14.535974476254923-13.707687666994921j),97.75678587489595
(-14.724117873988112-13.400596080416483j),97.4582803518149
(-14.66516171163415-13.378465369073027j),97.1010213713789
(-14.667688744266663-13.47381023647854j),96.9704211082965
(-14.599643296817751-13.467414122417395j),96.64774662004578
(-14.660761960540915-13.458025389934535j),96.52490790585807
(-14.710556231832522-13.280109319205076j),96.24658086603547
(-14.523328918040802-13.720184898354722j),96.21455578818636
(-14.755024360833612-13.32426750467111j),95.82686796631532
(-14.780032333851517-13.277039313606082j),95.65150922744662
(-14.679107988689616-13.526805528474727j),95.57672250831187
(-14.769673484209399-13.41429475776369j),95.337803835164
(-14.594386578747695-13.599705350566865j),95.06891687722931
(-14.68053090476429-13.271716522891325j),94.59028302718195
(-14.707798911099825-13.518540925583425j),94.72511459582178
(-14.70989892248934-13.378132387281813j),94.27661265992785
(-14.577704109370242-13.638400119681842j),94.15770053250151
(-14.731749390585517-13.54289635276851j),94.12890642667823
(-14.624999300150156-13.48012917959709j),93.72376102651279
(-14.655020703109262-13.515078097339524j),93.52970216909941
(-14.616045045092061-13.50147728105834j),93.28140021203856
(-14.52832800373891-13.55328964079816j),92.86606467023867
(-14.530364274599181-13.549440227710132j),92.73750122542587
(-14.679855734220807-13.477223495009175j),92.77435531315152
(-14.726667485262738-13.150552459095893j),92.14484571713628
(-14.632571357588324-13.43405716300164j),91.95656569022336
(-14.512659145211233-13.779735158504238j),92.16371622280663
(-14.553857905044763-13.363411454530592j),91.36104799160486
(-14.557996007457954-13.484200264195326j),91.36459447478745
(-14.588693052530783-13.53291251385222j),91.26903314446419
(-14.378370653379438-13.841923172318252j),91.08963327435833
(-14.47570333872991-13.724683690371602j),90.88030169914599
(-14.569259413960552-13.394110859510649j),90.45109694892574
(-14.406502628905272-13.645678287934814j),90.08154056796131
(-14.66153613116503-13.57731371127247j),90.49315495063372
(-14.847745174157552-13.102137370763792j),89.94828399901901
(-14.578955342930788-13.39629253178844j),89.56209729582213
(-14.678083014538476-13.355934820862904j),89.50789866917036
(-14.516213457651986-13.468960314744972j),89.07633960356243
(-14.555199805828364-13.584121140328017j),89.23117271435424
(-14.644127621492547-13.478250291457869j),88.96172399958662
(-14.459440849968182-13.822139669773192j),88.9439396242129
(-14.563961242147553-13.569816620540225j),88.49487685487905
(-14.649184599234987-13.325096883755728j),88.03195790889397
(-14.522242680212045-13.604001142066766j),88.07369612146721
(-14.560360051441751-13.603946821551242j),87.95936492558265
(-14.603570537564492-13.442671726356679j),87.53158485395087
(-14.612658420372872-13.254605524484127j),87.14469249153423
(-14.669645858619495-13.33382339412224j),87.15924322449608
(-14.619811687508578-13.468943439694536j),87.04864385672794
(-14.489143290752187-13.501094170475188j),86.42555662001881
(-14.495647744471787-13.707935334995746j),86.72276784029796
(-14.612255539233821-13.40077890597772j),86.32973349180652
(-14.626776754497351-13.261122815240105j),85.93138373061339
(-14.604800400480938-13.340834342696075j),85.72892577395122
(-14.542986986048014-13.539685838845172j),85.81791679401118
(-14.58784571357115-13.529817874259667j),85.66430516334869
(-14.489277915088609-13.516561856786412j),85.25172773636451
(-14.667277592798657-13.393818032792911j),85.14946827004964
(-14.661951365851495-13.294831675305888j),84.79126167707817
(-14.564136445338233-13.365868808037643j),84.43970192118296
(-14.659192013095957-13.322120508943105j),84.47817413665732
(-14.62490431726843-13.466966126897146j),84.38728680182211
(-14.479602403856974-13.717143258937696j),84.37187849473804
(-14.603513195874312-13.478515196870557j),83.9876243015585
(-14.606709922611827-13.453026443044923j),83.74062589149038
(-14.474091762213739-13.51114366761642j),83.30143235805708
(-14.575451022976612-13.363826981275272j),83.0963198019496
(-14.458076101357658-13.661157209418535j),83.06804855605326
(-14.71245709579356-13.249126945604631j),82.89230314106813
(-14.813498245017794-13.227984631053996j),82.85754557130268
(-14.440633903380261-13.483418487762235j),82.13311233900943
(-14.602766826350704-13.34293349152697j),82.1486971050261
(-14.563953264093954-13.326035141318908j),81.77171814704447
(-14.639072125253989-13.239369386205674j),81.65435604979548
(-14.553616850732421-13.304011246191056j),81.26854842803219
(-14.401801174258502-13.439086653187791j),80.85741717544468
(-14.540477809865132-13.441288522501873j),81.11275874672704
(-14.396292999663629-13.552376836977388j),80.76494829858359
(-14.639236145146754-13.355660391184946j),80.7992371798633
(-14.63943246018024-13.269634632636205j),80.40650120344633
(-14.607566930668339-13.323817850972954j),80.26160334694744
(-14.400397892830032-13.84749901721644j),80.45128835587323
(-14.550988019069699-13.416448393035688j),79.89678221104244
(-14.552868130100125-13.460455965217758j),79.74392549797726
(-14.476607508719631-13.421964424966623j),79.28359113347851
(-14.617901650472577-13.432934382832082j),79.5435248084303
(-14.539457643646395-13.257608677164475j),78.78916366142877
(-14.444946026883363-13.684661649140281j),79.1156055010115
(-14.519823025097121-13.379406255549629j),78.51946833001902
(-14.579336869992803-13.103258133703097j),77.88759842584807
(-14.530318667499037-13.397224372607468j),78.19369217681177
(-14.414605536629225-13.357962080583313j),77.63275617401166
(-14.685308295746754-13.042182877324212j),77.63977592582299
(-14.556357928209-13.45207475807753j),77.88313403990252
(-14.525196935700905-13.33476098652989j),77.3460829239527
(-14.527739487170352-13.294772732614454j),77.05823388208691
(-14.613902029988443-13.112240077004865j),76.75537545774404
(-14.49503487576533-13.290648216481808j),76.55382340245292
(-14.518419434577092-13.492292451581578j),76.74521098094648
(-14.451727912174361-13.679153303484107j),76.73999131920587
(-14.532544314600406-13.284439036081746j),75.99904463784154
(-14.516966416561049-13.457231753761379j),76.17322731636406
(-14.446217588173793-13.607120347944225j),76.15900353080299
(-14.613491492743382-13.099835699807842j),75.28521346732511
(-14.433440092611576-13.471720655241407j),75.39520121359773
(-14.575204141440508-13.285075473248561j),75.18337082277817
(-14.598399509382734-13.425509554454585j),75.25720422511301
(-14.648780266184561-13.33428041545981j),75.06958190129208
(-14.532834803631987-13.19644601821738j),74.2990120671117
(-14.531194997418911-13.305108479187773j),74.28137811520718
(-14.371589388126965-13.550547527074288j),74.15923617888242
(-14.495410222106008-13.69676735307068j),74.65808107023881
(-14.497794789605344-13.53657481726353j),74.18645485667034
(-14.395949350239675-13.67599984599064j),73.9045514530423
(-14.468768887929727-13.356752956296209j),73.25760700525971
(-14.526165890647436-13.359961848513958j),73.30741204455306
(-14.485860368065364-13.325164750062351j),72.88037866438253
(-14.531909717616248-13.464601989298002j),73.16734028645403
(-14.630578459581804-13.156033556194282j),72.65183188150529
(-14.504805065954677-13.336236402375285j),72.4829201466364
(-14.47380992070725-13.38967186073845j),72.25267765112957
(-14.347553220436016-13.578732693703458j),72.04668739817859
(-14.58056355395612-13.255034071522214j),71.8723705449914
(-14.600753274831376-13.189756905702541j),71.61979853645657
(-14.438283089882622-13.531549885213991j),71.57407327372755
(-14.462299145339323-13.268658929525762j),71.00042848340404
(-14.476646666389131-13.236333430847008j),70.8396210303978
(-14.39935300850059-13.64873864762615j),71.20408338009183
(-14.411505709733412-13.508250061230816j),70.6965379543582
(-14.437504106153387-13.359060950841911j),70.36550762098442
(-14.38590047559144-13.669508270903071j),70.69604616916965
(-14.612912454096033-12.989214830377476j),69.75164186101347
(-14.460668835320012-13.40971748796056j),69.98624348290707
(-14.480811892763487-13.425974374509266j),69.84444256304194
(-14.389631303330654-13.573182943544545j),69.67298071346421
(-14.35653807757406-13.449367214466646j),69.14110903499969
(-14.4490832508717-13.568208988119265j),69.53956289617666
(-14.440888840596777-13.360421438513109j),68.73177257031146
(-14.556197649358642-13.18201843418284j),68.62711378077354
(-14.59113781541205-13.274466117378319j),68.86426443547379
(-14.445953884984876-13.480668715241054j),68.5777919822661
(-14.378415033719563-13.394801515698076j),68.02530488150353
(-14.315282352019377-13.514486640076663j),67.86548542480978
(-14.448822565505223-13.329758374491975j),67.64196653699722
(-14.380831069548957-13.46799762888744j),67.64252586142847
(-14.394581649516786-13.569550808047074j),67.74146184610609
(-14.350229586297395-13.482975381193725j),67.20034440483052
(-14.42002159982289-13.180887835616803j),66.63327295282382
(-14.439405920153467-13.289450796612368j),66.67893831952001
(-14.493991868183151-13.247144915741595j),66.60927890115204
