E,var
(-12.556954060108636-12.653784202615244j),3.5089036580459356
(-12.449578963979349-12.581838870090463j),3.219603111430179
(-12.458519637137103-12.551691979620806j),3.070444721102837
(-12.549467149556097-12.661041555520256j),3.3405823093514146
(-12.501200449535766-12.539255956607766j),3.1763742482359714
(-12.454671466155112-12.585338233556373j),3.1733544813586456
(-12.438687883017264-12.46807015516479j),3.0403492789471103
(-12.369759530440966-12.494154694614469j),2.867087861458827
(-12.296384507005147-12.367425758343977j),2.653992858260856
(-12.346538590241696-12.518080008418071j),2.857495527449677
(-12.465782883938875-12.679065898477822j),3.1550309971773496
(-12.29697857519045-12.432014677994328j),2.7082900161853316
(-12.27792729637823-12.622712997434085j),2.637382293199806
(-12.138355454156674-12.389330363653938j),2.557430403476278
(-12.335765412440972-12.570176287638764j),2.755500662223712
(-12.332929511734532-12.60977964048592j),2.694006455724129
(-12.220388127839039-12.576195384548694j),2.503584847431886
(-12.389140899816613-12.73855266144862j),2.8562296732940426
(-12.385263794484022-12.38165742776268j),2.6358752065161446
(-12.324620812815727-12.607721508773546j),2.5891474580916576
(-12.34018422391029-12.436558919958859j),2.447820237967074
(-12.121980057037257-12.608174617240884j),2.3854044410014072
(-12.246592428417733-12.505732203433412j),2.3116261069923536
(-12.203079269105697-12.415486262095458j),2.2139690455023286
(-12.280774130052379-12.560227705375855j),2.407898280543069
(-12.270634460168674-12.477507243032196j),2.271476534491753
(-12.032514433198651-12.649595350283331j),2.2590443907984703
(-12.205890577583334-12.403199698191024j),2.2401853919709764
(-12.031811509266467-12.500700509195621j),2.0112782122888673
(-12.179961160568306-12.532596469597333j),1.9382556447153059
(-12.258472978700496-12.297627019912714j),2.063701608813127
(-12.25370377374519-12.393212986878087j),2.008130427685751
(-12.166110000559877-12.462166383356994j),1.9844926533520013
(-12.125744365484834-12.095221171764724j),1.9699280709008944
(-12.25742960387757-12.550078757803712j),2.166378916029458
(-12.160221378885891-12.457747494868572j),1.9377635281415044
(-12.148958097089528-12.324353379520735j),1.894318715126554
(-12.270081078260208-12.46392049461559j),2.0231411976119427
(-12.112175841634253-12.419621616827705j),1.8668251091727008
(-12.182871589924776-12.343846910006647j),1.8931567730385592
(-12.125602939273717-12.546326034415468j),1.8632789093463915
(-12.116331409321381-12.416666692373372j),1.8121974807064336
(-12.094228839358918-12.452775052966526j),1.8224349250198273
(-12.023036985237866-12.550219164704135j),1.7305733632362863
(-12.11034357294807-12.393377226957567j),1.725593596477446
(-12.041746738462555-12.449237261699313j),1.6635691641156887
(-12.047416856614515-12.42834129559371j),1.5586333986055914
(-11.870602114680477-12.550371826780271j),1.5732807677613583
(-12.123509525390315-12.476225818491645j),1.6089556251231478
(-12.00079011479045-12.440807346164462j),1.5349616606924747
(-12.075761052667012-12.539886478533285j),1.620433245552996
(-11.760642349377228-12.730380254607605j),1.6472115036625186
(-11.99328452973603-12.387074926456165j),1.4556208597645153
(-11.8534126156526-12.495982576560976j),1.459668151925181
(-11.996113972425357-12.353670727491538j),1.3228868670650404
(-12.00933611707275-12.340510432433422j),1.3936887960051747
(-11.91468549727735-12.181613134683474j),1.372134989673984
(-11.928128888534747-12.40102674904054j),1.4112004186094702
(-11.923923256743922-12.612173834221947j),1.5163377651346983
(-12.014868108822514-12.317002058729516j),1.2901434488649597
(-11.897889370619785-12.297011239303986j),1.1896723915366951
(-11.871372127263015-12.455556626473289j),1.3093550232707558
(-11.828089856962436-12.560401335081734j),0.644866451060177
(-11.779882483839948-12.518130020170398j),1.1893324777042076
(-11.913793614466355-12.568706108704685j),1.3102755027278359
(-11.772508844211409-12.41924359149467j),1.1162681868232802
(-11.72699423124216-12.260052130408424j),1.0942145080701298
(-11.90628072500214-12.503294721998738j),1.1633474734765357
(-11.977302202863502-12.39467213535929j),1.1859648576605695
(-11.691793384922672-12.336459052372893j),1.064038164997104
(-11.725451453090391-12.396834336408274j),0.9115014524174543
(-11.84639168548889-12.565514499055308j),1.1696846759814452
(-11.834776679604653-12.428136737747321j),1.1279764102271923
(-11.638798900606176-12.315923204341992j),1.1021764229839948
(-11.775775342800737-12.321958473643273j),1.0594208205213862
(-11.769698580124176-12.423101437151008j),0.9842442134645821
(-11.577151083220574-12.358893191008832j),0.8694142134625008
(-11.661496390315433-12.338033850006566j),0.8771371215463365
(-11.734156438442739-12.444411712947176j),0.9810246888930785
(-11.702721427589571-12.34317341863456j),0.9285702023138743
(-11.624853774014431-12.248115389239713j),0.8450005099141074
(-11.602502322130704-12.350097743483067j),0.7889961494936857
(-11.699208558381255-12.423722490682923j),0.8602366772729799
(-11.593865229996402-12.383495919772717j),0.81783776534661
(-11.540941555212408-12.228127164130077j),0.8743407743469974
(-11.396436049158037-12.381925638039059j),0.8148335088372906
(-11.453675613860266-12.343531384693184j),0.5609354527324955
(-11.510055856275393-12.473461947654519j),0.752228810911954
(-11.557101462517226-12.532024323417032j),0.803835256128226
(-11.531904255476165-12.518651730764182j),0.8620096154337443
(-11.49288066922075-12.585334185901877j),0.6839943885566476
(-11.419300426600863-12.350440865878133j),0.5996331370714254
(-11.416076731981311-12.277597333833961j),0.7296547831176469
(-11.316432355914813-12.619093120013519j),0.8055369325011946
(-11.465582337382816-12.440267813070994j),0.6158275314763083
(-11.131470835251063-12.27439753474032j),0.675437682750669
(-11.374661362982252-12.499861698954215j),0.6446961715524794
(-11.438718556553043-12.077264446684755j),0.7398366357424826
(-11.3282751910075-12.189198077196489j),0.554378855927235
(-11.507350966191918-12.178068049843704j),0.5705171091349898
(-11.325706361693248-12.356916347420333j),0.5290473452697128
(-11.20579318992171-12.201621044711388j),0.5093777963103789
(-11.449648484348835-12.333027395257954j),0.5042343053972891
(-11.253389710799953-12.260674588770728j),0.3482277270617314
(-11.230879361554202-12.408884266832544j),0.6022997301170712
(-11.222240384217466-12.220781837792728j),0.3006630871319423
(-11.228059387914602-12.343156769618318j),0.544187321567588
(-11.059833483943033-12.430748758262272j),0.5150025000816785
(-11.197416544943035-12.224874088055174j),0.43878227807395265
(-11.181374887978025-12.24077079344774j),0.4328859720406314
(-11.09220737372886-12.286367199971922j),0.4582263708964736
(-11.14908599172031-12.420501900867539j),0.37301121037831664
(-11.120194891947001-12.365179506034572j),0.31688268733526886
(-11.318043888110903-12.333018929741971j),0.35155612242160966
(-11.086926812589292-12.203688725324938j),0.42306008475080237
(-11.03623688397439-12.243196666367076j),0.308734241255562
(-10.940258539621404-12.377602064428423j),0.43449356874900114
(-11.059691999813692-12.295498262617183j),0.37102462153167187
(-10.880773832819283-12.001103176509627j),0.213601615232381
(-10.949429997906554-12.127782948139743j),0.29617463375001035
(-11.057488628781368-12.231461864930557j),0.2685712783691322
(-10.99704657661214-12.297569141682938j),0.26797398617603513
(-10.8574684294966-12.28096159065093j),0.373705862720506
(-10.937428274262928-12.296272031845339j),0.33794326598432606
(-10.704163930490953-12.225414109644609j),0.3361820583654658
(-11.127945774129167-11.854234473494746j),0.33117567695639427
(-10.919878770253398-12.343633842782511j),0.24383640403809856
(-10.780434560937106-12.497047104347882j),0.20761896810833536
(-10.861293008165047-12.301399934444825j),0.3006258278259625
(-10.781961076263487-12.433896656069386j),0.37797682609824407
(-10.736284690847254-12.37911774022149j),0.3065913674097459
(-10.337984943921434-12.28266101881189j),0.6211655704508867
(-10.790839683745553-12.469372453925072j),0.23074531243684582
(-10.605783282635327-12.127529021922546j),0.34086898197246396
(-10.702553165643328-12.204506545492013j),0.09323089235744506
(-10.500274083682497-12.182666567995065j),-0.012571199701811215
(-10.616371942200486-12.493601789888835j),0.3548869764196999
(-10.64574446764245-12.504325070753078j),0.1687036125208249
(-10.75321488987475-12.21749964700649j),0.24260962467028654
(-10.68083940878553-12.352652979952142j),0.25457577026701894
(-10.675328983879377-12.31867828707941j),0.01163154143923414
(-10.411434764418004-12.478184795222628j),0.4024359989281342
(-10.607789729168491-12.206726401516079j),0.2783624138877995
(-10.475179685418064-12.549092240822562j),0.13390135334760536
(-10.605010789772528-12.334569758727193j),0.1692114351511321
(-10.542840556705547-12.076082081464339j),0.16250678041187044
(-10.393768241163144-12.51656373661136j),0.14988636574209868
(-10.353858076212331-12.492521565637613j),0.160024538599595
(-10.31978684194597-12.397855706756951j),0.21286997679620645
(-10.36421468525368-12.535898881313464j),0.21979188904491284
(-10.587330689962096-12.194177198929282j),0.11673439513647181
(-10.425665558775895-12.425307946735494j),0.18932390884747075
(-10.470877618897978-12.55824431815532j),0.0859267528630163
(-10.175596613099593-12.558966422920204j),0.2185117570616671
(-10.297388308547522-12.420400676639368j),0.17088582180849832
(-10.467208193052427-12.242738620219027j),0.3387886186504107
(-10.404645824618711-12.161902460616018j),-0.13293798979973118
(-10.339996898124815-12.131025942817832j),0.3059060339384768
(-10.300478262939674-12.124722504284177j),-0.1798692350320829
(-10.278244907417008-12.226859067214463j),0.11109304670813278
(-10.282392174222363-12.336787194414379j),0.1425935342164216
(-10.23956827360661-12.276533415206666j),0.16012460720624933
(-10.164847845014494-12.362722852837226j),0.17372543181151842
(-10.170491478647401-12.5204150678825j),0.15225545809791433
(-10.191728392689896-12.372201550394125j),0.19223125810973055
(-10.166043239732176-12.403856320810325j),0.12215079754056414
(-10.136696222186101-12.162795677431115j),0.10062442946921571
(-10.219318631924112-12.432757089377661j),0.12017534740001998
(-9.925207360193475-12.330531856495607j),0.24416869813969497
(-10.188344275605758-12.368283620209764j),0.09457502261946976
(-9.979228235147376-12.511971158890873j),0.23969316963005768
(-9.894304343818863-12.131088085147024j),0.37634805267611726
(-10.007304788686536-12.472430762261196j),0.22713892955836704
(-9.931014573334949-12.407741704205076j),0.17965459292012534
(-9.951956483314795-12.436519817452288j),0.07451245897375285
(-9.939105051639993-12.508345703985075j),0.11033325821851273
(-10.050263480112278-12.50335622099893j),0.14469885127744234
(-9.720574995974724-12.186062640599902j),0.23435737790907615
(-9.876136979033253-12.447361689551638j),0.15969168238151163
(-9.742383468998286-12.365630398236608j),0.20667519493161582
(-9.76778298484049-12.285331653802087j),0.30628731207694104
(-9.832480697331572-12.52762940283693j),0.1038309259407467
(-9.929994075074976-12.395569889012394j),0.07815828746382315
(-9.754829434824364-12.557604184884308j),0.18215540436023409
(-9.795956344079803-12.510700463741719j),0.03646398327360352
(-9.902937692118286-12.509166997081413j),0.07860313824931883
(-9.912111033535835-12.633560655101745j),0.08219338185055643
(-9.911018413909625-12.417368089749216j),0.05390221055445217
(-9.72753771308663-12.6158097601378j),0.18852486850648387
(-9.859056943050795-12.465947036083932j),0.03678590450702373
(-9.80147258419316-12.581656494206326j),0.049193552436689075
(-9.64556706068408-12.202171003406129j),0.005210137846280838
(-9.760234173936292-12.458314712108399j),0.07863507514142268
(-9.820435098738784-12.361948487995054j),-0.012233464117573908
(-9.758074460138353-12.635767471472134j),0.03398579916035211
(-9.789804320762865-12.52906000370793j),0.028610587335486392
(-9.721978672907717-12.371205736918489j),0.11787757073804031
(-9.631048954769152-12.506729572785627j),0.09203664294277099
(-9.615058438239748-12.59741751267733j),0.1710801577564031
(-9.784445268370488-12.509978829455777j),0.0417452836425213
(-9.71098960792243-12.594252293009891j),0.052124513344381736
(-9.554025583598916-12.612651283959735j),0.14106339571123583
(-9.571945143410213-12.431616970247328j),0.14815809257883
(-9.746882777395193-12.614253174378629j),-0.024667464269627872
(-9.724852648880827-12.613685495634808j),-0.024172217444022263
(-9.70625432295403-12.605398683771757j),0.07923686327186776
(-9.71456820121544-12.514257935032834j),0.04751776491375242
(-9.648481521367492-12.531056409426858j),0.08731269140832414
(-9.623046307809515-12.697775410580176j),0.08841453461208482
(-9.650204780801225-12.62423789934795j),0.0428472973964058
(-9.711767567078303-12.579574995532996j),0.03582270169678691
(-9.49083674519898-12.598410920266563j),0.11417598769859043
(-9.57349168165736-12.58399230835097j),0.013594134489222498
(-9.5806307841642-12.523533485474205j),0.08144476967172946
(-9.628469253235343-12.602409026114366j),0.014503422356880498
(-9.599750807132153-12.599549224569502j),-0.004805981373911955
(-9.638718728867968-12.625029787065987j),0.092684314891936
(-9.593592448446424-12.656429993198065j),0.10294851059526607
(-9.581604409643878-12.586133529761437j),0.00629748128140062
(-9.595639717567227-12.573933237585608j),0.015365782280748625
(-9.578171752680541-12.627979862693854j),0.02497617563882016
(-9.631661443454446-12.557480445632686j),0.018614673180965137
(-9.569920471745997-12.563850775223743j),0.027922039675046566
(-9.600130259369346-12.610762360828591j),0.011875658428484332
(-9.56791577760554-12.584662401600658j),0.012721710664548044
(-9.571487163781688-12.557029696854322j),-0.027665616000605485
(-9.604574823554882-12.575539818992352j),0.008597800074987899
(-9.647375396919267-12.589650100107304j),-0.01025478109356267
(-9.600660465815183-12.590618960727388j),0.006916081118586838
(-9.602974669624636-12.608584232074717j),0.023629706768399192
(-9.634283435299588-12.619685615927125j),0.016782519987409324
(-9.603421509822276-12.59872951052836j),0.029723615066907474
(-9.598967222739216-12.600859632222827j),0.016162785140886444
(-9.62152883980635-12.588811309425484j),-0.03351873431800518
(-9.658640782777189-12.59637699183284j),0.0080233753670512
(-9.655697029848628-12.617570562249883j),-0.005339560759882571
(-9.650207022851442-12.608624112605865j),0.007930358958038678
(-9.60424702606887-12.608690089864082j),0.008702930416581192
(-9.593825787430266-12.601537244899726j),-0.005846173696061629
(-9.584272315106587-12.631663501075646j),0.061914470945562725
(-9.604317677501319-12.613805454564973j),0.0010133336270130365
(-9.59303102937268-12.538153116392294j),-0.005428050911637416
(-9.630906122054009-12.584007488592821j),-0.009463722357740574
(-9.600134015771165-12.641602358451603j),0.017724438597023134
(-9.619455261160715-12.615687895070867j),0.0022671993341382693
(-9.618583112290223-12.605916715237719j),0.019249452081062768
(-9.606990700961688-12.587462269018799j),-0.0593215449093173
(-9.558555511929862-12.60474680646351j),-0.005891900083535498
(-9.594816527627811-12.583659781140627j),0.017109645190600986
(-9.624021589738966-12.632183236372438j),0.04592334145499151
(-9.620292405011677-12.62624430697024j),0.010238190902544912
(-9.611502670464318-12.609631880917513j),0.02917807592965095
(-9.580663530438354-12.602633873480656j),-0.0054185916970079726
(-9.595560851388184-12.62772624431654j),0.015450178569513206
(-9.597847586162281-12.593369251306989j),-0.030444764744606077
(-9.607600965916612-12.58564948125694j),-0.031150518239541725
(-9.616788331032808-12.607644679667313j),-0.01973537726470412
(-9.551727280481677-12.617812760035752j),0.0011416278347571589
(-9.625656459796254-12.606577077661305j),0.013546282865504399
(-9.57659972627198-12.605974207434492j),-0.012208951693056615
(-9.587215845719609-12.61709358122462j),0.005516091179927459
(-9.603118319050326-12.583646650074304j),0.024057475532153316
(-9.59707668441299-12.60214209038218j),0.019125567416018105
(-9.58378423897202-12.61538386771548j),-0.01044393556300913
(-9.605581095383698-12.617990957225343j),0.009240598940007004
(-9.61156378632128-12.595533655096805j),0.013474418178163201
(-9.600702002092268-12.596902313606526j),-0.005510238336927476
(-9.596893523191934-12.608138234079522j),-0.027639716678881165
(-9.610267551012457-12.625041915183948j),-0.05116849492946814
(-9.60886529215502-12.615227597992854j),0.10290580791667882
(-9.61094332860302-12.593930142440199j),0.03962814986999774
(-9.58634876324083-12.586995573628537j),-0.028536614627727077
(-9.61544607618058-12.616384392360901j),0.02396880660791608
(-9.588406320487362-12.608653171823965j),0.023747269153699242
(-9.622574095230513-12.628099513086172j),0.011305381611462521
(-9.60709328946882-12.62466787698666j),0.006318498386934022
(-9.639993735329492-12.568037325932014j),-0.02294283454519819
(-9.594756555418599-12.609111499193999j),-0.020363372102125025
(-9.611764593853813-12.620373891678552j),0.020310405698768904
(-9.605079306673177-12.602893464429048j),0.0341668497904438
(-9.605383277553223-12.618039665225252j),0.0174195686048276
(-9.599862250991773-12.627627461610256j),0.002988939837699772
(-9.59216436229638-12.608769584707566j),0.014588815286783881
(-9.589062556460085-12.621714246374125j),0.0016255656378008992
(-9.59766043867046-12.61062543029662j),-0.011995950253038241
(-9.589524186686694-12.613127309853677j),-0.05465744941790353
(-9.600586178094373-12.625350496236162j),0.030449782906853917
(-9.599874075894355-12.615433882580547j),0.024559113259206313
(-9.608254173258414-12.611594727937215j),-0.018305070156299865
(-9.615938476237687-12.617439895876123j),-0.021898472966546206
(-9.612421317199171-12.611239211425199j),-0.009899280573032384
(-9.601658279148914-12.618691898514523j),0.004326623752136233
(-9.607425663729003-12.614672679966937j),-0.00976976693695835
(-9.613076578167528-12.581881111599532j),0.008036973111857259
(-9.591867268189874-12.614027477297293j),0.017816620284416704
(-9.605559858036179-12.606523673730171j),-0.01210184386212
(-9.606797907455471-12.611408403676233j),-0.030909401051224174
(-9.612991793635121-12.619988249612735j),-0.015194637078947729
(-9.60160402772447-12.625529160954073j),0.032014081865301455
(-9.589605780288625-12.595335210651202j),-0.011758184641202376
(-9.611708537797952-12.60352564495764j),0.012281672971044693
(-9.618395286192875-12.584205895122576j),0.009626917319404052
(-9.601770377417765-12.609198489877315j),0.006330281311509423
(-9.593594355475702-12.615727474570816j),-0.0024846755517557995
(-9.58950524744865-12.621296665568654j),0.010886929787689258
(-9.593421366540047-12.608449336332129j),-0.00127816864631806
(-9.614646837154831-12.584990902800191j),0.00712864398354715
(-9.61672400425264-12.596083003555854j),0.0040427880030597585
(-9.59657806968332-12.599397069646225j),0.006861789345799075
(-9.598499873763643-12.578700831228117j),0.031521138423039746
(-9.622900836164153-12.609613146045083j),-0.013989103211896137
(-9.605082589766782-12.606567825231714j),-0.038081435727137306
(-9.61203913290443-12.618056157188422j),-0.006700815967359999
(-9.582750798182067-12.617571766215955j),-0.0035369756274789437
(-9.614160728500677-12.597961253187801j),0.012787880156868447
(-9.614465417865965-12.602151727795102j),0.015775668545791356
(-9.563466797815082-12.636634913569804j),-0.0021147216495956667
(-9.60930823238777-12.591827581957514j),0.01599896099333992
(-9.59256804801858-12.623625651476322j),0.024652818486857082
(-9.587813099372022-12.58839655697603j),0.015798055534192584
(-9.596191833728735-12.607270623287675j),-0.00024191100908049678
(-9.596160129953988-12.615212979250755j),0.0054067344837580855
(-9.606327621363564-12.614275280800218j),0.009290086515094002
(-9.61489273890557-12.592674056168894j),0.014133122427297834
(-9.610180628276204-12.585889643695655j),-0.0056573711203331154
(-9.605928169164878-12.598506109646426j),0.021654621431754176
(-9.592033284695098-12.595104408288742j),0.028245144169623305
(-9.598657474700481-12.614000789129902j),0.0005832308577490197
(-9.607107608879078-12.603282858299227j),-4.6390905707099476e-05
(-9.589087851181228-12.618495899742502j),0.00028595293986064636
(-9.592286129736106-12.613992357099846j),-0.0024508674293468764
(-9.615057582059197-12.61668782903012j),0.02032584750643778
(-9.601288570127686-12.60555909179355j),0.01084229138116226
(-9.592175404272787-12.599917803408742j),0.00676201256090412
(-9.599808506331502-12.609363393355917j),-0.031579151002461
(-9.602074772587438-12.606543130837142j),-0.006799241807546726
(-9.611033858326952-12.606703540220632j),0.002138297249081414
(-9.604870669050156-12.59038709142243j),-0.011876573047084364
(-9.62058340220761-12.62010926192833j),0.01054201421624247
(-9.623014215175852-12.620935323110267j),-0.0037141268176877395
(-9.594697705663043-12.608994193045628j),0.009937679670568534
(-9.600755664443666-12.572433357595848j),0.020663780650208775
(-9.593953533180105-12.586747208442274j),0.026102033583318942
(-9.59583397960114-12.593672420300724j),-0.0355081851150221
(-9.60017791628021-12.597910611564949j),0.006872074008351358
(-9.583184978204349-12.588853544160582j),0.006160102757100669
(-9.588730932075965-12.612716878149973j),0.025881300762564695
(-9.606225333107357-12.598374933435j),0.03002240849566659
(-9.605889797663286-12.60673395628498j),-0.0194460577313907
(-9.607089513971669-12.602368071512275j),-0.0034472802712385265
(-9.613013429191057-12.613706033441112j),-0.009995516003595101
(-9.62172489190269-12.612870819015868j),0.0022377634255500802
(-9.588918442569364-12.605776752888925j),-0.013446961765817193
(-9.62053124968696-12.617795576357445j),-0.02429182327983249
(-9.57413453566602-12.620793907034678j),0.014861615299787264
(-9.587475049370774-12.612984876324024j),-0.002280556022627129
(-9.585099452146231-12.54695605296012j),0.01953158704302243
(-9.607032222349014-12.593047263827945j),-0.02617954453055671
(-9.589070016838834-12.601993776622315j),0.002610441396999675
(-9.592461190958728-12.589847817268376j),0.0010552148270632988
(-9.609157680621367-12.604457146723773j),-0.011208235149880123
(-9.581615864194152-12.60321538983598j),0.024684250431043494
(-9.609838779108062-12.600606706390732j),-0.010789554340804999
(-9.605203405942211-12.627225790457443j),0.012533382859501108
(-9.610013102245262-12.605553734660353j),-0.013916424593805769
(-9.603958453479-12.618996884111736j),-0.020108710659172857
(-9.605890496951579-12.597773340132317j),-0.004118200407862195
(-9.60946774538416-12.60792184057016j),-0.006270965439606398
(-9.608444496912059-12.608282880842893j),0.003073617604613558
(-9.592057019342302-12.612767237044883j),-0.012674610100394793
(-9.594507867195182-12.608911726770254j),-0.0036933538910646
(-9.602987414546119-12.59268020927298j),0.014852376806982101
(-9.591790236533294-12.619997132718323j),0.009423707846632089
(-9.610676389193985-12.619784318210968j),0.036497715970191226
(-9.599547848399085-12.619711356495403j),0.004777723313424076
(-9.608127293518706-12.603627780008582j),-0.024684171548910526
(-9.619572033261262-12.604475218047963j),-0.00601587648987375
(-9.618441383157778-12.600918460540088j),0.0008753598338675117
(-9.596200174481428-12.60707592951113j),0.005463538145863461
(-9.607724976719718-12.594101557383215j),0.0010701611233956657
(-9.59771530382212-12.624464948333433j),-0.01642899234773917
(-9.601197870552658-12.62457037128604j),0.015014934799633046
(-9.595066640502404-12.608780940591787j),-0.009718008583964394
(-9.609820556936123-12.593234426567482j),-0.0213381839186347
(-9.59732230107937-12.623700334344253j),-0.02565364062178603
(-9.587338917186612-12.618598995171705j),0.02238129084586641
(-9.607296572106796-12.622574680524174j),-0.009797057401806612
(-9.635892383940675-12.632126254412528j),0.0038731149118621574
(-9.594857789519548-12.606538452868726j),-0.01065105709908638
(-9.605828709020287-12.61656345760025j),0.01803699475701137
(-9.608250558263048-12.597191475335618j),-0.009390858887525064
(-9.59070559467015-12.638271278748608j),0.014418960274216235
(-9.610439108348043-12.606910152400326j),0.02353178404236347
(-9.621158023181117-12.602538912603896j),0.008319726120617592
(-9.620472591696164-12.592947779957223j),0.014609395601609327
(-9.593270667184202-12.61401630044013j),0.016533482642519932
(-9.600246527694168-12.610413421881177j),0.017296011033632593
(-9.587063850751296-12.58398476504753j),0.014342030358985116
(-9.60905439353494-12.613187183404852j),0.012193106386806873
(-9.605011439726729-12.598236555666727j),-0.00036116271528742667
(-9.61108684048417-12.609015136981949j),0.014176019017550097
(-9.606032877729408-12.600074444405926j),-0.015296758023347528
(-9.611326310857292-12.62849227288574j),0.02131118621139104
(-9.601643941467565-12.604989401373007j),-0.008300227345089856
(-9.61347358285304-12.610160524602163j),0.0048706267249381124
(-9.60549183477511-12.613778150218227j),0.011111909319903397
(-9.60673526420258-12.599394944644956j),0.00018039017685540537
(-9.59746564836063-12.609788929671241j),0.010755268977464632
(-9.601898104762363-12.600251318733351j),-0.0008127405867386396
(-9.586251713877747-12.597373395365835j),0.029451850235912635
(-9.598258831632048-12.61436946101634j),0.0008151912719346643
(-9.600027020826925-12.602055761322573j),-0.018548301828314517
(-9.589317714768177-12.580287444611043j),-0.022208451345150818
(-9.59522995368237-12.613819523553992j),0.006888479311034719
(-9.597918590708682-12.601160981409722j),-0.02313411050351401
(-9.605977460355133-12.59270331961691j),-0.0036327445050205135
(-9.602755139105524-12.596831288454316j),0.007081655287502523
(-9.607745905828926-12.613652520164676j),0.02791491360542232
(-9.591857692863535-12.634537481502056j),-0.027610269379666742
(-9.581819460155842-12.597424243754332j),-0.028768523547027833
(-9.585842284883089-12.61087715044456j),-0.00753253625628717
(-9.60848390787307-12.622024926842894j),-0.0008251513427163148
(-9.61253310894042-12.591179750373811j),0.028627344069319414
(-9.603997193020293-12.599691385135634j),0.02245911174328187
(-9.59334420850751-12.593363038408906j),0.009505609151900563
(-9.586745130525022-12.5982249157268j),-9.48814458476973e-05
(-9.593269144882825-12.613531446824359j),-0.003027591933697666
(-9.600048473157319-12.602138446903691j),-0.0010173865975880902
(-9.603902869708929-12.60682200970942j),-0.0032981700843632794
(-9.60224382240662-12.633242401041173j),0.04719353541219648
(-9.584751717290773-12.608140958713955j),0.011259940466045138
(-9.61515707656485-12.62418335275302j),0.028478578596917263
(-9.61066455763168-12.585087273368975j),-0.0243891571012646
(-9.601719323681266-12.596118244592244j),0.00435926525880186
(-9.616897720733185-12.608259213139657j),0.016191361909879076
(-9.614791347133163-12.608388100774432j),-0.003047923867647175
(-9.60698331757673-12.60698548948176j),0.04210515768485202
(-9.601254594327559-12.633106328765018j),-0.007415622156400562
(-9.590660172046498-12.599680423527499j),0.013043706618552569
(-9.591573947072892-12.615330707260025j),-0.0024711546997967355
(-9.605039412070354-12.611901704864968j),0.0005270215959506509
(-9.613781933990062-12.617861000221637j),0.004745451325418127
(-9.604083980727063-12.591833650853484j),-0.010301254746074002
(-9.607516319123622-12.607508930078785j),0.014913842576492791
(-9.60513414302022-12.612016518913371j),-0.034873119345443154
(-9.59323888896872-12.59955484139722j),0.003568887671007818
(-9.608517942969804-12.60543391095602j),-0.013054969129567119
(-9.602381647254672-12.611569829568635j),-0.03509559084964726
(-9.602540442100274-12.638068358704686j),-0.026066433123057703
(-9.612233560409573-12.614831415595113j),0.01587907829418412
(-9.598364542695002-12.603477428911884j),0.025646965782555757
(-9.595900795361878-12.630841751614957j),0.020855081373666068
(-9.602419813382072-12.593341260505301j),0.016669712811818276
(-9.605045951258544-12.604836273620327j),0.005978007323581854
(-9.598436059862783-12.606816024029738j),0.011919313788801731
(-9.59450367950618-12.597595097268949j),0.001724301378222511
(-9.606780794633785-12.603407512824548j),0.0041196572775110294
(-9.578733667540215-12.615829994848067j),0.004085617800948212
(-9.607336226944572-12.601760991745161j),-0.018206402437505806
(-9.59016201411916-12.614395092230366j),0.005301477896451283
(-9.608761568001318-12.612319357981544j),0.0005462017217231125
(-9.601935243580359-12.622099889959232j),0.01590003247546761
(-9.604698993882714-12.596688274790242j),0.005921807973436895
(-9.610802900820312-12.596454149713459j),0.025727313593286394
(-9.617977552435383-12.611604895311704j),-0.0014340377185763351
(-9.607299673569718-12.59966380313544j),0.008693214053741778
(-9.604801018425208-12.622829234982799j),0.027499202923243118
(-9.598880027651704-12.614892999546925j),0.01263944839797569
(-9.595413806563322-12.613705828312806j),-0.0018324461087208946
(-9.602400922557152-12.612944695551656j),0.016473534112986864
(-9.605718012396482-12.612207344266231j),0.004587740849769618
(-9.612675629112475-12.620817281230314j),0.011581545697443591
(-9.603117273291904-12.61370441566808j),-0.009124497867818021
(-9.613261591604555-12.604017453844646j),-0.005034182509198957
(-9.595995118737077-12.621404390883805j),-0.007876195862314446
(-9.613564478273865-12.614854807259192j),0.005103689462602673
(-9.60522447064773-12.595646533232287j),0.03181332374720926
(-9.60877528359884-12.617104425601665j),0.014297862261422606
(-9.593962127642946-12.627659582471447j),-0.03725766477220842
(-9.61368369044307-12.613585235371893j),0.018486818415775513
(-9.597420547914115-12.586828172419708j),-0.009334117215454777
(-9.610663178754805-12.591067031940671j),-0.016537683019248923
(-9.612090364397012-12.596431350449924j),-0.0031287344895951992
(-9.613498009153469-12.585976132952212j),0.0020521513586560206
(-9.595311488984118-12.61970671464255j),0.008014644297189545
(-9.611120897986522-12.613572264519073j),-0.012065375511499027
(-9.602721197912182-12.605479938499833j),0.005311550940882896
(-9.609595427934558-12.591923770053077j),-0.00914641237333866
(-9.59758915033447-12.612258886435129j),-0.004696564007175882
(-9.610197966213766-12.613500118739953j),-0.000616703085513329
(-9.604555684333667-12.619408881126711j),0.010191688299778253
(-9.60266791820145-12.61472130928578j),-0.000886025375098233
(-9.605306941037336-12.594398335794635j),-0.004006045944205227
(-9.586976408102093-12.619912823196287j),-0.02095934369857009
(-9.617753265218377-12.594434920342048j),0.03649141368772723
