E,z,var
(-9.85197938216905-12.502961747174082j),(-9.85197938216905-12.502961747174082j),0.00691873996144537
(-9.855570569898916-12.501580597000581j),(-9.855570569898916-12.501580597000581j),-0.007372300892868337
(-9.854584057390364-12.502675382859959j),(-9.854584057390364-12.502675382859959j),0.0029329871711462644
(-9.85371229097003-12.501696670979982j),(-9.85371229097003-12.501696670979982j),-0.006760573903874959
(-9.851659656723315-12.50141730437869j),(-9.851659656723315-12.50141730437869j),0.02108914663915539
(-9.851666450330061-12.501477772267362j),(-9.851666450330061-12.501477772267362j),0.00027241102017999056
(-9.851818376259454-12.50321936251067j),(-9.851818376259454-12.50321936251067j),-0.002206081092612608
(-9.85250847705246-12.50147369114379j),(-9.85250847705246-12.50147369114379j),0.002177075901412778
(-9.852171710957252-12.503863082636649j),(-9.852171710957252-12.503863082636649j),0.01652429287722202
(-9.851099604459838-12.501570868147061j),(-9.851099604459838-12.501570868147061j),-0.0015412915493972456
(-9.851773101504321-12.50374516739998j),(-9.851773101504321-12.50374516739998j),-0.014591157251413191
(-9.853929028952704-12.500823504967933j),(-9.853929028952704-12.500823504967933j),-0.012604678679275413
(-9.849011129291654-12.50212983624381j),(-9.849011129291654-12.50212983624381j),-0.0006940730372869597
(-9.847744570222176-12.503143403777578j),(-9.847744570222176-12.503143403777578j),0.008561262080427746
(-9.849791045727748-12.503368270689366j),(-9.849791045727748-12.503368270689366j),-0.007760563852991528
(-9.847485016805926-12.503309557240154j),(-9.847485016805926-12.503309557240154j),0.004751369955859297
(-9.847767862702106-12.502182509151146j),(-9.847767862702106-12.502182509151146j),0.008121339503372746
(-9.846889655832516-12.50313477886876j),(-9.846889655832516-12.50313477886876j),-0.0029303879667281763
(-9.846197026914012-12.502535182415489j),(-9.846197026914012-12.502535182415489j),-0.006431483439149317
(-9.844898975299056-12.505341635849792j),(-9.844898975299056-12.505341635849792j),-0.005017531584741615
(-9.844785408718343-12.504542695056609j),(-9.844785408718343-12.504542695056609j),-0.013493930199878998
(-9.84569627488496-12.504679715365763j),(-9.84569627488496-12.504679715365763j),0.00260078339509043
(-9.843802279166084-12.50439980350281j),(-9.843802279166084-12.50439980350281j),-0.01610937748753962
(-9.845049739532527-12.504114523170434j),(-9.845049739532527-12.504114523170434j),0.01408499872506143
(-9.843837084843297-12.504281849761018j),(-9.843837084843297-12.504281849761018j),-0.011285801973372596
(-9.84246577461813-12.503786428588148j),(-9.84246577461813-12.503786428588148j),-0.001508418619807564
(-9.845283430268164-12.503009569595676j),(-9.845283430268164-12.503009569595676j),-0.0077457552972984576
(-9.841102507946315-12.503534471707562j),(-9.841102507946315-12.503534471707562j),0.013285834766928394
(-9.841724901504456-12.50557906457571j),(-9.841724901504456-12.50557906457571j),0.01412469474547561
(-9.841725773100325-12.505411172510305j),(-9.841725773100325-12.505411172510305j),-0.004526334501372997
(-9.839250605174014-12.503933147907377j),(-9.839250605174014-12.503933147907377j),-0.014784238419419836
(-9.83940465369049-12.505683489849558j),(-9.83940465369049-12.505683489849558j),0.004219429826381627
(-9.8394498481187-12.506430976925454j),(-9.8394498481187-12.506430976925454j),-0.015397398711969788
(-9.84256122352835-12.504557555359435j),(-9.84256122352835-12.504557555359435j),0.024471641113358877
(-9.841782975925208-12.504931700719956j),(-9.841782975925208-12.504931700719956j),-0.004986272321530357
(-9.840498421592043-12.50525156439211j),(-9.840498421592043-12.50525156439211j),0.008322170113403322
(-9.836796177435211-12.506986741853876j),(-9.836796177435211-12.506986741853876j),0.007260888093268267
(-9.838503035870946-12.505818890435279j),(-9.838503035870946-12.505818890435279j),-0.006151978271839919
(-9.838824517136016-12.507234131659965j),(-9.838824517136016-12.507234131659965j),0.004640182373681985
(-9.839447080972262-12.504412239659889j),(-9.839447080972262-12.504412239659889j),0.014097037454422524
(-9.838406388994558-12.506887670725302j),(-9.838406388994558-12.506887670725302j),-0.007567363237555694
(-9.84065451559475-12.508111372013781j),(-9.84065451559475-12.508111372013781j),-0.007883364663629641
(-9.838088077666267-12.506404662738333j),(-9.838088077666267-12.506404662738333j),0.0007731614335843987
(-9.83582539587567-12.50680111868207j),(-9.83582539587567-12.50680111868207j),0.008365682689586377
(-9.837731417529683-12.506804663172346j),(-9.837731417529683-12.506804663172346j),-0.003410876280027546
(-9.836057485408334-12.507177137472167j),(-9.836057485408334-12.507177137472167j),-0.0010382156999527061
(-9.836947513175465-12.50762760038891j),(-9.836947513175465-12.50762760038891j),0.0019015110183011254
(-9.835421673366007-12.506794291967841j),(-9.835421673366007-12.506794291967841j),0.013366459838050468
(-9.836156038780338-12.507960235909973j),(-9.836156038780338-12.507960235909973j),-0.0031077048565482383
(-9.835906459318336-12.506944703511435j),(-9.835906459318336-12.506944703511435j),-0.005951513253182026
(-9.835058483367003-12.506717143922307j),(-9.835058483367003-12.506717143922307j),0.0324754569882842
(-9.834440747073613-12.508717717376767j),(-9.834440747073613-12.508717717376767j),-0.004059853789014834
(-9.836097083818634-12.507706470347962j),(-9.836097083818634-12.507706470347962j),-0.0020580912481767384
(-9.836586778722214-12.507958066656096j),(-9.836586778722214-12.507958066656096j),0.011790567540078737
(-9.836465366907529-12.508462252144756j),(-9.836465366907529-12.508462252144756j),0.004236392156993617
(-9.836669712647508-12.506208586861682j),(-9.836669712647508-12.506208586861682j),-0.008050541927375091
(-9.834312219598576-12.50771765396599j),(-9.834312219598576-12.50771765396599j),0.0014497643520770445
(-9.833565603035515-12.507675926203705j),(-9.833565603035515-12.507675926203705j),0.0007975904191814679
(-9.832207419484691-12.508451193733043j),(-9.832207419484691-12.508451193733043j),-0.0037294662458271155
(-9.83413079447047-12.506622969460237j),(-9.83413079447047-12.506622969460237j),0.01204577334890437
(-9.833758557897648-12.506230356086876j),(-9.833758557897648-12.506230356086876j),0.02071658153419283
(-9.832574517448883-12.50690489398962j),(-9.832574517448883-12.50690489398962j),-0.0007444770600454289
(-9.835872527634631-12.50730176701665j),(-9.835872527634631-12.50730176701665j),0.0018754748516120422
(-9.832728012170172-12.507602080795406j),(-9.832728012170172-12.507602080795406j),0.0008629768867356306
(-9.83286933378104-12.507631433796451j),(-9.83286933378104-12.507631433796451j),0.017481508044687823
(-9.834127481558408-12.50798714942093j),(-9.834127481558408-12.50798714942093j),0.002399532580519401
(-9.830877523462505-12.508754591703708j),(-9.830877523462505-12.508754591703708j),-0.009770568001721177
(-9.830306032993244-12.509161920822537j),(-9.830306032993244-12.509161920822537j),0.015397014221520067
(-9.829461089297432-12.509411194777027j),(-9.829461089297432-12.509411194777027j),0.004879847811426746
(-9.830620023750823-12.507597140406537j),(-9.830620023750823-12.507597140406537j),-0.005822014978163123
(-9.831422196289672-12.508702115094133j),(-9.831422196289672-12.508702115094133j),0.0036750682258714492
(-9.828602769928267-12.507995795182866j),(-9.828602769928267-12.507995795182866j),0.013238385291409424
(-9.829069816308344-12.508830154214502j),(-9.829069816308344-12.508830154214502j),-0.0029018728947414548
(-9.829240992492526-12.508627561269684j),(-9.829240992492526-12.508627561269684j),-0.007009781285642164
(-9.829662121842155-12.510918764467583j),(-9.829662121842155-12.510918764467583j),0.005614145510380676
(-9.828858025155345-12.51088005563664j),(-9.828858025155345-12.51088005563664j),-0.016026004857835344
(-9.828894463861868-12.509475003427893j),(-9.828894463861868-12.509475003427893j),0.01233883802601144
(-9.82859291834427-12.509996778130619j),(-9.82859291834427-12.509996778130619j),-0.003875122046388747
(-9.827991944363363-12.510268456379851j),(-9.827991944363363-12.510268456379851j),0.01888693111285853
(-9.826993990782446-12.510665894206642j),(-9.826993990782446-12.510665894206642j),0.00016322870610132494
(-9.828217767877637-12.5097607325812j),(-9.828217767877637-12.5097607325812j),0.0005299907212574114
(-9.826764094558195-12.51120333332022j),(-9.826764094558195-12.51120333332022j),0.005935974436557527
(-9.827379253636435-12.51120964026542j),(-9.827379253636435-12.51120964026542j),-0.0017759271476052163
(-9.829165520098238-12.51097125935845j),(-9.829165520098238-12.51097125935845j),0.028011267010681545
(-9.827084899950838-12.510802548107248j),(-9.827084899950838-12.510802548107248j),0.0031531328328694166
(-9.827931015514032-12.51238519200671j),(-9.827931015514032-12.51238519200671j),-0.016958500053235296
(-9.828660359052-12.51109523453362j),(-9.828660359052-12.51109523453362j),-0.009732901717628674
(-9.827762569545058-12.511576246895839j),(-9.827762569545058-12.511576246895839j),-0.006605126290593947
(-9.824766863955844-12.511516372366845j),(-9.824766863955844-12.511516372366845j),0.010139541546639715
(-9.825273630165817-12.512602442292218j),(-9.825273630165817-12.512602442292218j),-0.013284276009300362
(-9.826693422056364-12.510560609050753j),(-9.826693422056364-12.510560609050753j),0.0025739279216993724
(-9.824419263554496-12.51031860121453j),(-9.824419263554496-12.51031860121453j),0.002320578879222907
(-9.825681095443535-12.51090374356431j),(-9.825681095443535-12.51090374356431j),0.01093990566845206
(-9.823452619632995-12.512030151478887j),(-9.823452619632995-12.512030151478887j),0.00041746177055031127
(-9.82328157429502-12.51249468927315j),(-9.82328157429502-12.51249468927315j),0.01139438482852931
(-9.823719009188311-12.513930102600662j),(-9.823719009188311-12.513930102600662j),-0.022519286520353683
(-9.824701400923333-12.510377761202793j),(-9.824701400923333-12.510377761202793j),0.010281712994879755
(-9.823720120180742-12.512728055224205j),(-9.823720120180742-12.512728055224205j),0.02457466281827109
(-9.822849707007984-12.511530836378913j),(-9.822849707007984-12.511530836378913j),-0.009883353000968926
(-9.820123874737455-12.513694199183945j),(-9.820123874737455-12.513694199183945j),-0.009750111984128272
(-9.821549816841543-12.511031479452871j),(-9.821549816841543-12.511031479452871j),0.014430654139356113
(-9.821434411285958-12.513192351406387j),(-9.821434411285958-12.513192351406387j),-0.001811804192337308
(-9.821025789031676-12.512651292910466j),(-9.821025789031676-12.512651292910466j),-0.003805025663136947
(-9.82250997130417-12.512764464140695j),(-9.82250997130417-12.512764464140695j),0.0006015554310731803
(-9.821229372928148-12.511531808487451j),(-9.821229372928148-12.511531808487451j),-0.01309174010037444
(-9.821661981303048-12.511610238797404j),(-9.821661981303048-12.511610238797404j),0.015084259860096998
(-9.822937379086213-12.513446409891346j),(-9.822937379086213-12.513446409891346j),-0.014057431924104295
(-9.821085371857006-12.514654019867645j),(-9.821085371857006-12.514654019867645j),-0.00354790908625452
(-9.820929805227541-12.51468125621011j),(-9.820929805227541-12.51468125621011j),0.001456486099028906
(-9.82152835645286-12.512197845152283j),(-9.82152835645286-12.512197845152283j),-0.006928218328410489
(-9.821815943643601-12.512363202531365j),(-9.821815943643601-12.512363202531365j),-0.004955097678162705
(-9.820242943429434-12.511942707469965j),(-9.820242943429434-12.511942707469965j),-0.00714420212500319
(-9.820659935278172-12.512021935640625j),(-9.820659935278172-12.512021935640625j),0.016261913818341092
(-9.820657955251258-12.51388903276703j),(-9.820657955251258-12.51388903276703j),0.0028373666296127495
(-9.81974972732671-12.514640979747279j),(-9.81974972732671-12.514640979747279j),0.017329515802137912
(-9.817711664525374-12.514148376807247j),(-9.817711664525374-12.514148376807247j),-0.013592537376486764
(-9.8192531999446-12.514741322190565j),(-9.8192531999446-12.514741322190565j),0.017736526164823217
(-9.819012463122933-12.515075963732146j),(-9.819012463122933-12.515075963732146j),0.0016743999649384202
(-9.817926914721827-12.515380270318945j),(-9.817926914721827-12.515380270318945j),0.005208861458881424
(-9.817650568761435-12.515288994660482j),(-9.817650568761435-12.515288994660482j),0.00136282527757109
(-9.818775746758067-12.516474580485443j),(-9.818775746758067-12.516474580485443j),-0.004295542541018539
(-9.816549575481018-12.51621787301146j),(-9.816549575481018-12.51621787301146j),0.007692422263411056
(-9.816589982474806-12.516694989282684j),(-9.816589982474806-12.516694989282684j),-0.010816584623591826
(-9.817630732198868-12.514567212616221j),(-9.817630732198868-12.514567212616221j),-0.000312926876542662
(-9.817557490277006-12.514987465745525j),(-9.817557490277006-12.514987465745525j),-0.0014896680588496081
(-9.818023962519408-12.515433054165802j),(-9.818023962519408-12.515433054165802j),-0.004481391948114299
(-9.817714968573952-12.513517373862028j),(-9.817714968573952-12.513517373862028j),0.000693918479205043
(-9.81712677631981-12.514135572463106j),(-9.81712677631981-12.514135572463106j),0.00998816166690905
(-9.81626960197413-12.516064463440637j),(-9.81626960197413-12.516064463440637j),-0.015654822688379085
(-9.814689309698784-12.514879930516145j),(-9.814689309698784-12.514879930516145j),-0.01843055579941154
(-9.817376662315098-12.515509687459412j),(-9.817376662315098-12.515509687459412j),-0.0049777263124493425
(-9.8150633795411-12.514462230693656j),(-9.8150633795411-12.514462230693656j),-0.0027369895712684496
(-9.816980274734872-12.51367190260066j),(-9.816980274734872-12.51367190260066j),-0.005892585012041142
(-9.816863643046489-12.514293295535145j),(-9.816863643046489-12.514293295535145j),0.001307386644935518
(-9.816560928286075-12.514285019392618j),(-9.816560928286075-12.514285019392618j),0.0035903596973538596
(-9.816354185913855-12.512353563164389j),(-9.816354185913855-12.512353563164389j),-0.0030040575469443063
(-9.814646834195425-12.51422876200692j),(-9.814646834195425-12.51422876200692j),-0.00797536104111862
(-9.813105505868222-12.512900578418412j),(-9.813105505868222-12.512900578418412j),-0.00045393289591961615
(-9.815334488636832-12.513576622640446j),(-9.815334488636832-12.513576622640446j),-0.001912555067719264
(-9.814299322568601-12.514902670416975j),(-9.814299322568601-12.514902670416975j),0.019932302971713375
(-9.813682326906635-12.513762167000095j),(-9.813682326906635-12.513762167000095j),0.0058081482814004845
(-9.813500364588167-12.514382499839895j),(-9.813500364588167-12.514382499839895j),-0.007617197992593511
(-9.814177275564411-12.513570016641761j),(-9.814177275564411-12.513570016641761j),0.007870939454577067
(-9.812786757099294-12.512962469356955j),(-9.812786757099294-12.512962469356955j),0.001600356456750642
(-9.81194418367314-12.514861911089385j),(-9.81194418367314-12.514861911089385j),-0.0042128415552084
(-9.813165965675354-12.51397425456289j),(-9.813165965675354-12.51397425456289j),0.009839968608393035
(-9.81126469907554-12.513773935698257j),(-9.81126469907554-12.513773935698257j),0.001657284210567569
(-9.810817985603355-12.515033187711468j),(-9.810817985603355-12.515033187711468j),0.0074951661389648155
(-9.81207690667537-12.515355892900887j),(-9.81207690667537-12.515355892900887j),0.0016806024004628693
(-9.811152804031027-12.516070870411811j),(-9.811152804031027-12.516070870411811j),0.013548079709255579
(-9.811329689068247-12.515383873827359j),(-9.811329689068247-12.515383873827359j),0.004531823495496957
(-9.80932967333333-12.515839897381305j),(-9.80932967333333-12.515839897381305j),0.01804113321219663
(-9.810437656960184-12.516374018688635j),(-9.810437656960184-12.516374018688635j),0.007682272595083022
(-9.811279390862968-12.517076181009347j),(-9.811279390862968-12.517076181009347j),-0.0036052754246431126
(-9.811206010304506-12.516262877334375j),(-9.811206010304506-12.516262877334375j),0.008900558444485528
(-9.8106153125902-12.516364947604195j),(-9.8106153125902-12.516364947604195j),0.003190706264763862
(-9.807101907902005-12.516692259175183j),(-9.807101907902005-12.516692259175183j),0.014990919519022324
(-9.8099684866579-12.517908797640334j),(-9.8099684866579-12.517908797640334j),-0.0166239612440583
(-9.808903186680022-12.517057984080273j),(-9.808903186680022-12.517057984080273j),0.0026964201926913366
(-9.806929624003267-12.518034021362933j),(-9.806929624003267-12.518034021362933j),0.010836025540816495
(-9.808386863625104-12.518679279982276j),(-9.808386863625104-12.518679279982276j),0.002828254317519745
(-9.81036465808262-12.51883074817478j),(-9.81036465808262-12.51883074817478j),-0.018312248778778708
(-9.811381421526415-12.516648942635904j),(-9.811381421526415-12.516648942635904j),-0.008571317784596235
(-9.809530124781574-12.515515227032308j),(-9.809530124781574-12.515515227032308j),0.011063059671324293
(-9.808269383878757-12.5143926326566j),(-9.808269383878757-12.5143926326566j),0.0002454832038294864
(-9.806656754337421-12.516876114990657j),(-9.806656754337421-12.516876114990657j),0.01423040968474908
(-9.806387078250703-12.51747669702099j),(-9.806387078250703-12.51747669702099j),0.0014589157957101315
(-9.80589817752937-12.51705288303068j),(-9.80589817752937-12.51705288303068j),-0.0039003386450350793
(-9.80405305121877-12.517415289276201j),(-9.80405305121877-12.517415289276201j),0.000661561749210261
(-9.806165238183675-12.516516387293226j),(-9.806165238183675-12.516516387293226j),-0.0010980128637983837
(-9.805632845332825-12.516132263980557j),(-9.805632845332825-12.516132263980557j),0.01360539368746756
(-9.805576080635952-12.51571128024149j),(-9.805576080635952-12.51571128024149j),0.006850803630333039
(-9.804821211868058-12.516659343703395j),(-9.804821211868058-12.516659343703395j),-0.007413995550323415
(-9.805181951331486-12.518231670625601j),(-9.805181951331486-12.518231670625601j),0.01843359160313271
(-9.804581516355462-12.517443462663534j),(-9.804581516355462-12.517443462663534j),0.01037218954749168
(-9.80421444498433-12.51900496768404j),(-9.80421444498433-12.51900496768404j),-0.01433463536294142
(-9.806489124528706-12.518228450452083j),(-9.806489124528706-12.518228450452083j),-0.017787262351251207
(-9.80208307245816-12.517801740950395j),(-9.80208307245816-12.517801740950395j),-0.005486020665243597
(-9.803646955180914-12.516390224652616j),(-9.803646955180914-12.516390224652616j),0.0012766488132050263
(-9.804086637692729-12.518381912491735j),(-9.804086637692729-12.518381912491735j),0.0006148255334779598
(-9.804464994367555-12.516452075330223j),(-9.804464994367555-12.516452075330223j),-0.007013255313249521
(-9.804335844815023-12.51804317731266j),(-9.804335844815023-12.51804317731266j),0.00971006156794013
(-9.804324388752056-12.518542890022342j),(-9.804324388752056-12.518542890022342j),-0.01106492450921337
(-9.803505674853225-12.518332143800823j),(-9.803505674853225-12.518332143800823j),-0.016206200105507773
(-9.803728530294814-12.516506797164423j),(-9.803728530294814-12.516506797164423j),-0.004633379419403123
(-9.805789745031422-12.517849460028284j),(-9.805789745031422-12.517849460028284j),-0.01805229140955412
(-9.805749548792525-12.517239872702095j),(-9.805749548792525-12.517239872702095j),0.002833735459800451
(-9.804275786952736-12.518435781701756j),(-9.804275786952736-12.518435781701756j),0.009808202987491608
(-9.803525314099083-12.517590925437359j),(-9.803525314099083-12.517590925437359j),-0.0023165878230622457
(-9.8049386861764-12.517112603706762j),(-9.8049386861764-12.517112603706762j),-0.0061343215261038106
(-9.80331525546032-12.517406414150985j),(-9.80331525546032-12.517406414150985j),-0.017542034731779912
(-9.80285123780233-12.517231575547445j),(-9.80285123780233-12.517231575547445j),0.008674423300203129
(-9.802811389259203-12.518521771897518j),(-9.802811389259203-12.518521771897518j),0.002469951703324294
(-9.801481509352906-12.51886096450984j),(-9.801481509352906-12.51886096450984j),-0.013727890309948655
(-9.801710117651664-12.516348056664963j),(-9.801710117651664-12.516348056664963j),0.007406798928846073
(-9.803259405176753-12.516322378490958j),(-9.803259405176753-12.516322378490958j),0.011416073306586819
(-9.80330929654446-12.516335873946842j),(-9.80330929654446-12.516335873946842j),0.015143599865750512
(-9.802826726374482-12.518071581783754j),(-9.802826726374482-12.518071581783754j),0.014649472027410107
(-9.802369503510091-12.518177663101527j),(-9.802369503510091-12.518177663101527j),-0.0004270203789013117
(-9.801657268336486-12.516726486492914j),(-9.801657268336486-12.516726486492914j),0.007952319307717982
(-9.802772349345805-12.516844758935273j),(-9.802772349345805-12.516844758935273j),-0.007405677156661625
(-9.803739293045927-12.518282120573156j),(-9.803739293045927-12.518282120573156j),-0.005962612944770965
(-9.80176968997149-12.518811194592372j),(-9.80176968997149-12.518811194592372j),0.010442143915704654
(-9.801251004428307-12.520018010350144j),(-9.801251004428307-12.520018010350144j),0.00989792683362649
(-9.800607733816774-12.520735411574982j),(-9.800607733816774-12.520735411574982j),0.003335777721860816
(-9.799448300505794-12.519620299749873j),(-9.799448300505794-12.519620299749873j),0.011541052574739205
(-9.799296365823208-12.51967658387277j),(-9.799296365823208-12.51967658387277j),-0.02085330739333181
(-9.800335040100713-12.520168916255345j),(-9.800335040100713-12.520168916255345j),0.010771508496071917
(-9.801640314325729-12.520601849039668j),(-9.801640314325729-12.520601849039668j),0.007095244861217802
(-9.798777664869663-12.521441480028708j),(-9.798777664869663-12.521441480028708j),-0.01596954116137708
(-9.798588882199319-12.518930398666946j),(-9.798588882199319-12.518930398666946j),-0.021774303406425857
(-9.798483685450876-12.519429429296714j),(-9.798483685450876-12.519429429296714j),0.003479988073791226
(-9.79780998228077-12.520194523447191j),(-9.79780998228077-12.520194523447191j),0.008342265058336538
(-9.798935235793037-12.520536932317643j),(-9.798935235793037-12.520536932317643j),0.019581378812937877
(-9.798865897639383-12.521676217600177j),(-9.798865897639383-12.521676217600177j),0.005892828762495038
(-9.798012194466194-12.521682175220583j),(-9.798012194466194-12.521682175220583j),-0.0033976851079887275
(-9.798385012791561-12.521809966364808j),(-9.798385012791561-12.521809966364808j),-0.003710175151890585
(-9.79891680505818-12.52060025012388j),(-9.79891680505818-12.52060025012388j),0.011147915576321749
(-9.797436233211263-12.521757685639706j),(-9.797436233211263-12.521757685639706j),0.004602375600605621
(-9.797544037529626-12.52023640869901j),(-9.797544037529626-12.52023640869901j),-0.0026118763034405097
(-9.797447219950667-12.52032412614397j),(-9.797447219950667-12.52032412614397j),-0.011056195318110619
(-9.79461772683448-12.52095741993792j),(-9.79461772683448-12.52095741993792j),-0.014549987185707398
(-9.795163416786483-12.520437045033662j),(-9.795163416786483-12.520437045033662j),0.006263646743428176
(-9.794822244978405-12.520127851653099j),(-9.794822244978405-12.520127851653099j),0.016682137756201122
(-9.795132557366559-12.520931679389689j),(-9.795132557366559-12.520931679389689j),-0.009376185636724026
(-9.79270192399069-12.52133029958829j),(-9.79270192399069-12.52133029958829j),-0.003354200810447436
(-9.79398643592012-12.521337369027428j),(-9.79398643592012-12.521337369027428j),0.01362862330987645
(-9.792413303212495-12.521960777570722j),(-9.792413303212495-12.521960777570722j),-0.0008565201050235567
(-9.793204656102464-12.521243417107826j),(-9.793204656102464-12.521243417107826j),0.0051379565827763445
(-9.791306625008117-12.521602973706583j),(-9.791306625008117-12.521602973706583j),-0.02060027932965512
(-9.793305159229071-12.521652154779959j),(-9.793305159229071-12.521652154779959j),-0.02317922782932041
(-9.79061497018457-12.522728706016293j),(-9.79061497018457-12.522728706016293j),-0.009090231053181786
(-9.791764239355084-12.521488981463413j),(-9.791764239355084-12.521488981463413j),-0.00048610990443518986
(-9.791461846418777-12.520402432869226j),(-9.791461846418777-12.520402432869226j),0.009170882186792607
(-9.792161188970766-12.522709594212513j),(-9.792161188970766-12.522709594212513j),0.0015180097135778432
(-9.790949731354823-12.521106127986355j),(-9.790949731354823-12.521106127986355j),0.013202088778193738
(-9.7919413857343-12.523492292636895j),(-9.7919413857343-12.523492292636895j),-0.0014072178020629032
(-9.791312006037154-12.522688089936167j),(-9.791312006037154-12.522688089936167j),-0.0063173921437702394
(-9.791221460634889-12.521374523878945j),(-9.791221460634889-12.521374523878945j),-0.0024671288967320535
(-9.790517053168323-12.52234656743568j),(-9.790517053168323-12.52234656743568j),-0.008513150959239673
(-9.790331810925036-12.523513585264514j),(-9.790331810925036-12.523513585264514j),0.0005100716323421953
(-9.791217095227159-12.52244922065557j),(-9.791217095227159-12.52244922065557j),0.00704398433058008
(-9.790880658982221-12.524628086682561j),(-9.790880658982221-12.524628086682561j),-0.018380198436814803
(-9.789608806241908-12.523139027775448j),(-9.789608806241908-12.523139027775448j),-0.01018408766595705
(-9.79002406331379-12.523519176934458j),(-9.79002406331379-12.523519176934458j),0.025006804322203376
(-9.789051371700362-12.522693952315183j),(-9.789051371700362-12.522693952315183j),0.010419681561720446
(-9.788905967834728-12.523845393625388j),(-9.788905967834728-12.523845393625388j),-0.011199081274695807
(-9.789731484258485-12.524852027204808j),(-9.789731484258485-12.524852027204808j),0.01868349416773591
(-9.78780366938734-12.524125361885703j),(-9.78780366938734-12.524125361885703j),0.00119733036069286
(-9.788196813008772-12.523703020604609j),(-9.788196813008772-12.523703020604609j),0.010999775605867287
(-9.78948087948423-12.526474173832307j),(-9.78948087948423-12.526474173832307j),0.008610996947117387
(-9.789843062322749-12.523945306927017j),(-9.789843062322749-12.523945306927017j),0.0013309987893990183
(-9.790038349421813-12.523072831763413j),(-9.790038349421813-12.523072831763413j),-0.009994341985042237
(-9.787788044684849-12.524394970903671j),(-9.787788044684849-12.524394970903671j),0.006825120631739472
(-9.78832040606642-12.523788519325837j),(-9.78832040606642-12.523788519325837j),0.010635910256876881
(-9.787974683798026-12.524022291746542j),(-9.787974683798026-12.524022291746542j),-0.003973822366362803
(-9.791374994539119-12.524158950710692j),(-9.791374994539119-12.524158950710692j),0.016570565431501046
(-9.787716468701024-12.52571132372158j),(-9.787716468701024-12.52571132372158j),0.013389613172844544
(-9.78579842489765-12.525641044704972j),(-9.78579842489765-12.525641044704972j),-0.025812052298629762
(-9.78752703294777-12.523722627879398j),(-9.78752703294777-12.523722627879398j),0.002269936623558048
(-9.788457541492331-12.523549710909506j),(-9.788457541492331-12.523549710909506j),0.013505335333844766
(-9.788162800539643-12.524339212340893j),(-9.788162800539643-12.524339212340893j),0.008214451476283734
(-9.787368824497886-12.524178278592819j),(-9.787368824497886-12.524178278592819j),0.012915859591316803
(-9.787957801570196-12.525536297476803j),(-9.787957801570196-12.525536297476803j),0.016985337404598847
(-9.788268370682024-12.524490372841887j),(-9.788268370682024-12.524490372841887j),0.011655760342434299
(-9.787731987949055-12.526960355272418j),(-9.787731987949055-12.526960355272418j),-0.004643772636014665
(-9.786558204481997-12.526160146232613j),(-9.786558204481997-12.526160146232613j),0.006587963957530616
(-9.787639045612416-12.525513508999937j),(-9.787639045612416-12.525513508999937j),0.0035460066261385863
(-9.785764159536747-12.527218747582873j),(-9.785764159536747-12.527218747582873j),0.017923386970491742
(-9.786230829134828-12.525622499962038j),(-9.786230829134828-12.525622499962038j),0.013520479037521587
(-9.785105059052977-12.527679994125014j),(-9.785105059052977-12.527679994125014j),0.0022831216273203384
(-9.786037761036392-12.528134854599635j),(-9.786037761036392-12.528134854599635j),0.0014825438408428858
(-9.785556755502254-12.527911065132562j),(-9.785556755502254-12.527911065132562j),0.01938040429002462
(-9.785873981359517-12.527621380545915j),(-9.785873981359517-12.527621380545915j),0.01734630275313569
(-9.785682792231682-12.52783304115667j),(-9.785682792231682-12.52783304115667j),0.0009372739904016552
(-9.783678794472616-12.528116041017537j),(-9.783678794472616-12.528116041017537j),-0.007979641727503338
(-9.785517730990206-12.530413414771894j),(-9.785517730990206-12.530413414771894j),0.009345167534505771
(-9.784616456521197-12.528694064119886j),(-9.784616456521197-12.528694064119886j),0.0009394103757904484
(-9.78582037633762-12.529366433184231j),(-9.78582037633762-12.529366433184231j),0.015216986570511914
(-9.784211547512363-12.53018972587431j),(-9.784211547512363-12.53018972587431j),-0.012496757454461282
(-9.786252502150354-12.527452435566959j),(-9.786252502150354-12.527452435566959j),-0.007910649541459168
(-9.78547908726681-12.528132960703097j),(-9.78547908726681-12.528132960703097j),0.008019960188680633
(-9.783640995891584-12.528183825703001j),(-9.783640995891584-12.528183825703001j),0.0064992711043447655
(-9.78305697500608-12.529654751368215j),(-9.78305697500608-12.529654751368215j),0.0029462504914950687
(-9.78252559281492-12.529110081920319j),(-9.78252559281492-12.529110081920319j),0.020114560286870416
(-9.783007958635455-12.529398314330761j),(-9.783007958635455-12.529398314330761j),-0.007623831736660732
(-9.783440350679449-12.52962895228524j),(-9.783440350679449-12.52962895228524j),0.002118137413166973
(-9.784127182820148-12.529246341686j),(-9.784127182820148-12.529246341686j),-0.0003717651472230601
(-9.783926116853841-12.529520474933594j),(-9.783926116853841-12.529520474933594j),-7.960139612801897e-06
(-9.781917461704111-12.530249787052849j),(-9.781917461704111-12.530249787052849j),0.010056955696062422
(-9.782604594207594-12.530280938480242j),(-9.782604594207594-12.530280938480242j),0.008222414414516396
(-9.780512443963262-12.530439329228676j),(-9.780512443963262-12.530439329228676j),-0.012293908461307932
(-9.780518126801784-12.530032574889951j),(-9.780518126801784-12.530032574889951j),-0.0038745018017675103
