ks,Gs_exact,E_estimate
0.0,(-1.0440306508910564-2.9659791879741373e-18j),(-1.044029908239903+5.823351512373315e-22j)
0.010101010101010102,(-1.043942374193423-5.077425182263616e-17j),(-1.0439569028170752-1.3743280047275522e-06j)
0.020202020202020204,(-1.0436774431242701+1.9569849213363355e-17j),(-1.0437092256918878-2.0542806580358185e-07j)
0.030303030303030304,(-1.0432355541368294+1.444360581658033e-17j),(-1.043283433822104-2.448477443021016e-08j)
0.04040404040404041,(-1.0426161992508445-2.4720233049143128e-17j),(-1.0426795143208838-8.061370525369177e-09j)
0.05050505050505051,(-1.0418186629175343-1.5395670849294163e-17j),(-1.041896774101503-1.1693541070671798e-08j)
0.06060606060606061,(-1.0408420175665138-3.112846081159554e-17j),(-1.0409342748233223-1.807846189511421e-08j)
0.07070707070707072,(-1.0396851177685806-5.2909066017292616e-17j),(-1.0397909279217867-2.5075887914719763e-08j)
0.08080808080808081,(-1.0383465929264595+2.896175053251904e-17j),(-1.0384654976479217-3.211897907791674e-08j)
0.09090909090909091,(-1.0368248383812488+2.524031127875727e-17j),(-1.0369565865290846-3.886038208821587e-08j)
0.10101010101010102,(-1.0351180047948212-9.443400922348744e-17j),(-1.035262615191691-4.506187253936728e-08j)
0.11111111111111112,(-1.0332239856369034-1.1622647289044608e-16j),(-1.0333817999022121-5.0584253247174e-08j)
0.12121212121212122,(-1.031140402568927-3.71881345162528e-17j),(-1.0313121298161347-5.537495429272466e-08j)
0.13131313131313133,(-1.028864588473482-1.0481524502503614e-16j),(-1.0290513451945005-5.94491766893355e-08j)
0.14141414141414144,(-1.0263935678270344+2.7376104855258987e-18j),(-1.0265969171945184-6.286840286462132e-08j)
0.15151515151515152,(-1.0237240340519913+2.168404344971009e-18j),(-1.023946029316945-6.571959191301364e-08j)
0.16161616161616163,(-1.0208523234098574-3.642919299551295e-17j),(-1.0210955602459235-6.809702529029585e-08j)
0.17171717171717174,(-1.0177743849065932+4.889751797909625e-17j),(-1.018042067646848-7.008751137104089e-08j)
0.18181818181818182,(-1.0144857455699927+7.20316818345057e-17j),(-1.0147817724669748-7.175869815344063e-08j)
0.19191919191919193,(-1.0109814703210485+3.175526519256372e-18j),(-1.0113105433764538-7.314960561190798e-08j)
