E,z,var,E_Final,E_ED
(-45.17568942655715-0.5099929900442157j),(-19.733786880724065-33.569998604000695j),1919.1640250125927,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-15.078880259278082-27.608371382289302j),(-19.733786880724065-33.569998604000695j),508.2487539944546,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-17.94555091209049-52.06169570741432j),(-19.733786880724065-33.569998604000695j),336.1458946245807,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-20.885681575929162-50.00345966492431j),(-19.733786880724065-33.569998604000695j),287.93928971821094,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-21.45423796879397-48.72787412493616j),(-19.733786880724065-33.569998604000695j),259.68877509684455,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-22.225150892127886-47.06154163175553j),(-19.733786880724065-33.569998604000695j),247.09416486300367,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-22.511281920662572-45.94277890702535j),(-19.733786880724065-33.569998604000695j),233.34131910136892,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-22.36449667100261-44.95397770574242j),(-19.733786880724065-33.569998604000695j),212.8860211744564,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-22.81766419818059-43.76302639676802j),(-19.733786880724065-33.569998604000695j),196.2332719554175,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-22.993655853526953-43.652199215127595j),(-19.733786880724065-33.569998604000695j),180.953646767809,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-22.50902735686047-42.72642845829231j),(-19.733786880724065-33.569998604000695j),159.4687786147717,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-22.69939843036298-41.4820191799472j),(-19.733786880724065-33.569998604000695j),143.87234650897943,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-22.514040087731207-40.58713667836009j),(-19.733786880724065-33.569998604000695j),126.78153176913587,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-22.6510682463097-41.91180137917887j),(-19.733786880724065-33.569998604000695j),110.27072378726582,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-21.76767364246725-39.76116221998053j),(-19.733786880724065-33.569998604000695j),84.92200205023684,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-21.263418190106815-39.38462634765479j),(-19.733786880724065-33.569998604000695j),77.1726331760055,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-21.580233560257792-38.45799495026624j),(-19.733786880724065-33.569998604000695j),62.93100679493269,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-21.81823034763207-37.541843952603145j),(-19.733786880724065-33.569998604000695j),52.073312219587514,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-22.26175652888212-37.030065845518585j),(-19.733786880724065-33.569998604000695j),45.037360911662816,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-20.836209249993747-38.844781326748944j),(-19.733786880724065-33.569998604000695j),39.39131206991565,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-21.65591038860243-39.25026267701305j),(-19.733786880724065-33.569998604000695j),32.273383004815734,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
(-21.874995050822278-42.75715430545412j),(-19.733786880724065-33.569998604000695j),26.250777095645127,(-20.28943082243678-27.77700182245942j),(-19.733786880724065-33.569998604000695j)
