E,z,var,E_Final,E_ED
(-45.02897450025129-0.5224129856381511j),(-55-50j),2796.097113016756,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-48.83021148103274+34.75298468883051j),(-55-50j),1911.3788498390961,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-21.201461688763956-45.20953292646171j),(-55-50j),1176.7745446453532,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-21.169049610020714-41.12281646604907j),(-55-50j),1331.946310072785,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-27.337719575416383-39.09376918533513j),(-55-50j),891.0403807380223,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-29.870325380715347-38.48685486449141j),(-55-50j),742.5789994158299,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-32.00307974008278-37.71218068199712j),(-55-50j),669.8642492330364,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-32.95864526725661-37.79299527012299j),(-55-50j),641.4651937270633,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.12323603553878-36.402904547966095j),(-55-50j),616.8731598684382,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.29808838736154-36.310185641422926j),(-55-50j),609.2628079769908,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.64931137946038-35.60005577019565j),(-55-50j),606.2732020374384,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.62225681479458-35.745014187895364j),(-55-50j),604.4891336960617,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.96197472212134-35.20262545322696j),(-55-50j),602.3779094965583,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.78357543961962-35.77584687495118j),(-55-50j),602.7246633049263,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.83006781425419-35.49500077229927j),(-55-50j),601.9310499379013,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.634679016194106-35.86273164200241j),(-55-50j),603.7117704258178,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.60845243125071-35.88572579218687j),(-55-50j),601.817303480123,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.774558997861796-35.712550436740976j),(-55-50j),601.672557563381,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-34.04272166344088-35.34531796060792j),(-55-50j),602.8256137936547,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.38343600571835-36.24294101599303j),(-55-50j),601.417276890543,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.76816921990592-35.7254932589419j),(-55-50j),601.7774399980968,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.98857186083294-35.45910929865841j),(-55-50j),601.233250400078,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.98064843636052-35.3693267047762j),(-55-50j),600.9670870537284,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.70763572988206-35.827242544857015j),(-55-50j),601.6703719702223,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.88045838191851-35.463259131413096j),(-55-50j),601.3595335271752,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.80046291699831-35.60832391117769j),(-55-50j),601.3238473329474,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.88679637821093-35.607121225054485j),(-55-50j),601.8748232452722,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.86352122622013-35.58161541100893j),(-55-50j),601.7389616819247,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-34.11967783383969-35.1111972459535j),(-55-50j),601.9344274330792,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.93713665894552-35.3940823292146j),(-55-50j),601.5046950267576,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.81484240862912-35.69093204779294j),(-55-50j),601.28508791046,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.99319031596854-35.22874937672844j),(-55-50j),601.0665006744246,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.88679015383931-35.51304622985736j),(-55-50j),601.6090907797723,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.90731761079421-35.491368533635686j),(-55-50j),601.9107566409095,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.681932768786005-35.751882219055915j),(-55-50j),601.5412957162172,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.9676194259561-35.49918547890304j),(-55-50j),601.811010896801,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.877336711039106-35.49284009628663j),(-55-50j),601.2448307473771,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.9381351895928-35.3002731207371j),(-55-50j),601.6053753763885,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.780041962634435-35.91565873799294j),(-55-50j),601.2665896587532,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-34.10107738356533-35.146479479966324j),(-55-50j),601.2720201019471,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.715902534048766-35.780009127594745j),(-55-50j),601.0973092027051,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-34.09691600981078-35.25946344198093j),(-55-50j),601.8473460214204,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-34.02784205591972-35.51591141872225j),(-55-50j),601.5536610271622,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.898731701009794-35.81839135059168j),(-55-50j),602.0170507672237,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.93239797506875-35.52077905331592j),(-55-50j),601.1498011929011,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.88277370643265-35.571182814170356j),(-55-50j),601.584269662773,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.71483662857047-35.912819467038844j),(-55-50j),601.6655064328578,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-34.072166437322224-35.40640220970631j),(-55-50j),601.1819256720258,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.87014287851323-35.557520155829884j),(-55-50j),601.4432457269658,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.90751431370998-35.8064375388054j),(-55-50j),601.924369049872,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.74880013061286-35.74663865369272j),(-55-50j),601.8035301359815,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.68929466148649-36.048174708343105j),(-55-50j),601.0960572361436,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.53347052298259-36.120722056419595j),(-55-50j),601.4899041654354,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.92917924951591-35.57228991405918j),(-55-50j),601.5861421102697,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.95703264878679-35.68433301308321j),(-55-50j),601.3377842257786,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.68038096835034-35.81408260707112j),(-55-50j),602.4530987003895,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.83103948724006-35.6666915836756j),(-55-50j),601.2584376595476,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.803825220260386-35.79323381598332j),(-55-50j),601.2540786781425,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.59953769772092-35.92010624425829j),(-55-50j),601.4201617307803,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.73471427420389-35.60767734392176j),(-55-50j),601.370302835234,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.646926392294-35.95217900284946j),(-55-50j),601.5761058181293,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.76493403062297-35.90635864825364j),(-55-50j),601.6184022425506,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
(-33.75856794154916-35.700927889696274j),(-55-50j),601.5135802016056,(-15.38046800386085-26.030092967322325j),(-19.733786880724065-33.569998604000695j)
