E,z,var,E_Final,E_ED
(-41.357519242238105+0.5695903082322082j),(-48.75-26.25j),789.3817551095133,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-40.670938171238475-4.168498153520267j),(-48.75-26.25j),576.3484071526585,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-39.6232991687624-7.541365325588342j),(-48.75-26.25j),472.1237476548945,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-38.66631192416994-9.057420804716127j),(-48.75-26.25j),401.98949344502245,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-37.70389079867746-10.603039003555006j),(-48.75-26.25j),363.0034307763357,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-37.09319536274036-11.225697344755732j),(-48.75-26.25j),349.16332538554855,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-36.344642590565364-12.249557302368318j),(-48.75-26.25j),332.41681726400043,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-36.013941643013-12.53833117982548j),(-48.75-26.25j),324.9726109095717,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-35.5168872917297-13.113079074525368j),(-48.75-26.25j),320.9949008425161,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-35.32637373315369-13.323019877934966j),(-48.75-26.25j),319.1084333455322,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.957253990952054-13.780742725705212j),(-48.75-26.25j),318.1879144462087,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.917204265383425-13.669071703986795j),(-48.75-26.25j),318.32483353307157,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.81272560790127-13.898557821880692j),(-48.75-26.25j),317.4902742545264,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.75589993389147-13.976700416658247j),(-48.75-26.25j),317.4903685108264,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.69171602203008-14.011579261970004j),(-48.75-26.25j),317.34296013241425,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.62275521595418-14.09922981400837j),(-48.75-26.25j),316.85378631584143,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.467691966794796-14.331209485147388j),(-48.75-26.25j),317.1150044661669,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.33063095063934-14.406797884734925j),(-48.75-26.25j),316.85046086178653,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.327872280482765-14.35784089229409j),(-48.75-26.25j),317.6592011954997,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.20517800378949-14.422325390891737j),(-48.75-26.25j),316.89231735968394,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.65933823118418-13.956719389028851j),(-48.75-26.25j),317.2339534819676,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.511793589791694-14.197626241144578j),(-48.75-26.25j),317.181738279062,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.435876423571045-14.289131612112099j),(-48.75-26.25j),316.9600244954458,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.52568467805595-14.00045255009404j),(-48.75-26.25j),317.0583173653286,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.38077317721133-14.345796154957519j),(-48.75-26.25j),316.9371371500457,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.4054467911471-14.370898705528662j),(-48.75-26.25j),317.07514509371094,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.58709310312762-14.074332059649718j),(-48.75-26.25j),317.31342778817947,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.521137230678356-14.083584681213729j),(-48.75-26.25j),317.14694139371903,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.48185979149269-14.197213474572244j),(-48.75-26.25j),317.34298772727095,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.60277069739695-14.105065975566117j),(-48.75-26.25j),317.2498665899918,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.58290598579467-14.026803241291743j),(-48.75-26.25j),316.8157749942996,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.2933145301643-14.48483732840104j),(-48.75-26.25j),316.74922728373554,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.30110443034815-14.468272418074125j),(-48.75-26.25j),316.7855286752921,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.53983537043578-14.094257470597245j),(-48.75-26.25j),317.06772536082616,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.70136419732198-13.86725094842721j),(-48.75-26.25j),316.96133819252833,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.53376402942959-14.126869324896326j),(-48.75-26.25j),317.2351991949113,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.785722615031915-13.800894035377263j),(-48.75-26.25j),316.7628207005277,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.627921793503816-13.991501168976287j),(-48.75-26.25j),317.27962692156325,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.56449660975487-14.096427265163221j),(-48.75-26.25j),316.84889696812917,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.59913326082552-14.025416323073255j),(-48.75-26.25j),316.78306167812275,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.50389710783347-14.160494614644325j),(-48.75-26.25j),317.22655621355693,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.515696617513434-14.205310581926867j),(-48.75-26.25j),317.08136259406615,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.7039488383806-13.925076502165053j),(-48.75-26.25j),316.85267276832064,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.38570046947421-14.445594267850678j),(-48.75-26.25j),317.30871261782113,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.65261160389872-13.92712308119595j),(-48.75-26.25j),317.2843017510326,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.3353012580196-14.384682653297867j),(-48.75-26.25j),316.97151038553693,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.65425761713255-14.022813186472309j),(-48.75-26.25j),317.0730267332635,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.60533295444706-14.021526881753656j),(-48.75-26.25j),316.9184058764516,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.48974048548803-14.256204842523148j),(-48.75-26.25j),316.98071959835005,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
(-34.441185675482316-14.267782258463908j),(-48.75-26.25j),316.9804599128269,(-25.217563291202993-7.658911432976944j),(-25.238749219512442-7.377384305848825j)
