E,z,var,E_Final,E_ED
(-45.11284052544824+0.20488474928469785j),(-55-50j),2700.5317436593687,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-16.98757113555114-52.99153704087625j),(-55-50j),2073.9445800501185,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-21.25747085381798-43.92002978441292j),(-55-50j),1382.908079789699,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-24.09915441782322-42.064972499484014j),(-55-50j),1146.0610955002144,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-26.57898576892768-41.453277677137976j),(-55-50j),949.3531317905013,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-30.767985760765068-39.79552453667155j),(-55-50j),853.7607079662043,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-30.40533341735611-38.57791532683317j),(-55-50j),754.0764172934494,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-30.96647807231876-37.405041179855154j),(-55-50j),699.2489569689047,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-31.533631499365093-36.82531781814617j),(-55-50j),667.3778979779305,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.09663235275238-36.51632987613028j),(-55-50j),658.5935579005733,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.38390922826237-36.251977476658006j),(-55-50j),648.1828460328343,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.616793250997766-36.05889964380308j),(-55-50j),642.8018625190205,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.75100717363883-35.95956663130718j),(-55-50j),639.7343184788268,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.83854479808594-35.88429274019472j),(-55-50j),640.6189191545325,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.87469119172259-35.8514440735092j),(-55-50j),639.7916502722425,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.91139607300957-35.83928450687329j),(-55-50j),638.9177603980547,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.93405728053182-35.81915775765049j),(-55-50j),639.4711641615656,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.942912677957864-35.80940684087491j),(-55-50j),638.9262205108572,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.9509233127628-35.80147150369367j),(-55-50j),639.6887893968374,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.10573032231139-34.993632342000474j),(-55-50j),650.4921508693752,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.82004936573789-34.60418581116766j),(-55-50j),644.4559098654198,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.889639470619805-35.10789237688314j),(-55-50j),641.9723825254586,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.9251554804247-35.407581081710816j),(-55-50j),640.1767782357476,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.92850135683536-35.56313841439003j),(-55-50j),639.6416359629259,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.940155647990125-35.66028783109509j),(-55-50j),639.5674632756931,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.95926997028217-35.725758321309314j),(-55-50j),639.4287446277139,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.96229729778271-35.7648435597928j),(-55-50j),639.4557590051916,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.95288671723442-35.79618591445762j),(-55-50j),634.7968520010714,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.22241377968762-35.24243599274937j),(-55-50j),675.4343555175337,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.578839188516-35.1989446823682j),(-55-50j),646.6605317517817,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.754457522259415-35.31378298057171j),(-55-50j),640.5550055263077,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.86562913121843-35.51883200170614j),(-55-50j),639.828460956435,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.917703165211-35.654929102906976j),(-55-50j),639.8280313699104,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.94869527460395-35.735276717968276j),(-55-50j),639.0605940382874,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.972752916082264-35.796953806487934j),(-55-50j),639.1117410563849,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-32.98151049566433-35.81651322405249j),(-55-50j),638.5871072278645,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.003523601351596-35.84351891496168j),(-55-50j),638.7221306151471,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.01613879130253-35.848042388034074j),(-55-50j),638.7097113592239,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.01395151659801-35.863952039732105j),(-55-50j),638.4311549103309,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.01407681155601-35.863564652144014j),(-55-50j),638.9578987837511,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.01713598030241-35.88027420172593j),(-55-50j),638.1455002315146,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.01148049258295-35.87301478570438j),(-55-50j),638.4606527388714,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.014835736498355-35.875139021492984j),(-55-50j),638.2118406778782,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.01632137602469-35.863655572132004j),(-55-50j),638.1566792760615,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.010308412565024-35.856780087408396j),(-55-50j),638.1702372622822,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.01552503410749-35.856396889174206j),(-55-50j),639.3197017608779,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.01655653429389-35.872955176018316j),(-55-50j),638.3437954693704,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.018340387328-35.86547137415192j),(-55-50j),638.409599218235,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.025978622093184-35.87537757982805j),(-55-50j),638.1102241137618,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.016472165252054-35.87888187603142j),(-55-50j),638.145623028648,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.02186742921554-35.872637507143224j),(-55-50j),638.0173394119684,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.02170577767199-35.869727484676794j),(-55-50j),638.4732291838087,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
(-33.030982103664215-35.871400016582484j),(-55-50j),638.4903800900728,(-15.855581247494435-29.520968546845832j),(-19.733786880724065-33.569998604000695j)
