E,z,var,E_Final,E_ED
(-45.13404581501699+0.08244098397750821j),(-55-50j),2774.647838064356,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-12.961821763557865-62.65293189512659j),(-55-50j),1793.9860208251682,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-9.734178721138179-43.30429947121109j),(-55-50j),2149.6729868049615,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-7.80390963518268-21.203318374963818j),(-55-50j),3006.7530215758834,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-7.983786739360958-24.97989269060062j),(-55-50j),2828.541488061521,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(6.034173668506389-12.312480097668367j),(-55-50j),4988.137457503327,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(11.153735981172277-11.745897986333134j),(-55-50j),4322.263398553116,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-5.627011698815654-6.439810787663379j),(-55-50j),4466.809077503773,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(1.9390625360237765-11.093821750809683j),(-55-50j),5038.4470302671425,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-0.3789299917540098-8.398695458576904j),(-55-50j),4896.831630591264,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-26.656677414855967+3.391011694825858j),(-55-50j),4772.001888076363,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-9.964669637996705-10.513743475132104j),(-55-50j),4096.126942763399,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-8.406017161115019-10.211482342076925j),(-55-50j),3930.6294264453463,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-8.410841605578648-10.389197885059428j),(-55-50j),3909.451661222738,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-8.37606266848744-9.80874360570093j),(-55-50j),3876.9546367884154,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-8.18690276079256-9.492579761638043j),(-55-50j),3870.0761432782338,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-8.009018337200244-9.347335942970084j),(-55-50j),3872.134747670475,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-8.258348328383544-9.312556503123744j),(-55-50j),3869.0234374468046,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-8.214642354100707-9.48978729106439j),(-55-50j),3868.42075824316,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-8.24281476282439-9.456252703439226j),(-55-50j),3868.5138379082073,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-8.254255512280698-9.448773302581005j),(-55-50j),3868.5162239776873,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-8.233036080132516-9.481732588005583j),(-55-50j),3868.7707428817976,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
(-8.278737566602427-9.425173979371284j),(-55-50j),3868.568109434532,(-0.6258198719109819-1.643556602390698j),(-19.733786880724065-33.569998604000695j)
