ks,hs,Gs_exact,E_estimate,re_E,M_z_exact,M_z_estimate,M_x_exact,M_x_estimate
0.031578947368421054,0.75,(-18.27671686428074-0.4657641005322267j),(-18.27669244114446-0.46579773815036213j),2.4320174475562183e-05,0.9218247823033754,0.9222650527954102,0.38425395041273197,0.383304417787387
0.06315789473684211,0.75,(-18.274263901747958-0.9316618321834871j),(-18.27421943843876-0.9316266797607345j),3.0976338451973215e-06,0.9219570214315576,0.9138087500000001,0.3837566277365235,0.38225837979709254
0.09473684210526316,0.75,(-18.27020753243368-1.397822299658956j),(-18.27025570172711-1.3978042440850509j),2.807420215040027e-06,0.9221744338027791,0.9223212500000001,0.382936483478768,0.3826089200257861
0.12631578947368421,0.75,(-18.264593066532232-1.864366307917443j),(-18.26458136141692-1.8643198572489756j),2.6091538649732035e-06,0.9224729127716487,0.9221512500000001,0.3818057153904861,0.38243469379858686
0.15789473684210525,0.75,(-18.257479538454636-2.3314036320142675j),(-18.257474048618683-2.331430829007318j),1.5074398573845797e-06,0.9228472710056866,0.92265375,0.3803799217356889,0.3805444855247996
0.18947368421052632,0.75,(-18.248936452109096-2.799031427636068j),(-18.248945990940133-2.7990736875857287j),2.3465661716175763e-06,0.9232916167549354,0.9237662500000001,0.37867708394437105,0.37760593331375125
0.2210526315789474,0.75,(-18.23904062160379-3.2673336342141983j),(-18.23906768104559-3.2673605449373917j),2.0595835517100634e-06,0.9237996882450683,0.92436375,0.3767166275017122,0.37536494470234616
0.25263157894736843,0.75,(-18.227873356063213-3.7363811422438418j),(-18.22786856029676-3.7364256444993416j),2.405557574185759e-06,0.9243651263363696,0.9239075000000001,0.3745186297582706,0.3749009393435258
0.28421052631578947,0.75,(-18.21551810434234-4.206232483417054j),(-18.21551153414211-4.2061934323895835j),2.1182236280763444e-06,0.9249816803810664,0.9247400000000001,0.37210319702438027,0.37260681050324423
0.3157894736842105,0.75,(-18.20205858150847-4.67693483468404j),(-18.202032341944363-4.6769760895627055j),2.6015918319619456e-06,0.9256433526978738,0.9254575,0.3694900038775254,0.369876208224208
0.031578947368421054,0.25,(-16.250262087443666-0.5012734599913452j),(-16.234383015986214-0.05487020399460919j),0.027474831715035945,0.9921037228995365,-0.124075,0.12529450636708728,0.12743135052233578
