ks,hs,E,Vs,V_score
0.031578947368421054,0.75,(-18.043863221134487-8.955167368225107j),0.34936504231316234,0.01676737870596073
0.06315789473684211,0.75,(-18.043863221134487-8.955167368225107j),2.9427359102694757,0.14062622982664547
0.09473684210526316,0.75,(-18.043863221134487-8.955167368225107j),7.840411466973223,0.3736241379679978
0.12631578947368421,0.75,(-18.043863221134487-8.955167368225107j),14.074099865472448,0.6680665235307427
0.15789473684210525,0.75,(-18.043863221134487-8.955167368225107j),22.00964481780084,1.0395057179307226
0.18947368421052632,0.75,(-18.043863221134487-8.955167368225107j),31.715762926079893,1.488745904084851
0.2210526315789474,0.75,(-18.043863221134487-8.955167368225107j),43.220597420068266,2.0141291429017882
0.25263157894736843,0.75,(-18.043863221134487-8.955167368225107j),56.53873173052363,2.6128761460944205
0.28421052631578947,0.75,(-18.043863221134487-8.955167368225107j),71.63619467713568,3.2795113126977085
0.3157894736842105,0.75,(-18.043863221134487-8.955167368225107j),88.5778732761436,4.0127230382596295
0.3473684210526316,0.75,(-18.043863221134487-8.955167368225107j),107.23141544881742,4.801921281072611
0.37894736842105264,0.75,(-18.043863221134487-8.955167368225107j),127.79564543972337,5.651160879498033
0.4105263157894737,0.75,(-18.043863221134487-8.955167368225107j),150.1423602712751,6.549685198339382
0.4421052631578948,0.75,(-18.043863221134487-8.955167368225107j),174.44013123955474,7.499452066782149
0.4736842105263158,0.75,(-18.043863221134487-8.955167368225107j),200.57889318898452,8.49029717537292
0.5052631578947369,0.75,(-18.043863221134487-8.955167368225107j),228.58502367989973,9.517912244877714
0.5368421052631579,0.75,(-18.043863221134487-8.955167368225107j),258.54697143971566,10.580498136303865
0.5684210526315789,0.75,(-18.043863221134487-8.955167368225107j),290.12768617823883,11.659070216972939
0.6,0.75,(-18.043863221134487-8.955167368225107j),323.9974191847285,12.775418997303097
