ks,hs,Gs_exact,E_estimate,re_E,M_z_exact,M_z_estimate,M_x_exact,M_x_estimate
0.031578947368421054,1.0,(-21.232498469706357-3.378450042629514e-16j),(-21.233517191937853-3.102099016953523e-05j),4.800162504494886e-05,4.666406150377611e-16,0.0019750000000000006,0.9319178255999774,0.9321623447468671
0.06315789473684211,1.0,(-21.118891637656798+6.1893313956779925e-15j),(-21.118101759772365-1.350884000402627e-05j),3.74069532914739e-05,-5.261416302637656e-15,0.0012290000000000014,0.9250948441311077,0.9257953912690042
0.09473684210526316,1.0,(-20.910578467883585+5.923961703692344e-15j),(-20.91269148753766-2.2964023762335767e-05j),0.00010105623996264049,-2.7460672624712856e-15,0.00016700000000000018,0.9124821898317529,0.9126731897277157
0.12631578947368421,1.0,(-20.589153776025185+6.918378632583457e-15j),(-20.584851651403675+9.563050920615545e-05j),0.00020900263345364863,-2.4528989950312052e-15,0.0010510000000000003,0.8927083401243677,0.8929219754501551
0.15789473684210525,1.0,(-19.89145761163289-0.025198438262535205j),(-19.91139861263952-0.003750929808630841j),0.0014722628014133155,0.007974189323586737,-0.0010960000000000006,0.8472372054940501,0.8510238111342819
0.18947368421052632,1.0,(-19.422239813938415-0.6133614885801961j),(-19.415086264915793-0.6194803575626028j),0.0004844343863717976,0.16226494406883574,0.163357,0.8152517018828234,0.8151972245957391
0.2210526315789474,1.0,(-19.0666333156807-1.1505052027707638j),(-19.065330437520537-1.1515633941754635j),8.787195319149935e-05,0.2602952947445165,0.259799,0.7889951690371654,0.7886396416125273
0.25263157894736843,1.0,(-18.762359475983015-1.6899190670221125j),(-18.76606332010019-1.682600657800587j),0.0004354047900317061,0.3339761002019966,0.33090300000000006,0.7650206940100882,0.7656602131354864
0.28421052631578947,1.0,(-18.500122766093455-2.216545327952874j),(-18.498262253062716-2.2221318183333802j),0.0003160164714345196,0.3902368535128315,0.39103400000000005,0.7434645817654622,0.7428263475693729
0.3157894736842105,1.0,(-18.252009713655855-2.766245164909641j),(-18.252292336390735-2.763451856285897j),0.00015208572329123872,0.4376970197641827,0.439953,0.7224857193909835,0.7214154021321466
0.3473684210526316,1.0,(-18.028481897459926-3.3047488825044145j),(-18.02583274817182-3.311895235590886j),0.0004158232935095809,0.47618859978449707,0.47711200000000004,0.7032273585716025,0.7028818344902289
0.37894736842105264,1.0,(-17.811518669748118-3.8665319474626263j),(-17.81119306921845-3.864854280505038j),9.376369707602597e-05,0.5100965629897953,0.5103430000000001,0.68431086621472,0.6842373511359567
0.4105263157894737,1.0,(-17.60607285334679-4.434023956403482j),(-17.608443177770763-4.425173308062738j),0.000504661704545213,0.5394189727984778,0.5420280000000001,0.6662650002812731,0.665360145228109
0.4421052631578948,1.0,(-17.416334696932392-4.988909323528485j),(-17.414786775846004-4.99107311296648j),0.00014685052062421512,0.564356258317703,0.5662550000000001,0.6495302024301088,0.648709748054493
0.4736842105263158,1.0,(-17.228746526761675-5.566666152358238j),(-17.230816958276144-5.5612662063234j),0.0003194160346151079,0.5872010709238692,0.5873160000000001,0.6329543283706527,0.632623294995557
0.031578947368421054,0.25,(-10.63445408596044+0.6093390975955959j),(-10.634350927403988-0.609363356760528j),9.948708155767931e-06,-0.9647869045263544,0.883191,0.2581463657206204,0.2631114852164963
0.06315789473684211,0.25,(-10.631566914256597+1.2190622447163157j),(-10.631594588118631-1.2190717535473194j),2.73444536384414e-06,-0.9650909437337536,0.9648160000000001,0.2566764447721375,0.257615377602024
0.09473684210526316,0.25,(-10.626978238032954-1.8294583425202635j),(-10.625572016402037-1.8301284252109056j),0.33937538954420415,0.9655474585523567,0.9648929999999998,0.2543914179398938,0.25665873024412805
0.12631578947368421,0.25,(-10.620916142412653-2.4407103256462337j),(-10.620894212672104-2.440706962063083j),0.4479289644878674,0.9661145039016488,0.9660360000000001,0.25144369847135634,0.2515541872991702
0.15789473684210525,0.25,(-10.613599102778572+3.0529230909606664j),(-10.613547696897742-3.0529242290043137j),4.655805019228178e-06,-0.9667589788042141,0.9663799999999999,0.24796643937486915,0.2493475561581368
0.18947368421052632,0.25,(-10.605222214567043-3.6661504713354356j),(-10.60519637680747-3.666137231533416j),0.653441894608437,0.9674563743801815,0.967717,0.2440688868144783,0.2431172132554508
0.2210526315789474,0.25,(-10.595955298300908+4.28041388054176j),(-10.595946639375883-4.280412295832793j),7.702872957907394e-07,-0.9681888539320628,0.967961,0.23983912457072015,0.24051649088242574
0.25263157894736843,0.25,(-10.585945067454642+4.895714235300947j),(-10.585962561948323-4.895708448081739j),1.5799146134704744e-06,-0.9689434424033099,0.9693120000000002,0.23534816326215596,0.23415326948823256
0.28421052631578947,0.25,(-10.57531832514919+5.512039467854606j),(-10.575279887149675-5.512012979168703j),3.91436534537293e-06,-0.9697106471225684,0.969149,0.2306536424782884,0.23256708798356826
0.3157894736842105,0.25,(-10.564185109098823+6.129369279331492j),(-10.564185445127196-6.129391870615354j),1.8498925127455525e-06,-0.9704834692274855,0.970721,0.22580280278068754,0.2247523156740994
0.3473684210526316,0.25,(-10.552641450281497+6.747678171377073j),(-10.55262418679608-6.747656222662027j),2.229397844082791e-06,-0.9712567064860932,0.9708890000000001,0.22083477868920176,0.22217390720926308
0.37894736842105264,0.25,(-10.54077168473538-7.3669373898032955j),(-10.540753377550095-7.366940077383827j),1.1457135258996816,0.9720264611545822,0.9726010000000002,0.21578234727213244,0.2133611558160535
0.4105263157894737,0.25,(-10.528650350142188-7.98711616870888j),(-10.528554409368263-7.9871556423554395j),7.85023586862472e-06,0.9727897897786469,0.9726629999999999,0.21067326072102252,0.2112029714867326
0.4421052631578948,0.25,(-10.51634372266827-8.608182517929285j),(-10.516303705210767-8.608144566165938j),4.058203545647736e-06,0.9735444514324832,0.9738640000000001,0.20553126472556837,0.20423452443523785
0.4736842105263158,0.25,(-10.503911049654114-9.230103710604833j),(-10.50390248720013-9.230124215612035j),1.589130037381649e-06,0.9742887250083166,0.9744500000000003,0.2003768784011671,0.19976296495118828
0.5052631578947369,0.25,(-10.491405527666297-9.852846576118154j),(-10.491417328931725-9.852871428849078j),1.9115548218440823e-06,0.9750212757616789,0.974996,0.19522799118430254,0.19506329704599745
0.5368421052631579,0.25,(-10.478875069304934-10.476377671558115j),(-10.47889292833073-10.476376552605828j),1.2076209081640626e-06,0.9757410576451209,0.975699,0.19010031770865632,0.19019165593299353
0.5684210526315789,0.25,(-10.46636289737933-11.100663383460484j),(-10.466389069961362-11.100684409475347j),2.2004813725142906e-06,0.9764472420636509,0.9767020000000002,0.18500774193013886,0.18394580094526192
0.6,0.25,(-10.453908001266544-11.725669996084786j),(-10.453921136754479-11.725676578947438j),9.352985345823298e-07,0.977139166340389,0.976945,0.17996257519170214,0.18074838294291018
0.031578947368421054,1.5,(-30.82475115979547-7.610469134115063e-18j),(-30.824749394450397+8.465366417264624e-06j),2.8053682335555024e-07,-7.28583859910259e-17,0.0004660000000000002,0.9710966202731225,0.9707418030548826
