ks,Gs_exact,E_estimate
0.0,(-1.0440306508910564-2.9659791879741373e-18j),(-1.0440317383315754+7.11542807377709e-08j)
0.010101010101010102,(-1.043942374193423-5.077425182263616e-17j),(-1.0440877761556524+2.3168283922775457e-05j)
0.020202020202020204,(-1.0436774431242701+1.9569849213363355e-17j),(-1.0440972742200414+4.313209550532694e-05j)
0.030303030303030304,(-1.0432355541368294+1.444360581658033e-17j),(-1.0429449914517324-2.8943868005066114e-06j)
0.04040404040404041,(-1.0426161992508445-2.4720233049143128e-17j),(-1.0418910773180288-4.327681074632314e-05j)
0.05050505050505051,(-1.0418186629175343-1.5395670849294163e-17j),(-1.0421464659382884+1.4749900919132833e-05j)
0.06060606060606061,(-1.0408420175665138-3.112846081159554e-17j),(-1.0415138088615328+3.2353487269846475e-05j)
0.07070707070707072,(-1.0396851177685806-5.2909066017292616e-17j),(-1.0406535135448738+2.255002697720499e-05j)
0.08080808080808081,(-1.0383465929264595+2.896175053251904e-17j),(-1.0382570138893854-1.4957163884916383e-06j)
0.09090909090909091,(-1.0368248383812488+2.524031127875727e-17j),(-1.036823737087499-2.240653171577159e-08j)
0.10101010101010102,(-1.0351180047948212-9.443400922348744e-17j),(-1.0351309040199834+2.8665843779084216e-09j)
0.11111111111111112,(-1.0332239856369034-1.1622647289044608e-16j),(-1.0332274900654357-1.0484101742788813e-08j)
0.12121212121212122,(-1.031140402568927-3.71881345162528e-17j),(-1.0311391019188907-1.0682416984938029e-08j)
0.13131313131313133,(-1.028864588473482-1.0481524502503614e-16j),(-1.028861512852072-1.0724230086874582e-08j)
0.14141414141414144,(-1.0263935678270344+2.7376104855258987e-18j),(-1.0263897037822278-1.0772336223909429e-08j)
0.15151515151515152,(-1.0237240340519913+2.168404344971009e-18j),(-1.023722776540458-1.0825006515008211e-08j)
0.16161616161616163,(-1.0208523234098574-3.642919299551295e-17j),(-1.02084695236902-1.0882537396870462e-08j)
0.17171717171717174,(-1.0177743849065932+4.889751797909625e-17j),(-1.0177717847614867-1.0944971738479887e-08j)
0.18181818181818182,(-1.0144857455699927+7.20316818345057e-17j),(-1.0144807650761778-1.1012810334525918e-08j)
0.19191919191919193,(-1.0109814703210485+3.175526519256372e-18j),(-1.010989964559767-1.1085979227434137e-08j)
0.20202020202020204,(-1.007256115489856-5.2705778109951584e-17j),(-1.0072585627780872-1.116566636496079e-08j)
0.21212121212121213,(-1.0033036748105573-1.571042299853794e-17j),(-1.0033067510635336-1.1251671199610528e-08j)
0.22222222222222224,(-0.9991175164571214-2.0816681711721685e-17j),(-0.9991218011859124-1.1344702458298708e-08j)
0.23232323232323235,(-0.9946903093328131+4.8279929462901765e-17j),(-0.994689452544443-1.1445478334345434e-08j)
0.24242424242424243,(-0.9900139363774538-5.456586246212203e-17j),(-0.9900024692277098-1.155463380817515e-08j)
0.25252525252525254,(-0.9850793920727399+1.3702113174553915e-16j),(-0.9850915171368924-1.1671905605065935e-08j)
0.26262626262626265,(-0.9798766605600063-4.2717565595928875e-17j),(-0.9798746393256229-1.1800042628874986e-08j)
0.27272727272727276,(-0.9743945697683941-6.8077308520249e-17j),(-0.9743904700403689-1.1938743991081759e-08j)
0.2828282828282829,(-0.9686206155879078-1.1099519740820352e-17j),(-0.9686197211444937-1.2089356504233765e-08j)
0.29292929292929293,(-0.9625407482695618+8.429671891074797e-18j),(-0.9625456121399825-1.2253440567154273e-08j)
0.30303030303030304,(-0.956139110685229+2.4096650833736622e-17j),(-0.9561364002844379-1.2432919001684257e-08j)
0.31313131313131315,(-0.9493977145185746+3.998473272863616e-17j),(-0.9493934380172392-1.2629371950640946e-08j)
0.32323232323232326,(-0.9422960354046873+9.57079467761579e-17j),(-0.9423021099850644-1.2844891159285218e-08j)
0.33333333333333337,(-0.9348105007371377+7.521652571618187e-17j),(-0.9348033241966582-1.3083501117548904e-08j)
0.3434343434343435,(-0.9269138331136105+4.117257750013703e-17j),(-0.9269273473248597-1.334670499973953e-08j)
0.3535353535353536,(-0.9185741962204133+2.6183482465524932e-17j),(-0.9185735931489775-1.3641633079661178e-08j)
0.36363636363636365,(-0.9097540650304035+5.579816305147903e-17j),(-0.9097598001101933-1.3971275986742783e-08j)
0.37373737373737376,(-0.9004087027078235+1.1719099343378496e-17j),(-0.9004170073151532-1.4342698207315185e-08j)
0.38383838383838387,(-0.8904840621090304-2.981555974335137e-16j),(-0.8904697175940932-1.4770754381066228e-08j)
0.393939393939394,(-0.8799138205647414-2.60065664409601e-16j),(-0.8799190415601205-1.5234057844567437e-08j)
0.4040404040404041,(-0.8686150639575568+8.763948149752786e-17j),(-0.8686101397049039-1.592245073889463e-08j)
0.4141414141414142,(-0.8564817792462196-1.6650835758212806e-16j),(-0.8564731002573855-1.6547239951457577e-08j)
0.42424242424242425,(-0.8433746140870835+1.2136391300400062e-16j),(-0.8433497577513523-1.7605536697208618e-08j)
