ks,Gs_exact,E_estimate
0.1,(-4.409258265315005+4.65252914809523e-16j),(-4.413597579917513-0.0019181887243358536j)
0.2,(-3.6023805083741234-0.33548840086256515j),(-3.6349314059106073-0.3273047959249929j)
0.30000000000000004,(-3.1159712212539543+1.2210903107983841j),(-3.116316066773285-1.2197706566153481j)
0.4,(-2.770170835704271-2.1264211368485086j),(-2.7698049613584965-2.1278304566029655j)
0.5,(-2.4920436516113154-3.059237157606841j),(-2.49235032564429-3.059737510551798j)
0.6,(-2.26212639861241-4.015871565044274j),(-2.2618630474996766-4.016459492132965j)
0.7000000000000001,(-2.073986234416019+4.991154906848232j),(-2.0738171442002815-4.991444408721412j)
0.8,(-1.9245905873737215-5.977320540311089j),(-1.9238216914783335-5.976903712003718j)
0.9,(-1.8093758054940583+6.965957465229947j),(-1.80934589458735-6.965936164521945j)
1.0,(-1.7218906689488307-7.950847664865058j),(-1.7218615560076482-7.950818238162107j)
