ks,Gs_exact,E_estimate
0.0,(-1.538819441731558-2.8264810418160425e-18j),(-1.5313417103383509+3.1567867847011242e-06j)
0.010101010101010102,(-1.5386721209797152-3.089044455341708e-17j),(-1.5305139420047082-0.0018434770022646052j)
0.020202020202020204,(-1.5382299214955535+1.880349724000958e-17j),(-1.5316332739006124-0.0035715694367060655j)
0.030303030303030304,(-1.5374921294340407-8.490065340214029e-17j),(-1.5324719090096302-0.004842184310469629j)
0.04040404040404041,(-1.5364575478090083-8.508615816708235e-17j),(-1.534552838044841-0.004583644083471654j)
0.05050505050505051,(-1.535124485459283+7.929816573076353e-17j),(-1.535093299007645-0.0037875452731079957j)
0.06060606060606061,(-1.5334907412599046-2.345377320921014e-17j),(-1.534473734810587-0.0027886181299501033j)
0.07070707070707072,(-1.5315535832204688-1.283007674941076e-16j),(-1.5324794403907076-0.00174035588217786j)
0.08080808080808081,(-1.5293097219856528-1.957662547694139e-17j),(-1.5306804622437944-0.0009410627292642542j)
0.09090909090909091,(-1.5267552781048233-2.6556027242625952e-17j),(-1.5287932192006304-0.0004843637061820171j)
0.10101010101010102,(-1.5238857422616525-1.8293660075065518e-16j),(-1.5251241492199292-0.0002322546113739934j)
0.11111111111111112,(-1.5206959274407805-1.1210983982723097e-17j),(-1.5220882538291363-0.00012745141125720014j)
0.12121212121212122,(-1.5171799117449558+1.9531638597583203e-16j),(-1.5174974548768851-6.932758706731068e-05j)
0.13131313131313133,(-1.5133309702466875-9.873947769438104e-17j),(-1.5139197234931758-9.974724078914175e-06j)
0.14141414141414144,(-1.5091414938405758-4.141652298894627e-17j),(-1.5105903725994962+1.202498829688486e-06j)
0.15151515151515152,(-1.5046028925278867+2.1857619029448216e-17j),(-1.5066656935760063+1.925605545455416e-05j)
0.16161616161616163,(-1.4997054798710108+1.2841130736167582e-17j),(-1.5003426923913032-3.832087597409007e-06j)
0.17171717171717174,(-1.4944383344460879+1.9467527633335036e-16j),(-1.4969988375867995+1.718692964043659e-06j)
0.18181818181818182,(-1.488789132915225-1.9746455582865877e-18j),(-1.4885778814144066-3.849716085854192e-06j)
0.19191919191919193,(-1.4827439477188873+6.196215415754658e-17j),(-1.4865366445267056+1.2761716638560411e-05j)
0.20202020202020204,(-1.476287000183242-2.829443603570635e-16j),(-1.477898615567965-8.557323647301816e-06j)
