ks,infidelity
0.1,4.629440555059601e-08
0.1292929292929293,8.011566116592252e-08
0.15858585858585858,1.2128713998413181e-07
0.18787878787878787,1.1068395404804524e-07
0.21717171717171718,1.2015866917994545e-07
0.24646464646464647,1.5962404160957493e-07
0.27575757575757576,1.5522760562952726e-07
0.305050505050505,1.918074036440061e-07
0.33434343434343433,2.866065355077931e-07
0.36363636363636365,1.8761680728301864e-07
0.3929292929292929,2.3356149316390508e-07
0.42222222222222217,2.0305994054567616e-07
0.45151515151515154,1.4697488441378415e-07
0.4808080808080808,2.0587144795157099e-07
0.51010101010101,3.304741722580378e-07
0.5393939393939393,2.294110769672806e-07
0.5686868686868687,3.8300663015291977e-07
0.597979797979798,4.6226642500671085e-07
0.6272727272727272,9.589972068761517e-07
0.6565656565656565,5.291416779758354e-07
0.6858585858585858,6.376314374808332e-07
0.7151515151515151,7.261752073614015e-07
0.7444444444444444,1.102091465526848e-06
0.7737373737373736,1.1054296898245057e-06
0.803030303030303,2.7616700461920085e-06
0.8323232323232322,1.5681101926832612e-06
0.8616161616161615,1.6260490918358547e-06
0.8909090909090909,2.5402355496390312e-06
0.9202020202020201,4.595999453976611e-06
0.9494949494949494,1.7826627367633677e-06
0.9787878787878787,2.1160797242120154e-06
1.0080808080808081,2.6328846951882873e-06
1.0373737373737373,4.015833398189495e-06
1.0666666666666667,4.165791488718632e-06
1.095959595959596,5.068197744452044e-06
1.1252525252525252,7.4166259509704115e-06
1.1545454545454545,9.872125254504273e-06
1.183838383838384,1.3095146889116321e-05
1.213131313131313,1.2364504491438773e-05
1.2424242424242424,1.60080095884899e-05
1.2717171717171718,1.4928714439918767e-05
1.301010101010101,1.3543402735696176e-05
1.3303030303030303,1.2530610469989342e-05
1.3595959595959597,1.2778549987295902e-05
1.3888888888888888,1.575391950586255e-05
1.4181818181818182,2.3420419318933223e-05
1.4474747474747474,1.416809029389253e-05
1.4767676767676767,1.433788638982202e-05
1.506060606060606,1.6087667956478218e-05
1.5353535353535352,1.9377926732996313e-05
1.5646464646464646,2.19574578090788e-05
1.593939393939394,1.7998433909621195e-05
1.6232323232323231,1.6769828801991066e-05
1.6525252525252525,2.0086383364972824e-05
1.6818181818181819,1.7210122308761703e-05
1.711111111111111,1.759944975198889e-05
1.7404040404040404,1.603148071360223e-05
1.7696969696969698,1.4783013535045206e-05
1.798989898989899,1.7789889572536004e-05
1.8282828282828283,1.342407038331572e-05
1.8575757575757574,1.8061997324877508e-05
1.8868686868686868,1.9146733883490375e-05
1.9161616161616162,1.843969620358404e-05
1.9454545454545453,1.4367341537481315e-05
1.9747474747474747,2.018437275513299e-05
2.004040404040404,9.534344602938186e-06
2.033333333333333,1.7966150320321915e-05
2.0626262626262624,2.6134599716750335e-05
2.091919191919192,1.4438845309918005e-05
2.121212121212121,1.74612379097867e-05
2.1505050505050503,1.4689973547872612e-05
2.17979797979798,1.134302757434728e-05
2.209090909090909,1.9200630992919857e-05
2.238383838383838,2.4258970464100743e-05
2.2676767676767677,1.67032209923455e-05
2.296969696969697,1.9374222629886793e-05
2.326262626262626,1.5673431001788144e-05
2.3555555555555556,8.576336565526929e-06
2.3848484848484848,2.2809169500403057e-05
2.414141414141414,1.9887775642893854e-05
2.4434343434343435,1.5848673503729232e-05
2.4727272727272727,1.8652619735215474e-05
2.502020202020202,2.186221538624399e-05
2.5313131313131314,1.8126833080804085e-05
2.5606060606060606,2.1649306672803812e-05
2.5898989898989897,1.3754004599258944e-05
2.6191919191919193,2.2952783822477132e-05
2.6484848484848484,2.0104648431648297e-05
2.6777777777777776,1.9705460751345285e-05
2.707070707070707,1.9152448520381923e-05
2.7363636363636363,2.5996258247357082e-05
2.7656565656565655,1.6907944052762236e-05
2.7949494949494946,1.774797279342158e-05
2.824242424242424,1.6841828470941535e-05
2.8535353535353534,1.4905055350500927e-05
2.8828282828282825,1.8732190618806675e-05
2.912121212121212,2.2325046343265482e-05
2.9414141414141413,2.0319864835791116e-05
2.9707070707070704,2.6714671232088848e-05
3.0,2.3078582915871434e-05
0.1,1.6870174139417622e-09
0.2,2.220039706391156e-09
0.3,3.2004592284068324e-09
0.4,4.020970663497763e-09
0.5,6.155486999523869e-09
0.6,8.659237308434282e-09
0.7,8.504004593529639e-09
0.7999999999999999,2.2668562676173758e-08
0.8999999999999999,4.4137412348681906e-08
0.9999999999999999,5.7812201523113105e-08
1.0999999999999999,1.3951065549163865e-07
1.2,4.117026084508175e-06
1.3,1.3155510877176979e-06
1.4,1.0389488806353537e-06
1.5,1.5732971894384936e-06
1.5999999999999999,6.953055077660382e-07
1.7,9.64839700996845e-07
1.8,3.9924712103755455e-07
1.9,6.097809113988279e-07
2.0,4.902534543641838e-07
2.0999999999999996,3.7752109161776436e-07
2.1999999999999997,3.110910296118119e-07
2.3,8.662094764168466e-07
2.4,1.8573856900467482e-07
2.5,1.237985007272745e-07
2.6,1.209699088730912e-07
2.6999999999999997,6.021434593556055e-08
2.8,6.68735933217786e-08
2.9,5.584619288979606e-08
3.0,1.6265089431342005e-08
