ks,infidelity
0.1,7.621598088294258e-05
0.1292929292929293,5.0360701509535864e-05
0.15858585858585858,5.6082436859746534e-05
0.18787878787878787,2.7858974909111024e-05
0.21717171717171718,3.4002597415640406e-05
0.24646464646464647,2.921770145034441e-05
0.27575757575757576,1.6898448957921346e-05
0.305050505050505,2.0861609769803524e-05
0.33434343434343433,2.3659326768754177e-05
0.36363636363636365,1.7517795554036258e-05
0.3929292929292929,1.6097063190522925e-05
0.42222222222222217,1.6444965931363863e-05
0.45151515151515154,1.931662503432803e-05
0.4808080808080808,2.4014547452028823e-05
0.51010101010101,1.202916439311416e-05
0.5393939393939393,2.1582117896798004e-05
0.5686868686868687,1.8378713671225797e-05
0.597979797979798,2.20665999708528e-05
0.6272727272727272,1.8315532542076006e-05
0.6565656565656565,2.4655409757853235e-05
0.6858585858585858,1.980255830619401e-05
0.7151515151515151,2.0721221828265057e-05
0.7444444444444444,2.0776724788874946e-05
0.7737373737373736,1.6259776439440372e-05
0.803030303030303,1.7327900617416783e-05
0.8323232323232322,2.6667563621913475e-05
0.8616161616161615,1.9673134263916126e-05
0.8909090909090909,2.150578519955994e-05
0.9202020202020201,2.77223707330813e-05
0.9494949494949494,2.0963917232777577e-05
0.9787878787878787,1.7195784693758028e-05
1.0080808080808081,2.117037022146538e-05
1.0373737373737373,1.760137576171087e-05
1.0666666666666667,1.8495870622236784e-05
1.095959595959596,2.1430431183824634e-05
1.1252525252525252,2.2147154926866613e-05
1.1545454545454545,1.9069210703095962e-05
1.183838383838384,1.653399100786754e-05
1.213131313131313,1.703641174927985e-05
1.2424242424242424,3.37206936672084e-05
1.2717171717171718,1.7871828543473527e-05
1.301010101010101,1.948727789776524e-05
1.3303030303030303,2.724369088583847e-05
1.3595959595959597,3.026415953486106e-05
1.3888888888888888,3.218744922973043e-05
1.4181818181818182,2.423262749968306e-05
1.4474747474747474,2.5526052279126285e-05
1.4767676767676767,2.7581501185643902e-05
1.506060606060606,2.946071408697334e-05
1.5353535353535352,3.08766420483907e-05
1.5646464646464646,4.324132878846711e-05
1.593939393939394,3.4370934476057303e-05
1.6232323232323231,3.900635214602906e-05
1.6525252525252525,2.3247428375958034e-05
1.6818181818181819,2.380708349325014e-05
1.711111111111111,3.2389511484717324e-05
1.7404040404040404,3.526355501319007e-05
1.7696969696969698,5.0031766077884664e-05
1.798989898989899,5.133952595861629e-05
1.8282828282828283,3.6582252841033785e-05
1.8575757575757574,4.0249149118086484e-05
1.8868686868686868,3.223925647353963e-05
1.9161616161616162,5.0758183245747756e-05
1.9454545454545453,3.7771514823987363e-05
1.9747474747474747,4.625576206260426e-05
2.004040404040404,3.553765452728858e-05
2.033333333333333,4.15770256804655e-05
2.0626262626262624,4.2820581188048256e-05
2.091919191919192,4.062518690772902e-05
2.121212121212121,4.035658243737243e-05
2.1505050505050503,4.264559104771533e-05
2.17979797979798,3.6234379730025614e-05
2.209090909090909,4.19303486043182e-05
2.238383838383838,3.3114003956305324e-05
2.2676767676767677,4.162066376432172e-05
2.296969696969697,3.086329228665093e-05
2.326262626262626,2.5915633007637666e-05
2.3555555555555556,2.4189067073943145e-05
2.3848484848484848,2.499264196307959e-05
2.414141414141414,3.5091237194970574e-05
2.4434343434343435,3.902011741821461e-05
2.4727272727272727,2.035044999829655e-05
2.502020202020202,1.9628721768075143e-05
2.5313131313131314,3.7856895754003644e-05
2.5606060606060606,1.8239213789667758e-05
2.5898989898989897,1.659551460255528e-05
2.6191919191919193,3.401207335197289e-05
2.6484848484848484,1.5172552813850365e-05
2.6777777777777776,2.9135042463524818e-05
2.707070707070707,3.6776215494605885e-05
2.7363636363636363,2.8245001559348203e-05
2.7656565656565655,2.9663333440665155e-05
2.7949494949494946,1.5303583032725078e-05
2.824242424242424,3.702032326552073e-05
2.8535353535353534,3.2185900242185564e-05
2.8828282828282825,3.0420355715450988e-05
2.912121212121212,3.4841438762796536e-05
2.9414141414141413,3.093718777085986e-05
2.9707070707070704,3.4791101712155726e-05
3.0,8.136017090711172e-06
0.1,3.865521716601802e-06
0.2,8.540190976238609e-07
0.3,5.126218341221862e-07
0.4,4.2687555286921984e-07
0.5,1.854086602683143e-07
0.6,7.506744129757556e-08
0.7,4.7420041108966143e-08
0.7999999999999999,3.2467812397101754e-08
0.8999999999999999,1.679498288940446e-08
0.9999999999999999,8.754364769483716e-09
1.0999999999999999,2.0783002988286377e-08
1.2,1.0358549990916774e-08
1.3,1.6515811094938384e-08
1.4,0.015688551480677198
1.5,9.448161564116973e-09
1.5999999999999999,1.3182568770884413e-08
1.7,8.926960928307431e-09
1.8,5.685861107185444e-09
1.9,0.00018165541183026184
2.0,4.799570735084281e-09
2.0999999999999996,4.778989642747669e-09
2.1999999999999997,3.614367912805701e-09
2.3,0.015316603317490308
2.4,2.284822774117309e-09
2.5,1.5739811670047292e-09
2.6,1.6991785748986061e-09
2.6999999999999997,1.0371281608609767e-09
2.8,9.192813175237294e-10
2.9,6.581672983312976e-10
3.0,4.4034798025320415e-10
