ks,infidelity
0.1,0.0008366853746877062
0.2,0.00018862100740423842
0.3,7.100134177585395e-05
0.4,1.8572340717929982e-05
0.5,8.14741256062991e-06
0.6,1.1816760995062877e-05
0.7,3.4167880109073425e-06
0.7999999999999999,1.4856113950335933e-06
0.8999999999999999,7.475780458735823e-06
0.9999999999999999,0.00020223495997472336
1.0999999999999999,3.526841096842977e-07
1.2,5.556360314960539e-07
1.3,0.9999999999999768
1.4,0.9999999999999943
1.5,0.9999999999999977
1.5999999999999999,3.057414654235676e-07
1.7,1.7454464378253018e-07
1.8,0.9999999999999998
1.9,0.9999999999999999
2.0,9.590559249963532e-08
2.0999999999999996,6.427247364303727e-08
2.1999999999999997,1.0
2.3,3.8497254568919465e-08
2.4,2.8386051751990924e-08
2.5,2.041866687520768e-08
2.6,1.4054287462174937e-08
2.6999999999999997,1.0
2.8,1.0
2.9,5.7274711558066435e-09
3.0,4.192415743500441e-09
