ks,infidelity
0.1,0.00016407017528065817
0.2,0.00036061991261330444
0.3,0.0005728810640375756
0.4,0.00046367899056581435
0.5,0.0005962100434572194
0.6,0.00022400168473662389
0.7,0.0005348167963399725
0.7999999999999999,0.0008886552404965538
0.8999999999999999,0.00023250072618112387
0.9999999999999999,9.312632690550187e-05
1.0999999999999999,0.000131869838694672
1.2,7.806367911843622e-05
1.3,4.427201218756861e-05
1.4,2.2009053363991844e-05
1.5,1.4423430179620437e-05
1.5999999999999999,1.0952720401071963e-05
1.7,7.5160236494535305e-06
1.8,6.971015937303131e-06
1.9,4.488275215515006e-06
2.0,3.894975918710644e-06
2.0999999999999996,4.0734201383473155e-06
2.1999999999999997,6.957888404880753e-06
2.3,4.433686679458355e-06
2.4,3.870740435957014e-06
2.5,3.6018648435364554e-06
2.6,4.699648399005527e-06
2.6999999999999997,1.565253830886582e-06
2.8,1.357498065332834e-06
2.9,7.178339418078703e-07
3.0,2.8798531109319617e-06
