E,E_err,var,var_err
(-14.864017903871785-0.20350096216549768j),0.2540559341693278,715.7896552059327,12.966922334096475
(-14.945197635849723+0.0006261893403912003j),0.260790229516029,699.3128868330331,12.38180147564771
(-14.931730307646191-0.0983730989692679j),0.2665367676161798,710.4961310409611,13.045327010655049
(-14.97108697017003+0.00046717000241709586j),0.2648100871798328,703.8980070177925,13.224286421163312
(-14.928478863590263-0.33710775133829557j),0.2614594601602752,742.2597094828404,12.456012056952687
(-14.856121225272478-0.4960365514254623j),0.2603170403476079,723.057463649515,12.87995070741003
(-14.913047725447301+0.032075988321957995j),0.2568194940732983,727.3986637515526,12.542986721252358
(-14.93326435311136-0.7705194864262628j),0.2569777095607365,696.9588170889588,12.695424433989729
(-14.821906539700445-0.7102877864659629j),0.2552846977470857,694.1406415927111,12.55854954145148
(-14.959466872585493-0.08850521531938946j),0.2551885907500001,702.1690271066471,12.854250783847451
(-15.000527281973278+0.3476159601734091j),0.2611533137477368,701.1344684200972,12.65825159072952
(-14.873251039596441-0.5112661164351898j),0.26302162433462,711.5196453811197,12.427140974512564
(-14.996989148793583+0.5981293163774257j),0.2631532490722045,696.2090736987744,12.807312280525007
(-14.858934896141777-0.45500315440454575j),0.2588711795286941,707.1145094754914,12.875503598116271
(-14.912312186440321-0.2874898474287099j),0.2576850788390296,700.1408048776102,12.621574678221336
(-14.909350036017331+0.16008144048331838j),0.2664834591286114,717.6994096201036,12.879641951144452
(-14.827504260590471+0.0006982182830458318j),0.2630059118879462,719.825468701403,12.855821915749903
(-14.94356699718368-0.7139201105407205j),0.2640440941162852,685.9086440971407,12.512040464795287
(-14.959816441716436-0.32981044399027715j),0.270826774700512,713.9837408309859,12.880669431820138
(-14.90632682341187-0.8410872267723523j),0.2599319677650702,695.6811287877948,12.517438767699996
(-14.89592323942869-0.0566115178318894j),0.2629310131634701,697.9756791383005,12.38442828634839
(-15.014460344053111-0.8596969712891287j),0.2628752253069294,686.9463500788058,12.106255261225748
(-14.835835283998232-0.2878526636238013j),0.258220321414875,703.0010821156474,12.8076841943273
(-14.883174984543425+0.023551853038426437j),0.2616760222694738,694.9322401876727,12.442783678334472
(-14.92878698910699-0.199817133271704j),0.254941343018396,691.8316862897229,12.632317756060232
(-14.885103441806091-0.5227429127005268j),0.25322684284129,705.0742841991886,12.516402910086963
(-14.90424797511619-0.43722533146704395j),0.2528201197306626,703.617291495277,12.50715744832667
(-14.962086020404513-0.6882393859982223j),0.2632370880113689,708.2489409028512,12.708345708944156
(-14.974193026414005-0.2547032306420295j),0.2609482747041181,693.2008261487597,12.567780678152348
(-14.893554771664926+0.053904335066284025j),0.2551105239855945,704.1886936051159,12.68260649520821
(-14.932435844900562-0.5380011678342894j),0.2624033468700521,697.9875850718545,12.71015508713007
(-14.963962797229868+0.06220771887552864j),0.2665244893911678,700.5039953264687,12.68346338520394
(-14.890728918274432-0.08643605760417943j),0.255475684772193,701.0619423518118,12.479944212108906
(-14.877997865796864-0.30550472611511387j),0.2603095380804825,691.7945854211337,12.51508464890924
(-14.896637215556362-0.1719014161917681j),0.2665730742033546,714.1903183143559,12.73750837976339
(-14.892072958022723-0.25300667285084866j),0.256367177336809,697.7898835746487,12.60729245687531
