E,E_err,var,var_err
(-14.973777776475083-0.03957732663323107j),0.2627969746433221,682.4866013144215,12.762566305131635
(-14.291319993950072-3.05673837515322j),0.2423629455021824,546.7933858168825,8.006629757551451
(-13.702420819986965-5.705520223204723j),0.2576209482669557,447.4230211844362,7.187720804112474
(-13.355876813251074-8.033144185735734j),0.2967113155644159,352.60111759847194,6.074459697683293
(-12.82963991615608-10.143239087164888j),0.3245873911987222,284.78885141950065,5.072601456622339
(-12.491486732588346-11.387561871354226j),0.3527100310556085,235.73832653411117,4.361138643138437
(-11.973562058174144-12.816663014901279j),0.4002160650810111,194.65760979753824,3.6733585375798032
(-11.569515497454795-14.178939874580148j),0.4302691972566212,176.53853641746554,3.2707016176544585
(-11.376699223526634-15.0793332704261j),0.4260655041005423,157.01570821129923,2.7410571807682014
(-11.085257372158232-15.86384197610257j),0.4551872880814515,143.16117801626584,2.3917426140775326
(-11.069565861869908-16.6064207737285j),0.431928553917584,132.2753963002511,1.9964709757511547
(-10.88595102470174-17.340058802931058j),0.4295494638004584,125.23184891630032,1.819932640597477
(-10.740109393562841-17.814145265545175j),0.4394830673446462,119.1469704187278,1.501683412170669
(-10.649353886481169-17.902899321528505j),0.4577369898748371,115.54195493965727,1.3110849487159906
(-10.647284954902414-18.25185160739221j),0.4387757709597513,111.08251178292916,1.132225764509702
(-10.73798377603586-18.31975008613023j),0.4226809382219879,108.01977745798392,0.9788902156642586
(-10.560204396817578-19.030536736532675j),0.4066197980983698,107.37011417076933,0.8227557710442702
(-10.50941025053786-19.137791117234233j),0.4112613497771077,107.04539406338732,0.7865984012518397
(-10.459736525669973-19.40964082078221j),0.3990445081070991,106.376425253151,0.6269462676599615
(-10.438610238828872-19.540796944018574j),0.3951815064939457,104.17151762937957,0.5472284018787096
(-10.374151193772116-19.35235842621243j),0.4318757247802016,105.45292340269106,0.484307678152033
(-10.25427336977394-19.994541795016058j),0.3992813075300856,103.92057432670916,0.4057879450293817
(-10.465823214326338-19.66160636298252j),0.3854442600518926,104.22403922805502,0.3364209721890191
(-10.319797933305356-19.906981999778274j),0.3943062124493123,103.50702164642254,0.3116448928847061
(-10.31478409899617-20.037799400729853j),0.3817269429574615,103.57742075822492,0.2802917251648709
(-10.45041045491997-19.723716360843856j),0.3867990907209275,103.38932828751597,0.2109319934833594
(-10.35607070118358-20.06444345618935j),0.3697041451259444,103.85505056552104,0.2212462608434065
(-10.348657626693468-20.174418145333117j),0.3618796835252966,102.99909211870744,0.1554269410082741
(-10.33069786177988-20.115039150995777j),0.3739742520162563,103.12856477403538,0.1641477905661226
(-10.320723628638058-20.10371687294443j),0.3779582412731561,102.85712841224516,0.1364434417751757
(-10.31204210468623-20.186821555577595j),0.3714513167886471,103.13999237694102,0.1511080673981374
(-10.189641923828534-20.21937860217108j),0.3970413021259409,102.92085113777269,0.0997877016290027
(-10.292847292264907-20.371272403542413j),0.3547446301367043,103.04461986418193,0.0829035609611537
(-10.26558414235626-20.177579340620827j),0.3839733442312825,103.01411932141004,0.5149427328951578
(-10.313662105913462-20.084370651837723j),0.38482948643246,103.0353158977157,0.1259797866381658
(-10.22459148163698-20.234301625797666j),0.3867542389837196,102.91449642771552,0.08655873153462
(-10.235955792010447-20.46087504308663j),0.3580549814490435,102.97443236275636,0.064703623632099
(-10.27264948210198-20.227221994417498j),0.3749590055059604,103.02243164044944,0.078135165697419
(-10.220858974531547-20.371559871442408j),0.3732348346716769,103.05046503998422,0.069245442426508
(-10.285428978681992-20.328558848072486j),0.3622302887826577,102.97344337853596,0.108527957628812
(-10.203601848937282-20.28162766055703j),0.3875464622930648,103.05667997702486,0.0941612930374664
(-10.277789550461888-20.20290127656913j),0.3792091563812964,102.9377154967926,0.0797198776403903
(-10.3727031555954-19.972091975991308j),0.385466480271363,102.988863714894,0.0778438515493854
(-10.29567204284874-20.2419401966975j),0.3695604240332234,103.05258600226388,0.108818591200843
(-10.417122881410322-19.89832420650576j),0.3854368605684609,103.01191642617202,0.0774958800648874
(-10.281825731745021-20.01311738455473j),0.4022191673338518,103.05004750450718,0.0670030013154011
(-10.247418297211182-20.461794884240472j),0.3560189146591825,102.96809246322664,0.1019042187160386
(-10.187750049467626-20.641292572154356j),0.3501321157979377,102.9703578258181,0.0597255544350068
(-10.296977982697268-20.21762184139278j),0.3742135960040083,102.9965730915716,0.0736660800190736
(-10.157068710080532-20.463512233458893j),0.3775287823071625,103.07234021875615,0.0721930961440819
(-10.245232450636216-20.326212400704105j),0.3731495859678204,102.98383100782506,0.0472001354779954
(-10.288024612220578-20.099204320165388j),0.3906492278723317,102.89543818758337,0.0735497891895379
(-10.256079810060431-20.309287235224215j),0.3731884484602056,103.07535965206084,0.0842668768074547
(-10.276344551337866-20.30791490871784j),0.3686926385938899,102.9466374773004,0.0828691964453868
(-10.306290731436583-20.19635587991459j),0.3752549335171218,102.97069918242263,0.0568654937557694
(-10.34408050076925-20.156544983498748j),0.3698904644626757,103.01982760241842,0.0585625690239063
(-10.214162213689905-20.432329710058255j),0.3677883979052018,102.9230755930428,0.0897280800284771
(-10.23491555385769-20.352440405108048j),0.3741095355057962,103.00462159067082,0.1068422716944943
(-10.265685423813398-20.321860328138357j),0.3694226575678174,102.99092460064014,0.1009047723719088
(-10.375836533633034-20.13887339304583j),0.3652355376292817,102.9129749176068,0.0645312574190982
(-10.314964505367623-20.2301204176991j),0.3661127976327767,102.98939642670172,0.089746208242606
(-10.319526819650044-20.203132475022386j),0.370562340565564,102.9219259683922,0.0505940073628009
(-10.260161899812658-20.365175047662227j),0.3639669425292231,102.9818508665332,0.0693024596526858
(-10.234580513593267-20.348294820772377j),0.3735750095079429,103.03185954431898,0.0984152530913963
(-10.257121336903698-20.310120702482013j),0.3721079625370086,102.99600426121292,0.0733392452834486
(-10.290914020929408-20.44674011385549j),0.3472212907303901,102.96251556377432,0.067510077547625
(-10.31378757121321-20.312848585639458j),0.3576812261391056,102.96061033574172,0.0541033785016008
(-10.295050400160747-20.261881422107034j),0.3699489992032783,102.95472939216586,0.0409381696842952
(-10.296584961348135-20.303975108044916j),0.3631813087450214,102.98428891514622,0.0953892875926282
(-10.330746410803753-20.01513907922588j),0.3917161565431657,103.0768904391104,0.1500207871849714
(-10.168243749012747-20.598855721152514j),0.3605754163212706,102.95662517462608,0.1004030780838171
(-10.271157923796899-20.364533916377628j),0.3617436541645509,103.0462397577328,0.4184016001223243
(-10.241581928695707-20.434867847674283j),0.3595856234685513,103.0038428205753,0.1058865588886079
(-10.366321389279626-20.23118494869078j),0.3515468731603932,102.97976539025672,0.0713294791611689
(-10.326905294555552-20.05229430898743j),0.3861825093974684,102.97928419162282,0.056210462426946
(-10.293550788662422-19.972717726208234j),0.4037069132642021,102.98416117436666,0.0489661955228553
(-10.361082385915308-20.031732730488493j),0.3794088302606263,103.00368091148398,0.0897423343454029
(-10.262721551185626-20.210277403775816j),0.3834376125960829,102.99807847080902,0.0505517734736702
(-10.260138713126135-20.38283748679401j),0.3626016506855903,102.97241789803202,0.1114584680608719
(-10.280742311135846-20.30732125777926j),0.3666331073796094,102.86758851023936,0.073991611773392
(-10.305659556642212-20.20876958177343j),0.3719176326470684,102.95120421398865,0.0444519690209356
(-10.25894428850211-20.391467211888024j),0.3611438097041063,103.00929922696528,0.0765023800888516
(-10.290161910702576-20.146439424129486j),0.3842618773821316,102.95005626702708,0.0524471679132692
(-10.145542528909072-20.676250082374022j),0.3574051126346453,102.96372051211512,0.0429148473925424
(-10.18791606513694-20.398050716145352j),0.3786095742395708,102.9764218469565,0.0687760981158225
(-10.394625335180725-20.048285258978794j),0.3711288596185605,102.99044246347025,0.0857132971129131
(-10.223776923524369-20.433448621557005j),0.3660482607492406,102.92534392212424,0.0446943142651978
(-10.287597643719836-20.040313317470275j),0.3980557558514434,102.96635379917667,0.0446830246340622
(-10.329803195767182-20.15220518767293j),0.3739639207430033,102.90205064857888,0.0438548167665544
(-10.232509361987297-20.436172516449187j),0.3636461541714186,102.9906605723095,0.0459370991579863
(-10.200314687779784-20.366516107206348j),0.3814145231123803,103.0037266309499,0.1023059582605946
(-10.189797304243061-20.351567712808666j),0.3846859330048807,102.95481257048678,0.0413725290483201
(-10.330887341724871-20.23837376319392j),0.363417847562802,103.02147605459216,0.0858379122413706
(-10.304281097334627-19.968141736439982j),0.4029410593128982,102.868362752,0.0777888178714652
(-10.261937282038973-20.484932610726126j),0.349881468397119,103.03109089402496,0.08681775195841
(-10.206509157942163-20.422593384990513j),0.3724296477475078,102.8948601353253,0.0934702186381936
(-10.337896608689569-20.113607661321737j),0.3778491217687908,102.98063549881545,0.0461262378773006
(-10.365990399163376-20.139192562070885j),0.3668200820316789,102.94314962088418,0.0650151500071678
(-10.394664044600594-20.082209647826822j),0.3658880540619501,102.9508103551555,0.0399041505917229
(-10.245506258251554-20.220794368359492j),0.3868247591495566,103.01347464040344,0.103757374509331
(-10.255068308292287-20.373013837372422j),0.3652795141807318,103.01650869688775,0.0510145653872503
(-10.288085203492475-20.356811318617517j),0.3590831873310758,102.98293633971396,0.0869954140998198
(-10.230574319689557-20.37134650804172j),0.3724998543387436,102.97086645571878,0.0395921330419002
(-10.306848495827184-20.177596401930135j),0.3771078674376596,103.0056063754474,0.0958362756475972
(-10.279129499529795-20.17863495772318j),0.3832354849831868,102.87999037332052,0.0621110554521005
(-10.202774848696588-20.470727858056623j),0.3679552766262627,102.9493652661484,0.0502559124763242
(-10.235516190600404-20.57891252043816j),0.3449047184994703,103.0774682610208,0.1055000321721921
(-10.228597178258212-20.374992525115953j),0.3728861663374931,102.98139603194348,0.0417831596479911
(-10.27511906115189-20.140351944980402j),0.3894018748808722,103.01455551419528,0.0881320757854888
(-10.2245510972042-20.41732989678291j),0.3669689667493086,102.99255706468732,0.0496430088824504
(-10.290524741457828-20.168876078342723j),0.3828801430834559,102.9747618767734,0.0422287571021845
(-10.363398994670936-20.13911613729445j),0.3679783518598514,102.9160905964336,0.0820304778005375
(-10.161171810736832-20.359936019466584j),0.3918428705583943,102.9577141881697,0.0435508708780417
(-10.245305927764814-20.27751047819127j),0.3799820913020046,102.93959631037144,0.1018013442722129
(-10.471401632360744-19.84352676358617j),0.3795919310549063,102.98850471370268,0.0729416430487287
(-10.344782497143665-20.129500842452853j),0.3732374966275261,102.99787830002808,0.07832064016455
(-10.145172564408293-20.519208260482287j),0.3755265864610387,103.0345677106287,0.1242024596219089
(-10.338261607984425-20.124719473453705j),0.3724423863277662,103.0136647978604,0.0411706009876583
(-10.169260667782565-20.49198359672603j),0.3716955328439569,102.9528763937839,0.0613605523715736
(-10.224175083278299-20.148884832013906j),0.3993232555662029,102.93666677715572,0.0601375476593509
(-10.269021215339482-20.3167561429541j),0.3681623828882331,102.98756695871572,0.0722894816397263
(-10.106924927184638-20.573623658375947j),0.3783942520325766,102.92730899217597,0.0649231985088209
(-10.118543198800936-20.556953815002252j),0.3762303052991935,102.96212515104968,0.0512667612358874
(-10.304985519920665-20.21810476549442j),0.3713207076989821,103.00923313053065,0.0797932923578938
(-10.313337368242662-20.14527913665688j),0.379074184796312,102.93711022707762,0.4621759441837111
(-10.309584848431335-20.1263500260697j),0.3817697332890105,103.0352985177304,0.0448550874670891
(-10.306614609149443-20.15233559359354j),0.3786191443893272,103.02580040469832,0.0910447036930056
(-10.186207516636438-20.466842131932367j),0.3700583069667938,102.9861482515687,0.0990997660612408
(-10.341654503307032-20.259782833913036j),0.3552562356060117,102.912301043309,0.0784964881619494
(-10.322592504279639-20.187530462711383j),0.3701769805746985,103.00165725817544,0.0668519735731588
(-10.214133086101246-20.51090772252481j),0.3577776893811452,103.02063263198218,0.0941836186111743
(-10.260735631934914-20.36223068830319j),0.3638164231714785,102.9612331501518,0.5305403744873608
(-10.189000663154234-20.327543549545368j),0.3842664038795918,103.00243023824032,0.1139914219705837
(-10.265066463884626-20.19403282690927j),0.3817166752771654,102.99359490294826,0.069147253966677
(-10.258509469493458-20.14681375196535j),0.3887986179126277,102.99563323575208,0.0852817448974799
(-10.206646524837325-19.987806135527563j),0.4198704473051913,102.9861679372022,0.0671090855829002
(-10.315704021417519-20.192913629989977j),0.3691726578922793,102.9338669402117,0.0854911230090541
(-10.231661445542521-20.249538575621237j),0.3835138099492397,103.00229170798204,0.0826848462701675
(-10.25868154709704-20.236906038897928j),0.3798403195452633,102.90858725828453,0.074419506721113
(-10.230564330778753-20.309844859328315j),0.3765589629736,102.85139133797009,0.5123852932126318
(-10.253868701090235-20.418199142250216j),0.3576702923574306,102.98854930012268,0.0720202593823501
(-10.209819453972997-20.3650894213854j),0.3764935339416295,102.93311444870294,0.0876150925101873
(-10.272411036508391-20.29557474170822j),0.3682766554032261,102.99457954383948,0.0648018552178385
(-10.316476099300848-20.080918222754114j),0.3850894390428268,102.96686491505596,0.0656589752443602
(-10.169933812679307-20.369395754473654j),0.3854619107353711,102.9678437482046,0.0594594558172793
(-10.216470806868239-20.47167632221305j),0.360813814235648,102.96113569509396,0.0550358453869041
(-10.293843651000921-20.186083429176218j),0.3777899025876427,102.97117388875569,0.0533822842824363
(-10.180116969890152-20.531412332570543j),0.36413995981842,103.0088642508807,0.0989006916694468
(-10.168303873003408-20.605084185085j),0.3587051796293849,102.9636464905204,0.0781664940977747
(-10.265554630913156-20.09877151907741j),0.3955684129367831,102.98365389155816,0.1046621122093865
(-10.268213737588955-20.255777580244747j),0.3749387355487251,102.99367558402004,0.0892475913228627
(-10.188431544004539-20.46269710504968j),0.3709469990534671,103.047783223471,0.0770786514455429
(-10.226258812629744-20.41659983741883j),0.3670531624342735,102.99049060314375,0.0580052315895475
(-10.237388573082473-20.548945596423906j),0.3473541923324126,102.93210599523228,0.0635675844963065
(-10.167886437146114-20.38162765295517j),0.3867160066039613,103.0583395761906,0.1131142345454819
(-10.387997068577143-19.973125217544236j),0.3817304904745778,102.98147891293908,0.0896511365268649
(-10.260705670885857-20.192608877184917j),0.3854573656097778,102.94025496657238,0.0752362449048943
(-10.361945869764781-20.126709894795567j),0.3680236046321467,103.01486872529352,0.0829099916115669
(-10.296314807393752-20.220736208032683j),0.3732994375775529,102.99252844230574,0.1026649257470422
(-10.23358229956187-20.246944510638894j),0.3851588710807145,103.0416455666508,0.0460095257411069
(-10.31355838031869-20.13124592010746j),0.3800367894445953,102.98528572262924,0.041550280621611
(-10.34530191611892-20.199106919338725j),0.3634776197740569,102.97907575149571,0.0595153139894103
(-10.17897637254128-20.431229777689893j),0.3769777831421986,102.98717836097768,0.0749112864657434
(-10.219435325732482-20.2976346763749j),0.3827553428268949,102.96263366275475,0.0825037209576391
(-10.246507789380832-20.344586113580558j),0.3704197122826985,103.0341462446494,0.0912066772313657
(-10.234852697224142-20.2657557537539j),0.3825860246033902,103.00290596704156,0.0501590572948499
(-10.298974662368739-20.186942305855897j),0.37725486666963,102.97453353736012,0.054773940645623
(-10.287574208215648-20.245501087143808j),0.3724666263571439,103.01843967787168,0.0954710882536772
(-10.192147147507598-20.435768822021533j),0.3727050254427113,102.963532123004,0.0650281298360395
(-10.271996107557776-20.106825789864473j),0.39392674393887,102.96715865840947,0.0912839940746721
(-10.238309704745447-20.380998194997083j),0.3679969912137587,102.99083573188987,0.0802836726046156
(-10.293339223971131-20.29038007761754j),0.3653194884910615,103.061081441097,0.0541315216079952
(-10.230087426404811-20.29814123312604j),0.3802852214884092,102.9543859763412,0.0839770643051881
(-10.321503171416017-20.070045379187867j),0.3856517289161965,102.96623658406918,0.0479568943997321
(-10.319077915147181-20.09439081882447j),0.3837417732004152,102.95752240200524,0.0425259988251681
(-10.204398845852483-20.34860999673331j),0.3795917192672999,102.94322987073008,0.0850073524453806
(-10.34396601517249-20.132629983844293j),0.373292851058863,102.96328378131663,0.0730871856658643
(-10.283019133172509-20.23865180839106j),0.3751752744271404,102.95508891019452,0.0552336425551401
(-10.142542575774616-20.408044404853968j),0.3898028932049033,103.0303588534853,0.0826704545499854
(-10.167797589507792-20.507010320988254j),0.3714626904136844,102.9818864993425,0.0559268355220499
(-10.234894239886916-20.523938251827893j),0.3515948543265407,102.94765585669778,0.0496962049121065
(-10.26406754940271-20.30101031813988j),0.3698459845975236,102.97586018619252,0.0432916478174826
(-10.287274414765424-20.428040138628376j),0.3489962588725297,103.00746628655294,0.0748144681253335
(-10.27836995564704-20.161765345053343j),0.3853500846100257,102.92829540606736,0.0607452863349694
(-10.279752835672776-20.293164080811376j),0.3691088919238318,102.98193386799804,0.0423610853351972
(-10.183663051837343-20.403701099877885j),0.3805432510621572,102.9628591658978,0.0458663384850194
(-10.237848469690688-20.270009123750942j),0.3803337858104882,102.96739066283432,0.0654049937167522
(-10.170362098796973-20.34690165475244j),0.3908439502930616,102.98266304046476,0.0699539768467946
(-10.285893887405432-20.00240167189475j),0.4025279229442867,102.79655517073232,0.0880744931077648
(-10.242284164213697-20.32250023556185j),0.3754514692836602,103.02367878953024,0.0950699904961333
(-10.313468442039229-20.20939832857008j),0.3706565483552232,102.98711840758126,0.0545229157248094
(-10.261056047413494-20.345292916238524j),0.3667613180394531,102.9783606045302,0.0411366027437884
(-10.17418453487385-20.443046499665638j),0.3774316100991775,103.00855348907308,0.0809113792768096
(-10.235832745219618-20.378496129938757j),0.3693101670505657,103.017016306196,0.0331390832835009
(-10.210037516665528-20.445103056487444j),0.3673580912357582,102.93406797779213,0.0886898723682561
(-10.290333367240365-20.25292529965695j),0.3709003872269613,102.95188015509014,0.1154897110253521
