E,E_err,var,var_err
(-14.920936238379383-0.21541599076326312j),0.2654265390065534,698.0410492839105,12.655155643096222
(-14.95678738966725+0.21225481662987739j),0.26185616682829915,731.3304798880886,12.975263573817054
(-14.902465758855492-0.4777228518893631j),0.2588027655866773,717.5651623605992,12.72089328374175
(-14.882406736785338-0.03415209475275923j),0.26373581304309485,712.7987534347532,12.65373811869663
(-14.927013515485609-0.43379615780377395j),0.2696545454152693,711.2369905675683,12.61043978271804
(-14.8752329332276-0.5075164231684222j),0.2462287560261936,707.9574227836241,12.640701099861257
(-14.83545645241543-0.1728899242159871j),0.2622859873676379,702.7454940304999,13.19134175829193
(-14.87191389869595-0.6973140772859605j),0.26305147325381006,693.0153710312115,12.155502720490288
(-14.86411349466308-0.2671165688770589j),0.2671962254199287,690.2114712466332,12.254552981089292
(-14.8174683614927-0.16802616683589253j),0.2584198020800651,699.7013330269808,12.553386077689968
(-14.79788895482251-0.5063751372022316j),0.264779646671928,684.9829223171183,12.278355238460582
(-14.841740131657295-0.9088800421413825j),0.25283460409101255,691.0893956505456,12.903913494593327
(-14.93382051725597-0.9205823501849949j),0.27086330973399086,682.1930198392454,12.66159559149447
(-14.870069192514872-1.240672595645869j),0.2664870330696967,674.3028492942175,12.392187643869564
(-14.781882272358216-0.5887823026865631j),0.2592017945958298,650.4919292504329,11.954659366109912
(-14.846073360061476-0.47451999392171257j),0.2558925047951546,659.1824719618337,11.870348652185877
(-14.866418025505633-1.0804535076282928j),0.25940273901276356,679.7941046192624,12.501991269599975
(-14.73443711916837-1.9111767461499873j),0.2524961818983679,649.7165203580784,11.73435899821448
(-14.804031997027774-1.6067761717082223j),0.26902052670980636,668.473083139192,12.442379710261124
(-14.795409815603115-1.1233848731355633j),0.26488296603216943,670.551293750977,12.686288917921827
(-14.752267514597381-0.935338665060318j),0.26198045659673086,663.7312767763785,12.307006276077457
(-14.786015603160141-1.1442150565036735j),0.2615273678727118,643.3626379942646,12.028967194349024
(-14.805300459507377-1.2837454383684364j),0.2636607171414511,620.6853754540922,11.943681076535777
(-14.677880891094158-1.4369544759820048j),0.2639765094913235,633.1009311623512,11.912656502819523
