ks,Gs_exact,E_estimate
0.1,(-4.556266316131285-1.0029847452700733e-16j),(-4.51143630987732-0.025412086902100978j)
0.2,(-4.409258265314999+6.639277421921021e-16j),(-4.411989701772435-0.0156508030432729j)
0.30000000000000004,(-4.1028272455887365-2.7919118810270934e-16j),(-4.145241185132226-0.008767661582745865j)
0.4,(-3.60238050837413+0.3354884008625616j),(-3.7220723952353305+0.34320805865121345j)
0.5,(-3.33100083026549-0.7802080671227001j),(-3.3309728925967033-0.776568569164909j)
0.6,(-3.115971221253978-1.2210903107983926j),(-3.115771094714331-1.2239998029087247j)
0.7000000000000001,(-2.9324099930822367+1.6702048033701806j),(-2.9344039838240024-1.6759390646585495j)
0.8,(-2.7701708357042563-2.126421136848505j),(-2.767726907138793-2.126571731785335j)
0.9,(-2.6243227051648566+2.589603027496317j),(-2.623117797442088-2.58350994312682j)
1.0,(-2.492043651611286+3.0592371576068045j),(-2.4923214327200416-3.0592817062891844j)
