ks,Gs_exact,E_estimate
0.0,(-1.0440306508910564-2.9659791879741373e-18j),(-1.0431026974752895-2.8189734897611534e-06j)
0.010101010101010102,(-1.043942374193423-5.077425182263616e-17j),(-1.0439809256156316-6.379377207290136e-05j)
0.020202020202020204,(-1.0436774431242701+1.9569849213363355e-17j),(-1.0437513996651235-3.4899285999050525e-05j)
0.030303030303030304,(-1.0432355541368294+1.444360581658033e-17j),(-1.0433199353663538-1.216197243534247e-05j)
0.04040404040404041,(-1.0426161992508445-2.4720233049143128e-17j),(-1.0426504724298016-5.081357691210497e-07j)
0.05050505050505051,(-1.0418186629175343-1.5395670849294163e-17j),(-1.0418522398704535-6.251477215370147e-08j)
0.06060606060606061,(-1.0408420175665138-3.112846081159554e-17j),(-1.0408861669363567-8.907183672710098e-09j)
0.07070707070707072,(-1.0396851177685806-5.2909066017292616e-17j),(-1.0397266168643082+9.588836694411869e-10j)
0.08080808080808081,(-1.0383465929264595+2.896175053251904e-17j),(-1.0384145740661257-1.3460848888159776e-09j)
0.09090909090909091,(-1.0368248383812488+2.524031127875727e-17j),(-1.036890449962755+2.981644652490243e-10j)
0.10101010101010102,(-1.0351180047948212-9.443400922348744e-17j),(-1.0352015181776448-2.249950980533531e-10j)
0.11111111111111112,(-1.0332239856369034-1.1622647289044608e-16j),(-1.0333078926705495+6.829596389063982e-10j)
0.12121212121212122,(-1.031140402568927-3.71881345162528e-17j),(-1.031242624844151-5.494935199005654e-10j)
0.13131313131313133,(-1.028864588473482-1.0481524502503614e-16j),(-1.0289653235478704-1.202997764646833e-10j)
0.14141414141414144,(-1.0263935678270344+2.7376104855258987e-18j),(-1.0265198542951117-2.679446386217451e-10j)
0.15151515151515152,(-1.0237240340519913+2.168404344971009e-18j),(-1.023866779926266-8.410461712923039e-10j)
0.16161616161616163,(-1.0208523234098574-3.642919299551295e-17j),(-1.0210016005531084-9.009578776819624e-10j)
0.17171717171717174,(-1.0177743849065932+4.889751797909625e-17j),(-1.0179437103652436+5.64788140604785e-11j)
0.18181818181818182,(-1.0144857455699927+7.20316818345057e-17j),(-1.0146843282255538+1.0102446975046728e-10j)
0.19191919191919193,(-1.0109814703210485+3.175526519256372e-18j),(-1.0111889681820347+5.7027442567250355e-11j)
0.20202020202020204,(-1.007256115489856-5.2705778109951584e-17j),(-1.0075214328694486-9.792999753327972e-10j)
0.21212121212121213,(-1.0033036748105573-1.571042299853794e-17j),(-1.0036068814946881-1.9964991638784474e-11j)
0.22222222222222224,(-0.9991175164571214-2.0816681711721685e-17j),(-0.9994522616769247+7.721949677699125e-11j)
0.23232323232323235,(-0.9946903093328131+4.8279929462901765e-17j),(-0.9950563669540321-2.1405897223050048e-10j)
0.24242424242424243,(-0.9900139363774538-5.456586246212203e-17j),(-0.99044079506079+1.5485374541160897e-11j)
0.25252525252525254,(-0.9850793920727399+1.3702113174553915e-16j),(-0.9855387981075412+7.511395790230767e-11j)
