ks,Gs_exact,E_estimate
0.0,(-1.0440306508910546-8.190109733043377e-19j),(-1.0216194999517818+1.1427737982032135e-06j)
0.1111111111111111,(-1.0332239856369034+1.6872896309305663e-17j),(-1.0257199275724418+0.006314404596415512j)
0.2222222222222222,(-0.9991175164571212-8.586881206085195e-17j),(-0.9998818369723219-0.0010773082483995996j)
0.3333333333333333,(-0.9348105007371367+5.990894629340215e-17j),(-0.9555472074784671-0.00039469540981737576j)
0.4444444444444444,(-0.8133994269835448-2.109037199497287e-16j),(-0.8699540307547671-0.00011772711829128728j)
0.5555555555555556,(-0.6316498976231345-0.19130294361747086j),(-0.7519000233815049-0.00012008308044046178j)
0.6666666666666666,(-0.6143754209732686+0.3437886931659131j),(-0.6506261880682308-0.6912746381158799j)
0.7777777777777777,(-0.5945020024329373+0.4674772324247374j),(-0.650264819046674-0.5259672531193623j)
0.8888888888888888,(-0.5724731999876492+0.5829375874910038j),(-0.6254499806623267-0.6274220968833354j)
1.0,(-0.5489149991707586+0.6961135176402231j),(-0.5921950326267027-0.7530805254394292j)
